ticker,prefixed,name,sector,industry,date,close,chg20,chg1,chg2,chg3,volume,score,passed,uptrend7
SZ300010,sz300010,ST豆神,,教育,2026-09-10,5.57,146.5,11.62,22.15,25.73,429554587,1.0,uptrend7,8/8
SH600127,sh600127,金健米业,,农业,2026-09-10,14.0,129.1,-2.3,-5.34,3.47,2340554880,1.0,uptrend7,6/8
SH600371,sh600371,万向德农,,农业,2026-09-10,14.15,96.3,-8.12,-10.61,-6.1,602719102,1.0,uptrend7,5/8
SH605577,sh605577,龙版传媒,,平面媒体,2026-09-08,18.67,91.7,9.12,20.06,32.04,223492257,1.0,uptrend7,8/8
SH601086,sh601086,国芳集团,,零售,2026-09-10,15.11,89.3,1.55,1.07,8.55,449316395,1.0,uptrend7,8/8
SH600354,sh600354,敦煌种业,,农业,2026-09-10,11.45,88.3,4.28,9.26,20.15,1007203930,1.0,uptrend7,8/8
SZ301046,sz301046,能辉科技,,电力,2026-09-10,33.1,66.2,2.1,8.81,5.41,167571309,1.0,uptrend7,7/8
SH600108,sh600108,亚盛集团,,农业,2026-09-10,5.25,65.6,-8.06,-0.57,9.38,946456119,1.0,uptrend7,7/8
SH600540,sh600540,新赛股份,,农业,2026-09-10,6.56,64.4,-9.02,0.15,-2.38,500419437,1.0,uptrend7,6/8
SZ002856,sz002856,*ST美芝,,装修装饰,2026-09-10,23.43,64.4,10.0,4.83,7.97,119242039,1.0,uptrend7,8/8
SH600865,sh600865,百大集团,,零售,2026-09-10,14.65,63.0,-3.04,6.62,17.29,235347438,1.0,uptrend7,7/8
SH688485,sh688485,九州一轨,,专用设备,2026-09-10,97.74,62.7,0.44,0.76,-3.66,79713638970,1.0,uptrend7,5/8
SZ002909,sz002909,集泰股份,,化学制品,2026-09-10,8.32,61.6,-3.37,-4.59,4.92,336606347,1.0,uptrend7,7/8
SZ002528,sz002528,*ST英飞,,计算机硬件,2026-09-10,7.58,58.2,0.93,2.16,1.2,208268089,1.0,uptrend7,5/8
