sector,code6,prefixed,m
专用设备,001395,sz001395,2.48
专用设备,301083,sz301083,2.48
专用设备,300173,sz300173,2.46
专用设备,600262,sh600262,2.37
专用设备,002689,sz002689,2.36
专用设备,000680,sz000680,2.31
专用设备,600817,sh600817,2.21
专用设备,001400,sz001400,2.2
专用设备,300095,sz300095,2.17
专用设备,688701,sh688701,2.16
专用设备,603321,sh603321,2.11
专用设备,300931,sz300931,2.05
专用设备,002097,sz002097,1.99
专用设备,300884,sz300884,1.99
专用设备,300266,sz300266,1.94
专用设备,600894,sh600894,1.91
专用设备,603895,sh603895,1.81
专用设备,300865,sz300865,1.72
专用设备,301199,sz301199,1.67
专用设备,603015,sh603015,1.57
专用设备,301063,sz301063,1.53
专用设备,301533,sz301533,1.52
专用设备,600843,sh600843,1.51
专用设备,002337,sz002337,1.48
专用设备,002529,sz002529,1.48
专用设备,603029,sh603029,1.48
专用设备,002833,sz002833,1.47
专用设备,301028,sz301028,1.43
专用设备,300837,sz300837,1.43
专用设备,603248,sh603248,1.42
专用设备,300425,sz300425,1.41
专用设备,601399,sh601399,1.41
专用设备,300521,sz300521,1.4
专用设备,002209,sz002209,1.38
专用设备,002691,sz002691,1.38
专用设备,300099,sz300099,1.37
专用设备,300385,sz300385,1.34
专用设备,603169,sh603169,1.34
专用设备,300281,sz300281,1.33
专用设备,600761,sh600761,1.29
专用设备,603273,sh603273,1.27
专用设备,002073,sz002073,1.25
专用设备,002526,sz002526,1.25
专用设备,600560,sh600560,1.25
专用设备,300512,sz300512,1.24
专用设备,002698,sz002698,1.18
专用设备,300757,sz300757,1.18
专用设备,600615,sh600615,1.18
专用设备,688529,sh688529,1.17
专用设备,300800,sz300800,1.16
专用设备,603076,sh603076,1.1
专用设备,002535,sz002535,1.08
专用设备,002690,sz002690,1.08
专用设备,000528,sz000528,1.07
专用设备,002278,sz002278,1.07
专用设备,605186,sh605186,1.06
专用设备,301138,sz301138,1.04
专用设备,603956,sh603956,1.01
专用设备,603855,sh603855,1.01
专用设备,000856,sz000856,1.0
专用设备,003021,sz003021,0.97
专用设备,300813,sz300813,0.97
专用设备,300950,sz300950,0.97
专用设备,688638,sh688638,0.97
专用设备,600835,sh600835,0.96
专用设备,603280,sh603280,0.96
专用设备,300022,sz300022,0.95
专用设备,002564,sz002564,0.93
专用设备,603135,sh603135,0.91
专用设备,603315,sh603315,0.91
专用设备,300217,sz300217,0.9
专用设备,300879,sz300879,0.89
专用设备,603338,sh603338,0.86
专用设备,301456,sz301456,0.85
专用设备,600526,sh600526,0.85
专用设备,301105,sz301105,0.84
专用设备,601608,sh601608,0.84
专用设备,300472,sz300472,0.81
专用设备,603656,sh603656,0.81
专用设备,301601,sz301601,0.76
专用设备,603789,sh603789,0.76
专用设备,603081,sh603081,0.7
专用设备,301043,sz301043,0.69
专用设备,603298,sh603298,0.69
专用设备,300412,sz300412,0.68
专用设备,300105,sz300105,0.67
专用设备,688057,sh688057,0.67
专用设备,301158,sz301158,0.66
专用设备,600579,sh600579,0.66
专用设备,300056,sz300056,0.62
专用设备,688420,sh688420,0.61
专用设备,603126,sh603126,0.6
专用设备,001256,sz001256,0.59
专用设备,300471,sz300471,0.59
专用设备,300276,sz300276,0.58
专用设备,603337,sh603337,0.58
专用设备,000852,sz000852,0.55
专用设备,300210,sz300210,0.55
专用设备,603611,sh603611,0.5
专用设备,688659,sh688659,0.5
专用设备,002779,sz002779,0.45
专用设备,002204,sz002204,0.44
专用设备,002021,sz002021,0.44
专用设备,300619,sz300619,0.43
专用设备,688021,sh688021,0.43
专用设备,601798,sh601798,0.42
专用设备,301288,sz301288,0.41
专用设备,002786,sz002786,0.4
专用设备,600302,sh600302,0.4
专用设备,300457,sz300457,0.39
专用设备,002685,sz002685,0.34
专用设备,300823,sz300823,0.33
专用设备,002611,sz002611,0.32
专用设备,688755,sh688755,0.29
专用设备,688121,sh688121,0.26
专用设备,601717,sh601717,0.24
专用设备,688096,sh688096,0.22
专用设备,301468,sz301468,0.21
专用设备,688113,sh688113,0.21
专用设备,688383,sh688383,0.11
专用设备,002960,sz002960,0.1
专用设备,001336,sz001336,0.01
专用设备,601106,sh601106,0.0
专用设备,603289,sh603289,0.0
专用设备,603095,sh603095,-0.01
专用设备,688335,sh688335,-0.04
专用设备,002490,sz002490,-0.05
专用设备,002164,sz002164,-0.13
专用设备,603912,sh603912,-0.19
专用设备,002006,sz002006,-0.26
专用设备,300415,sz300415,-0.3
专用设备,301161,sz301161,-0.33
专用设备,300198,sz300198,-0.37
专用设备,002009,sz002009,-0.42
专用设备,603698,sh603698,-0.45
专用设备,688160,sh688160,-0.48
专用设备,002366,sz002366,-0.49
专用设备,301325,sz301325,-0.51
专用设备,688092,sh688092,-0.51
专用设备,600783,sh600783,-0.53
专用设备,300902,sz300902,-0.58
专用设备,000967,sz000967,-0.68
专用设备,688022,sh688022,-0.74
专用设备,300084,sz300084,-0.79
专用设备,300307,sz300307,-0.8
专用设备,300631,sz300631,-0.8
专用设备,301112,sz301112,-0.92
专用设备,000551,sz000551,-0.96
专用设备,301513,sz301513,-0.98
专用设备,603032,sh603032,-0.98
专用设备,600545,sh600545,-0.99
专用设备,002837,sz002837,-1.05
专用设备,600243,sh600243,-1.05
专用设备,600980,sh600980,-1.05
专用设备,688377,sh688377,-1.05
专用设备,600582,sh600582,-1.09
专用设备,003025,sz003025,-1.1
专用设备,000157,sz000157,-1.11
专用设备,300004,sz300004,-1.21
专用设备,300756,sz300756,-1.25
专用设备,300382,sz300382,-1.28
专用设备,300861,sz300861,-1.3
专用设备,301018,sz301018,-1.31
专用设备,300461,sz300461,-1.34
专用设备,300700,sz300700,-1.34
专用设备,603036,sh603036,-1.35
专用设备,301260,sz301260,-1.39
专用设备,688623,sh688623,-1.53
专用设备,600388,sh600388,-1.55
专用设备,301053,sz301053,-1.57
专用设备,688718,sh688718,-1.66
专用设备,688518,sh688518,-1.68
专用设备,603966,sh603966,-1.92
专用设备,003036,sz003036,-1.99
专用设备,688480,sh688480,-2.08
专用设备,688633,sh688633,-2.08
专用设备,300293,sz300293,-2.11
专用设备,301360,sz301360,-2.16
专用设备,300818,sz300818,-2.19
专用设备,300786,sz300786,-2.2
专用设备,688215,sh688215,-2.21
专用设备,002931,sz002931,-2.25
专用设备,301128,sz301128,-2.28
专用设备,688006,sh688006,-2.37
专用设备,600397,sh600397,-2.39
专用设备,688596,sh688596,-2.55
专用设备,688499,sh688499,-2.72
专用设备,300228,sz300228,-2.79
专用设备,603203,sh603203,-2.8
专用设备,603283,sh603283,-2.8
专用设备,001223,sz001223,-2.86
专用设备,300953,sz300953,-2.94
专用设备,002774,sz002774,-3.05
专用设备,603800,sh603800,-3.05
专用设备,301599,sz301599,-3.07
专用设备,301200,sz301200,-3.2
专用设备,300480,sz300480,-3.42
专用设备,300400,sz300400,-3.44
专用设备,688729,sh688729,-3.71
专用设备,300540,sz300540,-3.82
专用设备,688125,sh688125,-3.9
专用设备,001360,sz001360,-3.91
专用设备,688419,sh688419,-4.0
专用设备,603690,sh603690,-4.12
专用设备,688376,sh688376,-4.12
专用设备,688531,sh688531,-4.19
专用设备,301013,sz301013,-4.21
专用设备,301312,sz301312,-4.31
专用设备,300486,sz300486,-4.32
专用设备,300669,sz300669,-4.33
专用设备,688097,sh688097,-4.33
专用设备,688630,sh688630,-4.4
专用设备,002975,sz002975,-4.49
专用设备,688392,sh688392,-4.61
专用设备,688559,sh688559,-4.65
专用设备,688001,sh688001,-4.66
专用设备,688361,sh688361,-4.7
专用设备,688700,sh688700,-4.7
专用设备,600984,sh600984,-4.96
专用设备,688813,sh688813,-4.97
专用设备,002595,sz002595,-5.03
专用设备,688400,sh688400,-5.11
专用设备,301338,sz301338,-5.39
专用设备,688090,sh688090,-5.45
专用设备,688328,sh688328,-5.53
专用设备,688312,sh688312,-5.95
专用设备,688835,sh688835,-6.22
专用设备,301662,sz301662,-7.18
专用设备,688037,sh688037,-7.64
中药生产,002349,sz002349,10.11
中药生产,002107,sz002107,8.02
中药生产,300158,sz300158,7.55
中药生产,600479,sh600479,7.17
中药生产,600222,sh600222,6.31
中药生产,603998,sh603998,5.08
中药生产,603896,sh603896,4.08
中药生产,600671,sh600671,4.07
中药生产,300519,sz300519,3.08
中药生产,002198,sz002198,2.93
中药生产,002566,sz002566,2.77
中药生产,000790,sz000790,2.23
中药生产,000989,sz000989,1.9
中药生产,002728,sz002728,1.44
中药生产,002424,sz002424,1.39
中药生产,600518,sh600518,1.23
中药生产,002644,sz002644,1.19
中药生产,002864,sz002864,1.18
中药生产,600594,sh600594,1.18
中药生产,000590,sz000590,1.15
中药生产,600572,sh600572,1.08
中药生产,600557,sh600557,1.05
中药生产,000538,sz000538,0.97
中药生产,002826,sz002826,0.95
中药生产,002873,sz002873,0.87
中药生产,600976,sh600976,0.83
中药生产,000623,sz000623,0.69
中药生产,301331,sz301331,0.53
中药生产,600351,sh600351,0.42
中药生产,000650,sz000650,0.39
中药生产,002287,sz002287,0.37
中药生产,002275,sz002275,0.32
中药生产,600129,sh600129,0.26
中药生产,600771,sh600771,0.2
中药生产,300026,sz300026,0.0
中药生产,600422,sh600422,-0.06
中药生产,600535,sh600535,-0.07
中药生产,600993,sh600993,-0.11
中药生产,600252,sh600252,-0.13
中药生产,000423,sz000423,-0.14
中药生产,002603,sz002603,-0.17
中药生产,600329,sh600329,-0.3
中药生产,603439,sh603439,-0.31
中药生产,300039,sz300039,-0.32
中药生产,300181,sz300181,-0.38
中药生产,603567,sh603567,-0.38
中药生产,603858,sh603858,-0.39
中药生产,600285,sh600285,-0.46
中药生产,300878,sz300878,-0.49
中药生产,600085,sh600085,-0.6
中药生产,603139,sh603139,-0.8
中药生产,600750,sh600750,-0.99
中药生产,600436,sh600436,-1.11
中药生产,301111,sz301111,-1.73
中药生产,002317,sz002317,-2.52
中药生产,300147,sz300147,-2.99
中药生产,600613,sh600613,-3.78
中药生产,002737,sz002737,-4.57
中药生产,600381,sh600381,-5.63
中药生产,300534,sz300534,-5.89
中药生产,002412,sz002412,-11.37
互联网商务,002803,sz002803,7.87
互联网商务,300785,sz300785,6.86
互联网商务,600228,sh600228,5.91
互联网商务,603613,sh603613,5.14
互联网商务,300518,sz300518,3.77
互联网商务,605136,sh605136,3.63
互联网商务,002315,sz002315,3.4
互联网商务,002640,sz002640,3.39
互联网商务,002095,sz002095,3.08
互联网商务,300592,sz300592,3.03
互联网商务,002127,sz002127,2.89
互联网商务,301558,sz301558,2.14
互联网商务,300226,sz300226,2.04
互联网商务,301381,sz301381,-0.99
互联网商务,301563,sz301563,-2.75
互联网商务,300209,sz300209,-2.9
互联网技术,300017,sz300017,3.4
互联网技术,300052,sz300052,3.21
互联网技术,300846,sz300846,2.33
互联网技术,600666,sh600666,2.09
互联网技术,600588,sh600588,1.31
互联网技术,603887,sh603887,1.31
互联网技术,002229,sz002229,1.25
互联网技术,300383,sz300383,-0.05
互联网技术,603881,sh603881,-0.11
互联网技术,300536,sz300536,-1.56
互联网技术,300738,sz300738,-1.74
互联网服务,300413,sz300413,31.96
互联网服务,600892,sh600892,15.61
互联网服务,603533,sh603533,15.3
互联网服务,002291,sz002291,12.91
互联网服务,002425,sz002425,11.72
互联网服务,300081,sz300081,9.29
互联网服务,300418,sz300418,8.8
互联网服务,301110,sz301110,7.96
互联网服务,002995,sz002995,7.35
互联网服务,600556,sh600556,6.96
互联网服务,300459,sz300459,6.67
互联网服务,000409,sz000409,6.39
互联网服务,300494,sz300494,6.2
互联网服务,300523,sz300523,5.68
互联网服务,600640,sh600640,5.62
互联网服务,300299,sz300299,5.55
互联网服务,301001,sz301001,5.05
互联网服务,300043,sz300043,4.77
互联网服务,603258,sh603258,4.63
互联网服务,000681,sz000681,4.62
互联网服务,300766,sz300766,4.59
互联网服务,300533,sz300533,4.49
互联网服务,301102,sz301102,4.41
互联网服务,300645,sz300645,4.18
互联网服务,002264,sz002264,4.02
互联网服务,300315,sz300315,3.98
互联网服务,301380,sz301380,3.95
互联网服务,300674,sz300674,3.85
互联网服务,300987,sz300987,3.78
互联网服务,002212,sz002212,3.56
互联网服务,600633,sh600633,3.41
互联网服务,002987,sz002987,2.91
互联网服务,300113,sz300113,2.6
互联网服务,603000,sh603000,2.6
互联网服务,300288,sz300288,2.39
互联网服务,301428,sz301428,2.26
互联网服务,301299,sz301299,2.25
互联网服务,002195,sz002195,2.2
互联网服务,603888,sh603888,2.16
互联网服务,688562,sh688562,1.89
互联网服务,300002,sz300002,1.87
互联网服务,002555,sz002555,1.62
互联网服务,688060,sh688060,1.5
互联网服务,002605,sz002605,1.39
互联网服务,688787,sh688787,1.22
互联网服务,688158,sh688158,1.13
互联网服务,300921,sz300921,1.09
互联网服务,688500,sh688500,0.96
互联网服务,688051,sh688051,0.95
互联网服务,600850,sh600850,0.76
互联网服务,002624,sz002624,0.6
互联网服务,688618,sh688618,0.58
互联网服务,002517,sz002517,0.47
互联网服务,603444,sh603444,0.43
互联网服务,300031,sz300031,0.35
互联网服务,688292,sh688292,0.07
互联网服务,688229,sh688229,0.06
互联网服务,002919,sz002919,0.01
互联网服务,002027,sz002027,-0.08
互联网服务,300295,sz300295,-0.09
互联网服务,301382,sz301382,-0.78
互联网服务,600589,sh600589,-0.97
互联网服务,300895,sz300895,-1.21
互联网服务,688387,sh688387,-1.23
互联网服务,002602,sz002602,-1.38
互联网服务,002558,sz002558,-1.49
互联网服务,002174,sz002174,-2.26
互联网金融,300773,sz300773,4.53
互联网金融,601519,sh601519,1.54
互联网金融,300803,sz300803,0.66
互联网金融,300059,sz300059,-0.23
互联网金融,002647,sz002647,-0.9
互联网金融,300033,sz300033,-1.46
休闲服务,000610,sz000610,10.05
休闲服务,000721,sz000721,9.83
休闲服务,600706,sh600706,5.17
休闲服务,600250,sh600250,4.51
休闲服务,603402,sh603402,4.47
休闲服务,002707,sz002707,3.28
休闲服务,000524,sz000524,3.24
休闲服务,002159,sz002159,3.11
休闲服务,000978,sz000978,3.04
休闲服务,000796,sz000796,3.01
休闲服务,300859,sz300859,2.83
休闲服务,002186,sz002186,2.77
休闲服务,605108,sh605108,2.68
休闲服务,300144,sz300144,2.5
休闲服务,600576,sh600576,2.37
休闲服务,000430,sz000430,2.31
休闲服务,601007,sh601007,2.26
休闲服务,603136,sh603136,2.19
休闲服务,002059,sz002059,2.17
休闲服务,600749,sh600749,2.15
休闲服务,301073,sz301073,1.82
休闲服务,002306,sz002306,1.68
休闲服务,600138,sh600138,1.65
休闲服务,600054,sh600054,1.48
休闲服务,603199,sh603199,1.31
休闲服务,000428,sz000428,1.29
休闲服务,000888,sz000888,1.25
休闲服务,002627,sz002627,1.2
休闲服务,300860,sz300860,0.67
休闲服务,600593,sh600593,0.66
休闲服务,603099,sh603099,0.57
休闲服务,000069,sz000069,0.45
休闲服务,600754,sh600754,0.18
休闲服务,002033,sz002033,0.11
休闲服务,300795,sz300795,-0.63
休闲服务,600258,sh600258,-1.36
体育,002858,sz002858,4.3
体育,600158,sh600158,2.18
保健护理,600530,sh600530,3.66
保健护理,002626,sz002626,1.34
保健护理,300791,sz300791,1.11
保健护理,603102,sh603102,0.61
保健护理,001206,sz001206,0.58
保健护理,002001,sz002001,0.28
光电子器件,300582,sz300582,10.9
光电子器件,300889,sz300889,6.49
光电子器件,688378,sh688378,5.2
光电子器件,002036,sz002036,4.75
光电子器件,002456,sz002456,4.4
光电子器件,300301,sz300301,4.35
光电子器件,600071,sh600071,3.83
光电子器件,002983,sz002983,3.76
光电子器件,002005,sz002005,2.85
光电子器件,002189,sz002189,2.71
光电子器件,603297,sh603297,2.67
光电子器件,300708,sz300708,2.61
光电子器件,300232,sz300232,2.2
光电子器件,301571,sz301571,1.75
光电子器件,603303,sh603303,1.51
光电子器件,002638,sz002638,1.39
光电子器件,002076,sz002076,1.36
光电子器件,002587,sz002587,1.35
光电子器件,300241,sz300241,1.2
光电子器件,002449,sz002449,1.16
光电子器件,300162,sz300162,1.15
光电子器件,300296,sz300296,0.86
光电子器件,300219,sz300219,0.82
光电子器件,002962,sz002962,0.72
光电子器件,300625,sz300625,0.71
光电子器件,002387,sz002387,0.66
光电子器件,003015,sz003015,0.61
光电子器件,688299,sh688299,0.61
光电子器件,300701,sz300701,0.59
光电子器件,300389,sz300389,0.42
光电子器件,605118,sh605118,0.42
光电子器件,688195,sh688195,0.1
光电子器件,300691,sz300691,-0.46
光电子器件,600884,sh600884,-0.84
光电子器件,300303,sz300303,-1.17
光电子器件,603212,sh603212,-1.31
光电子器件,301479,sz301479,-1.41
光电子器件,600703,sh600703,-1.54
光电子器件,300102,sz300102,-1.59
光电子器件,688010,sh688010,-1.65
光电子器件,300747,sz300747,-1.79
光电子器件,301321,sz301321,-1.92
光电子器件,300632,sz300632,-1.93
光电子器件,002273,sz002273,-2.08
光电子器件,300489,sz300489,-2.13
光电子器件,688079,sh688079,-2.33
光电子器件,688127,sh688127,-2.69
光电子器件,002745,sz002745,-2.84
光电子器件,300790,sz300790,-2.85
光电子器件,301183,sz301183,-2.93
光电子器件,301421,sz301421,-3.04
光电子器件,300398,sz300398,-3.2
光电子器件,603679,sh603679,-3.21
光电子器件,001267,sz001267,-3.41
光电子器件,300323,sz300323,-3.91
光电子器件,300394,sz300394,-4.63
光电子器件,688502,sh688502,-4.82
光电子器件,688307,sh688307,-4.84
光电子器件,688401,sh688401,-5.11
光电子器件,688635,sh688635,-5.13
光电子器件,688150,sh688150,-5.27
光电子器件,600363,sh600363,-5.95
光电子器件,300566,sz300566,-7.13
光电子器件,688826,sh688826,-8.91
公路铁路,600611,sh600611,7.26
公路铁路,600561,sh600561,3.91
公路铁路,600650,sh600650,3.44
公路铁路,601333,sh601333,3.25
公路铁路,600834,sh600834,2.55
公路铁路,600106,sh600106,2.53
公路铁路,600012,sh600012,2.46
公路铁路,600035,sh600035,2.27
公路铁路,600603,sh600603,2.27
公路铁路,000755,sz000755,2.06
公路铁路,603069,sh603069,2.02
公路铁路,600377,sh600377,1.57
公路铁路,600368,sh600368,1.56
公路铁路,001965,sz001965,1.36
公路铁路,601006,sh601006,1.26
公路铁路,000557,sz000557,1.24
公路铁路,002357,sz002357,1.18
公路铁路,600033,sh600033,1.16
公路铁路,000548,sz000548,1.14
公路铁路,600125,sh600125,1.12
公路铁路,600548,sh600548,1.1
公路铁路,601188,sh601188,0.92
公路铁路,600269,sh600269,0.81
公路铁路,601107,sh601107,0.77
公路铁路,601816,sh601816,0.76
公路铁路,601518,sh601518,0.64
公路铁路,600020,sh600020,0.51
公路铁路,000886,sz000886,0.47
公路铁路,001213,sz001213,0.42
公路铁路,000900,sz000900,-0.02
公路铁路,000828,sz000828,-0.12
公路铁路,000429,sz000429,-0.28
公路铁路,600350,sh600350,-1.07
其他交运设备,688015,sh688015,3.73
其他交运设备,002105,sz002105,2.89
其他交运设备,603776,sh603776,2.41
其他交运设备,603529,sh603529,2.16
其他交运设备,603787,sh603787,1.99
其他交运设备,603129,sh603129,1.48
其他交运设备,600099,sh600099,1.2
其他交运设备,600679,sh600679,1.12
其他交运设备,600818,sh600818,0.55
其他交运设备,300994,sz300994,0.03
其他交运设备,300960,sz300960,-0.23
其他交运设备,603468,sh603468,-0.49
其他交运设备,001324,sz001324,-1.29
其他交运设备,301345,sz301345,-1.75
其他交运设备,000039,sz000039,-2.53
其他交运设备,301322,sz301322,-3.03
其他家电,300911,sz300911,19.77
其他家电,300824,sz300824,1.76
其他家电,603657,sh603657,1.44
其他家电,603551,sh603551,1.1
其他家电,603075,sh603075,0.52
其他家电,603519,sh603519,0.23
其他家电,603992,sh603992,-0.63
其他家电,603219,sh603219,-1.87
其他建材,600678,sh600678,4.63
其他建材,300599,sz300599,4.33
其他建材,002457,sz002457,4.05
其他建材,002596,sz002596,3.31
其他建材,603616,sh603616,2.57
其他建材,000619,sz000619,2.26
其他建材,002372,sz002372,2.15
其他建材,603856,sh603856,1.9
其他建材,002694,sz002694,1.74
其他建材,002671,sz002671,1.71
其他建材,002398,sz002398,1.4
其他建材,301010,sz301010,1.4
其他建材,000055,sz000055,1.28
其他建材,605318,sh605318,0.55
其他建材,603038,sh603038,0.48
其他建材,002641,sz002641,0.15
其他建材,300737,sz300737,0.04
其他建材,002333,sz002333,-0.12
其他建材,002718,sz002718,-0.16
其他建材,300715,sz300715,-0.31
其他建材,002791,sz002791,-0.53
其他建材,000786,sz000786,-1.48
其他建材,002271,sz002271,-2.32
其他建材,001212,sz001212,-2.61
其他建材,002043,sz002043,-2.72
其他电气设备,301359,sz301359,7.22
其他电气设备,300820,sz300820,4.44
其他电气设备,688611,sh688611,3.83
其他电气设备,688330,sh688330,3.58
其他电气设备,603070,sh603070,2.74
其他电气设备,603312,sh603312,2.38
其他电气设备,603583,sh603583,2.33
其他电气设备,002441,sz002441,2.25
其他电气设备,301226,sz301226,1.87
其他电气设备,002190,sz002190,1.86
其他电气设备,002245,sz002245,1.39
其他电气设备,688429,sh688429,1.28
其他电气设备,001393,sz001393,1.18
其他电气设备,300423,sz300423,0.88
其他电气设备,003028,sz003028,0.79
其他电气设备,301557,sz301557,0.63
其他电气设备,688719,sh688719,0.4
其他电气设备,600379,sh600379,0.31
其他电气设备,301609,sz301609,0.31
其他电气设备,002334,sz002334,0.25
其他电气设备,688789,sh688789,-0.1
其他电气设备,603381,sh603381,-0.25
其他电气设备,300341,sz300341,-0.3
其他电气设备,301008,sz301008,-0.43
其他电气设备,301168,sz301168,-0.46
其他电气设备,605066,sh605066,-0.48
其他电气设备,605288,sh605288,-0.53
其他电气设备,301636,sz301636,-0.55
其他电气设备,301120,sz301120,-0.74
其他电气设备,603195,sh603195,-0.8
其他电气设备,301155,sz301155,-0.8
其他电气设备,301590,sz301590,-0.85
其他电气设备,300125,sz300125,-0.9
其他电气设备,301696,sz301696,-0.9
其他电气设备,688450,sh688450,-1.14
其他电气设备,301525,sz301525,-1.18
其他电气设备,301669,sz301669,-1.67
其他电气设备,688408,sh688408,-1.68
其他电气设备,688681,sh688681,-1.75
其他电气设备,688599,sh688599,-2.06
其他电气设备,688063,sh688063,-2.3
其他电气设备,301658,sz301658,-2.51
其他电气设备,002851,sz002851,-3.36
其他电气设备,601615,sh601615,-4.17
其他电气设备,603045,sh603045,-4.98
其他电气设备,688472,sh688472,-5.31
其他轻工,603272,sh603272,6.17
其他轻工,002790,sz002790,3.12
其他轻工,600439,sh600439,2.87
其他轻工,301101,sz301101,2.75
其他轻工,300640,sz300640,2.38
其他轻工,603385,sh603385,2.13
其他轻工,301227,sz301227,1.93
其他轻工,003006,sz003006,1.59
其他轻工,603059,sh603059,1.5
其他轻工,605099,sh605099,1.27
其他轻工,603091,sh603091,0.96
其他轻工,301501,sz301501,0.96
其他轻工,002571,sz002571,0.44
其他轻工,001211,sz001211,0.27
其他轻工,605009,sh605009,-0.17
其他轻工,600735,sh600735,-0.77
农业,600540,sh600540,18.06
农业,600371,sh600371,17.91
农业,300189,sz300189,17.01
农业,600127,sh600127,13.29
农业,600354,sh600354,12.78
农业,000998,sz000998,9.27
农业,000713,sz000713,9.2
农业,600313,sh600313,8.47
农业,300970,sz300970,8.22
农业,000505,sz000505,8.08
农业,002041,sz002041,7.98
农业,601952,sh601952,6.75
农业,300087,sz300087,6.39
农业,600598,sh600598,5.15
农业,600359,sh600359,5.04
农业,600108,sh600108,4.58
农业,300138,sz300138,3.83
农业,000930,sz000930,3.53
农业,300511,sz300511,3.43
农业,000972,sz000972,3.22
农业,300999,sz300999,3.1
农业,600883,sh600883,2.88
农业,002772,sz002772,2.82
农业,603182,sh603182,2.81
农业,002086,sz002086,2.47
农业,600251,sh600251,1.9
农业,002286,sz002286,1.74
农业,002852,sz002852,1.17
农业,600866,sh600866,1.03
农业,300175,sz300175,0.7
农业,601118,sh601118,0.11
农业,603336,sh603336,-0.94
农业,600737,sh600737,-1.26
农业,600191,sh600191,-2.81
化学制品,002909,sz002909,15.95
化学制品,603980,sh603980,11.69
