ticker,prefixed,name,sector,industry,date,close,chg20,chg1,chg2,chg3,volume,score,passed,uptrend7
SZ300010,sz300010,ST豆神,,教育,2026-09-11,5.4,143.2,-3.05,8.22,18.42,475318194,1.0,uptrend7,7/8
SH601086,sh601086,国芳集团,,零售,2026-09-11,16.35,108.5,8.21,9.88,9.36,536982669,1.0,uptrend7,8/8
SH600371,sh600371,万向德农,,农业,2026-09-11,14.78,107.9,4.45,-4.03,-6.63,661231313,1.0,uptrend7,5/8
SH605577,sh605577,龙版传媒,,平面媒体,2026-09-08,18.67,91.7,9.12,20.06,32.04,223492257,1.0,uptrend7,8/8
SH600354,sh600354,敦煌种业,,农业,2026-09-11,10.97,82.2,-4.19,-0.09,4.68,1110612120,1.0,uptrend7,7/8
SZ002856,sz002856,*ST美芝,,装修装饰,2026-09-11,25.36,79.3,8.24,19.06,13.47,127882128,1.0,uptrend7,8/8
SZ000978,sz000978,桂林旅游,,休闲服务,2026-09-11,9.87,62.6,1.86,12.03,23.22,264438403,1.0,uptrend7,8/8
SZ002790,sz002790,瑞尔特,,其他轻工,2026-09-11,9.31,60.5,10.05,21.07,33.19,48735800,1.0,uptrend7,8/8
SH600359,sh600359,新农开发,,农业,2026-09-11,9.72,59.9,0.83,10.96,22.11,316286302,1.0,uptrend7,8/8
SH688655,sh688655,迅捷兴,,电子器件,2026-09-11,60.12,59.3,6.75,6.37,9.59,62435163143,1.0,uptrend7,8/8
SZ301046,sz301046,能辉科技,,电力,2026-09-11,31.38,57.7,-5.2,-3.21,3.16,177279147,1.0,uptrend7,6/8
SZ002528,sz002528,*ST英飞,,计算机硬件,2026-09-11,7.53,54.9,-0.66,0.27,1.48,213713843,1.0,uptrend7,6/8
SZ000610,sz000610,*ST西旅,,休闲服务,2026-09-11,9.22,54.2,0.77,9.37,13.69,77125261,1.0,uptrend7,7/8
SZ002815,sz002815,崇达技术,,电子元件,2026-09-11,20.08,54.1,10.03,11.18,17.56,1000854154,1.0,uptrend7,8/8
SH600869,sh600869,远东股份,,输变电设备,2026-09-11,25.35,53.8,5.19,1.68,11.87,5114843345,1.0,uptrend7,8/8
SH600540,sh600540,新赛股份,,农业,2026-09-11,5.9,52.8,-10.06,-18.17,-9.92,532654545,1.0,uptrend7,5/8
SH600108,sh600108,亚盛集团,,农业,2026-09-11,4.73,51.1,-9.9,-17.16,-10.42,1036836974,1.0,uptrend7,6/8
SH600865,sh600865,百大集团,,零售,2026-09-11,13.19,49.5,-9.97,-12.71,-4.0,275027146,1.0,uptrend7,7/8
SZ300741,sz300741,华宝股份,,食品,2026-09-11,19.8,49.1,2.86,2.06,2.38,122353183,1.0,uptrend7,8/8
SZ300852,sz300852,四会富仕,,电子元件,2026-09-11,65.59,44.5,3.1,13.09,18.14,520661599,1.0,uptrend7,8/8
SZ301282,sz301282,金禄电子,,电子器件,2026-09-11,42.35,44.5,-0.8,-1.24,5.09,839826166,1.0,uptrend7,6/8
SZ301628,sz301628,强达电路,,电子元件,2026-09-11,122.22,44.0,-2.43,-4.75,4.07,370748908,1.0,uptrend7,7/8
SZ002514,sz002514,*ST宝馨,,金属制品,2026-09-11,2.64,42.7,9.54,20.55,15.28,101473896,1.0,uptrend7,6/8
