ticker,prefixed,name,sector,industry,date,close,chg20,chg1,chg2,chg3,volume,score,passed,uptrend7
SH600000,sh600000,浦发银行,银行,银行,2026-09-04,9.43,2.4,1.73,1.62,0.86,757660.0,6.0,uptrend7,6/8
SH600004,sh600004,白云机场,航空机场,航空机场,2026-09-04,7.89,4.1,0.38,1.94,1.02,106049.0,7.0,uptrend7,7/8
SH600009,sh600009,上海机场,航空机场,航空机场,2026-09-04,23.87,0.0,0.93,2.23,1.7,124142.0,6.0,uptrend7,6/8
SH600011,sh600011,华能国际,电力,电力,2026-09-04,6.86,-1.9,-0.15,1.18,0.88,595072.0,6.0,uptrend7,6/8
SH600016,sh600016,民生银行,银行,银行,2026-09-04,3.61,2.3,0.56,0.28,-0.82,2576863.0,6.0,uptrend7,6/8
SH600018,sh600018,上港集团,港口航运,港口航运,2026-09-04,5.43,5.2,-1.63,-1.45,-2.16,660022.0,5.0,uptrend7,5/8
SH600025,sh600025,华能水电,电力,电力,2026-09-04,9.76,0.9,-0.61,-1.41,0.51,265571.0,7.0,uptrend7,7/8
SH600027,sh600027,华电国际,电力,电力,2026-09-04,4.84,3.6,1.04,3.64,3.86,987451.0,8.0,uptrend7,8/8
SH600028,sh600028,中国石化,石油天然气,石油天然气,2026-09-04,5.48,7.5,0.55,0.92,-0.72,1675596.0,5.0,uptrend7,5/8
SH600026,sh600026,中远海能,港口航运,港口航运,2026-09-04,20.34,14.9,0.05,8.83,6.66,905509.0,6.0,uptrend7,6/8
SH600030,sh600030,中信证券,非银行金融,非银行金融,2026-09-04,27.99,0.1,0.47,1.89,-0.11,1392558.0,5.0,uptrend7,5/8
SH600039,sh600039,四川路桥,建筑施工,建筑施工,2026-09-04,9.16,9.8,-1.19,-3.78,-4.18,272666.0,5.0,uptrend7,5/8
SH600035,sh600035,楚天高速,公路铁路,公路铁路,2026-09-04,3.71,7.8,-0.8,-1.59,-0.8,170140.0,7.0,uptrend7,7/8
SH600036,sh600036,招商银行,银行,银行,2026-09-04,41.69,7.4,1.51,2.01,2.03,845229.0,7.0,uptrend7,7/8
SH600031,sh600031,三一重工,专用设备,专用设备,2026-09-04,20.0,2.1,0.3,1.88,-1.09,465485.0,6.0,uptrend7,6/8
