sector,code6,prefixed,m
专业服务,603257,sh603257,9.61
专业服务,002949,sz002949,8.42
专业服务,300662,sz300662,6.66
专业服务,301136,sz301136,6.28
专业服务,301390,sz301390,5.49
专业服务,301091,sz301091,4.45
专业服务,301505,sz301505,3.78
专业服务,603466,sh603466,2.82
专业服务,301024,sz301024,2.53
专业服务,603458,sh603458,2.24
专业服务,300649,sz300649,1.98
专业服务,301038,sz301038,1.84
专业服务,300989,sz300989,1.7
专业服务,000779,sz000779,1.57
专业服务,002967,sz002967,1.54
专业服务,301027,sz301027,1.53
专业服务,600861,sh600861,1.41
专业服务,301058,sz301058,1.38
专业服务,603959,sh603959,1.26
专业服务,688133,sh688133,0.88
专业服务,600662,sh600662,0.76
专业服务,603018,sh603018,0.74
专业服务,301257,sz301257,0.72
专业服务,688334,sh688334,0.64
专业服务,300778,sz300778,0.6
专业服务,600826,sh600826,0.54
专业服务,603300,sh603300,0.51
专业服务,300712,sz300712,0.44
专业服务,603357,sh603357,0.41
专业服务,300012,sz300012,0.33
专业服务,605155,sh605155,0.27
专业服务,301632,sz301632,0.11
专业服务,603153,sh603153,0.06
专业服务,300384,sz300384,0.02
专业服务,002883,sz002883,-0.02
专业服务,002811,sz002811,-0.03
专业服务,603060,sh603060,-0.08
专业服务,300215,sz300215,-0.09
专业服务,300500,sz300500,-0.13
专业服务,300887,sz300887,-0.35
专业服务,300564,sz300564,-0.43
专业服务,300844,sz300844,-0.47
专业服务,300284,sz300284,-0.52
专业服务,300675,sz300675,-0.56
专业服务,300732,sz300732,-0.66
专业服务,601965,sh601965,-0.66
专业服务,301167,sz301167,-0.71
专业服务,000504,sz000504,-0.72
专业服务,301508,sz301508,-0.83
专业服务,003008,sz003008,-0.95
专业服务,300826,sz300826,-0.95
专业服务,300668,sz300668,-0.98
专业服务,301289,sz301289,-0.99
专业服务,688509,sh688509,-1.08
专业服务,603860,sh603860,-1.11
专业服务,301169,sz301169,-1.14
专业服务,001396,sz001396,-1.2
专业服务,300416,sz300416,-1.22
专业服务,300977,sz300977,-1.25
专业服务,300815,sz300815,-1.38
专业服务,600654,sh600654,-1.4
专业服务,300962,sz300962,-1.68
专业服务,300797,sz300797,-1.7
专业服务,301306,sz301306,-2.01
专业服务,688053,sh688053,-2.09
专业服务,003035,sz003035,-2.3
专业服务,300635,sz300635,-2.36
专业服务,300901,sz300901,-2.53
专业服务,603373,sh603373,-2.87
专业服务,301449,sz301449,-3.24
专业服务,300746,sz300746,-3.48
专业服务,688757,sh688757,-3.83
专业服务,300983,sz300983,-4.35
专业服务,301297,sz301297,-4.47
专业服务,301115,sz301115,-5.16
专业服务,300688,sz300688,-5.18
专业服务,301228,sz301228,-6.19
专用设备,002564,sz002564,8.87
专用设备,600302,sh600302,8.01
专用设备,301633,sz301633,7.49
专用设备,301105,sz301105,7.08
专用设备,600388,sh600388,5.71
专用设备,002779,sz002779,4.96
专用设备,001360,sz001360,4.28
专用设备,300084,sz300084,4.06
专用设备,300400,sz300400,4.04
专用设备,300385,sz300385,3.55
专用设备,301043,sz301043,2.9
专用设备,300486,sz300486,2.59
专用设备,300198,sz300198,2.5
专用设备,688022,sh688022,1.86
专用设备,603280,sh603280,1.84
专用设备,300457,sz300457,1.79
专用设备,000425,sz000425,1.72
专用设备,603855,sh603855,1.67
专用设备,002960,sz002960,1.65
专用设备,300837,sz300837,1.59
专用设备,300281,sz300281,1.42
专用设备,002006,sz002006,1.39
