ticker,prefixed,name,sector,industry,date,close,chg20,chg1,chg2,chg3,volume,score,passed,uptrend7
SH600011,sh600011,华能国际,电力,电力,2026-09-03,6.87,-2.0,1.33,1.03,2.84,791329.0,6.0,uptrend7,6/8
SH600004,sh600004,白云机场,航空机场,航空机场,2026-09-03,7.86,2.6,1.55,0.64,2.21,149531.0,8.0,uptrend7,8/8
SH600012,sh600012,皖通高速,公路铁路,公路铁路,2026-09-03,16.64,3.7,-1.19,-1.6,-0.3,49057.0,7.0,uptrend7,7/8
SH600016,sh600016,民生银行,银行,银行,2026-09-03,3.59,2.0,-0.28,-1.37,1.7,2875581.0,8.0,uptrend7,8/8
SH600018,sh600018,上港集团,港口航运,港口航运,2026-09-03,5.52,6.2,0.18,-0.54,4.94,622822.0,8.0,uptrend7,8/8
SH600007,sh600007,中国国贸,房地产开发,房地产开发,2026-09-03,18.8,2.1,-1.21,-1.42,-0.48,25827.0,5.0,uptrend7,5/8
SH600028,sh600028,中国石化,石油天然气,石油天然气,2026-09-03,5.45,7.3,0.37,-1.27,-0.18,1905676.0,6.0,uptrend7,6/8
SH600020,sh600020,中原高速,公路铁路,公路铁路,2026-09-03,3.91,2.4,-0.26,-1.01,0.0,144534.0,5.0,uptrend7,5/8
SH600000,sh600000,浦发银行,银行,银行,2026-09-03,9.27,-0.2,-0.11,-0.86,1.2,898172.0,6.0,uptrend7,6/8
SH600023,sh600023,浙能电力,电力,电力,2026-09-03,4.93,-0.6,0.41,0.82,1.02,549525.0,5.0,uptrend7,5/8
SH600026,sh600026,中远海能,港口航运,港口航运,2026-09-03,20.33,16.4,8.77,6.61,5.78,1157180.0,6.0,uptrend7,6/8
SH600038,sh600038,中直股份,航空航天装备,航空航天装备,2026-09-03,27.93,5.7,0.87,0.54,1.49,73602.0,7.0,uptrend7,7/8
SH600031,sh600031,三一重工,专用设备,专用设备,2026-09-03,19.94,0.9,1.58,-1.38,-0.35,477349.0,7.0,uptrend7,7/8
SH600052,sh600052,东望时代,水务,水务,2026-09-03,3.95,3.7,-0.75,-1.74,0.0,111001.0,6.0,uptrend7,6/8
SH600035,sh600035,楚天高速,公路铁路,公路铁路,2026-09-03,3.74,7.8,-0.8,0.0,2.19,192304.0,7.0,uptrend7,7/8
SH600036,sh600036,招商银行,银行,银行,2026-09-03,41.07,5.4,0.49,0.51,2.37,768716.0,8.0,uptrend7,8/8
SH600025,sh600025,华能水电,电力,电力,2026-09-03,9.82,0.7,-0.81,1.13,2.83,323513.0,7.0,uptrend7,7/8
SH600030,sh600030,中信证券,非银行金融,非银行金融,2026-09-03,27.86,-0.2,1.42,-0.57,0.22,1181153.0,5.0,uptrend7,5/8
SH600055,sh600055,万东医疗,医疗器械,医疗器械,2026-09-03,11.03,-4.2,0.18,-1.78,-0.18,46769.0,5.0,uptrend7,5/8
SH600054,sh600054,黄山旅游,休闲服务,休闲服务,2026-09-03,11.49,3.0,-2.05,-0.52,0.97,170700.0,6.0,uptrend7,6/8
SH600027,sh600027,华电国际,电力,电力,2026-09-03,4.79,2.1,2.57,2.79,4.36,1739442.0,8.0,uptrend7,8/8
SH600033,sh600033,福建高速,公路铁路,公路铁路,2026-09-03,3.57,-0.6,0.56,-0.56,1.42,267112.0,6.0,uptrend7,6/8
SH600075,sh600075,新疆天业,化学原料,化学原料,2026-09-03,4.85,5.7,0.41,-2.22,0.0,239880.0,7.0,uptrend7,7/8
SH600073,sh600073,光明肉业,食品,食品,2026-09-03,5.64,9.9,-0.18,-2.76,-1.23,102861.0,6.0,uptrend7,6/8
SH600060,sh600060,海信视像,视听器材,视听器材,2026-09-03,28.64,12.5,1.24,0.46,2.29,94149.0,7.0,uptrend7,7/8
SH600081,sh600081,东风科技,汽车,汽车,2026-09-03,10.47,6.2,0.0,0.48,0.58,22101.0,6.0,uptrend7,6/8
SH600039,sh600039,四川路桥,建筑施工,建筑施工,2026-09-03,9.27,8.5,-2.63,-3.03,2.32,342235.0,7.0,uptrend7,7/8
SH600076,sh600076,康欣新材,林业,林业,2026-09-03,3.21,4.9,-1.23,-2.13,-0.93,121642.0,5.0,uptrend7,5/8
SH600071,sh600071,凤凰光学,光电子器件,光电子器件,2026-09-03,16.58,5.3,-1.89,-1.37,2.16,21568.0,8.0,uptrend7,8/8
SH600096,sh600096,云天化,化肥农药,化肥农药,2026-09-03,30.92,3.0,0.03,-3.25,-1.65,254982.0,5.0,uptrend7,5/8
SH600079,sh600079,ST人福,化学制药,化学制药,2026-09-03,18.89,6.1,0.0,0.16,1.5,62749.0,7.0,uptrend7,7/8
SH600088,sh600088,中视传媒,影视动漫,影视动漫,2026-09-03,12.38,5.0,3.34,-0.08,3.86,237283.0,7.0,uptrend7,7/8
SH600108,sh600108,亚盛集团,农业,农业,2026-09-03,3.96,24.1,10.0,1.02,7.03,1882434.0,8.0,uptrend7,8/8
SH600103,sh600103,青山纸业,造纸印刷,造纸印刷,2026-09-03,3.69,23.4,-6.11,-11.93,-3.15,4532655.0,6.0,uptrend7,6/8
SH600110,sh600110,诺德股份,金属非金属新材料,金属非金属新材料,2026-09-03,11.41,20.0,-2.06,-4.2,-5.15,1501663.0,5.0,uptrend7,5/8
SH600106,sh600106,重庆路桥,公路铁路,公路铁路,2026-09-03,4.57,0.9,-1.08,1.33,3.86,148787.0,7.0,uptrend7,7/8
SH600104,sh600104,上汽集团,汽车,汽车,2026-09-03,10.34,-1.6,-0.19,-1.43,-0.58,250048.0,6.0,uptrend7,6/8
SH600097,sh600097,开创国际,渔业,渔业,2026-09-03,9.13,9.5,-1.08,-2.56,-1.08,35177.0,6.0,uptrend7,6/8
SH600121,sh600121,郑州煤电,煤炭,煤炭,2026-09-03,5.69,33.6,7.36,5.37,15.89,3508444.0,8.0,uptrend7,8/8
SH600095,sh600095,湘财股份,非银行金融,非银行金融,2026-09-03,9.46,15.1,-1.46,-3.76,-0.63,701965.0,6.0,uptrend7,6/8
SH600119,sh600119,*ST长投,物流,物流,2026-09-03,5.03,11.0,1.82,-0.2,1.21,29011.0,6.0,uptrend7,6/8
SH600127,sh600127,金健米业,农业,农业,2026-09-03,12.67,105.3,2.18,-4.31,5.23,2773052.0,6.0,uptrend7,6/8
SH600135,sh600135,乐凯胶片,化学制品,化学制品,2026-09-03,7.54,2.0,-1.05,-0.79,-0.26,41769.0,5.0,uptrend7,5/8
SH600107,sh600107,*ST尔雅,服装家纺,服装家纺,2026-09-03,6.34,22.9,0.16,3.43,3.76,13700.0,8.0,uptrend7,8/8
SH600150,sh600150,中国船舶,船舶与海洋装备,船舶与海洋装备,2026-09-03,34.32,-1.7,1.15,-0.32,0.7,1007900.0,5.0,uptrend7,5/8
SH600149,sh600149,廊坊发展,电力,电力,2026-09-03,5.11,6.0,-1.16,-1.54,0.0,85837.0,6.0,uptrend7,6/8
SH600128,sh600128,苏豪弘业,贸易,贸易,2026-09-03,8.39,3.6,-3.01,-4.55,-2.78,54291.0,5.0,uptrend7,5/8
SH600136,sh600136,ST明诚,房地产服务,房地产服务,2026-09-03,1.47,1.4,0.0,-0.68,0.68,74186.0,7.0,uptrend7,7/8
SH600138,sh600138,中青旅,休闲服务,休闲服务,2026-09-03,7.26,2.7,-1.22,-0.95,0.69,168287.0,8.0,uptrend7,8/8
SH600130,sh600130,波导股份,通信设备,通信设备,2026-09-03,4.63,7.9,-2.53,-6.09,3.35,334658.0,6.0,uptrend7,6/8
SH600158,sh600158,中体产业,体育,体育,2026-09-03,7.29,3.0,-0.55,-0.55,1.25,517481.0,8.0,uptrend7,8/8
