sector,code6,prefixed,m
IT服务Ⅱ,600734,sh600734,43.36
IT服务Ⅱ,688066,sh688066,33.12
IT服务Ⅱ,300290,sz300290,26.96
IT服务Ⅱ,301085,sz301085,22.44
IT服务Ⅱ,600589,sh600589,15.85
IT服务Ⅱ,688207,sh688207,12.59
IT服务Ⅱ,300020,sz300020,12.53
IT服务Ⅱ,301172,sz301172,9.8
IT服务Ⅱ,300079,sz300079,7.99
IT服务Ⅱ,300440,sz300440,5.85
IT服务Ⅱ,002401,sz002401,5.32
IT服务Ⅱ,688039,sh688039,5.32
IT服务Ⅱ,300399,sz300399,4.03
IT服务Ⅱ,300523,sz300523,3.87
IT服务Ⅱ,300300,sz300300,3.33
IT服务Ⅱ,300212,sz300212,3.3
IT服务Ⅱ,000815,sz000815,1.06
IT服务Ⅱ,600571,sh600571,0.65
IT服务Ⅱ,600271,sh600271,0.45
IT服务Ⅱ,002771,sz002771,0.4
IT服务Ⅱ,603859,sh603859,-0.01
IT服务Ⅱ,600666,sh600666,-0.28
IT服务Ⅱ,300448,sz300448,-0.81
IT服务Ⅱ,300419,sz300419,-1.09
IT服务Ⅱ,688562,sh688562,-1.22
IT服务Ⅱ,300532,sz300532,-1.35
IT服务Ⅱ,688158,sh688158,-1.57
IT服务Ⅱ,688509,sh688509,-1.65
IT服务Ⅱ,301556,sz301556,-1.78
IT服务Ⅱ,301185,sz301185,-1.98
IT服务Ⅱ,301638,sz301638,-2.25
IT服务Ⅱ,002642,sz002642,-2.35
IT服务Ⅱ,600797,sh600797,-2.59
IT服务Ⅱ,688051,sh688051,-2.72
IT服务Ⅱ,300339,sz300339,-2.75
IT服务Ⅱ,002609,sz002609,-2.8
IT服务Ⅱ,688568,sh688568,-2.85
IT服务Ⅱ,600845,sh600845,-2.94
IT服务Ⅱ,300277,sz300277,-2.97
IT服务Ⅱ,002777,sz002777,-3.01
IT服务Ⅱ,300150,sz300150,-3.03
IT服务Ⅱ,000409,sz000409,-3.05
IT服务Ⅱ,300078,sz300078,-3.11
IT服务Ⅱ,300846,sz300846,-3.27
IT服务Ⅱ,002331,sz002331,-3.33
IT服务Ⅱ,300678,sz300678,-3.74
IT服务Ⅱ,300287,sz300287,-4.25
IT服务Ⅱ,301218,sz301218,-4.3
IT服务Ⅱ,688088,sh688088,-4.35
IT服务Ⅱ,000034,sz000034,-4.46
IT服务Ⅱ,600850,sh600850,-4.61
IT服务Ⅱ,600728,sh600728,-4.67
IT服务Ⅱ,600718,sh600718,-4.7
IT服务Ⅱ,002474,sz002474,-4.73
IT服务Ⅱ,603636,sh603636,-4.79
IT服务Ⅱ,002195,sz002195,-5.05
IT服务Ⅱ,002065,sz002065,-5.18
IT服务Ⅱ,300166,sz300166,-5.21
IT服务Ⅱ,300288,sz300288,-5.33
IT服务Ⅱ,000555,sz000555,-5.53
IT服务Ⅱ,688258,sh688258,-5.74
IT服务Ⅱ,002232,sz002232,-5.79
IT服务Ⅱ,002373,sz002373,-5.84
IT服务Ⅱ,301178,sz301178,-5.89
IT服务Ⅱ,002908,sz002908,-5.97
IT服务Ⅱ,688787,sh688787,-6.06
IT服务Ⅱ,301248,sz301248,-6.22
IT服务Ⅱ,300682,sz300682,-6.31
IT服务Ⅱ,300271,sz300271,-6.36
IT服务Ⅱ,300096,sz300096,-6.36
IT服务Ⅱ,688251,sh688251,-6.4
IT服务Ⅱ,300168,sz300168,-6.43
IT服务Ⅱ,300541,sz300541,-6.44
IT服务Ⅱ,603918,sh603918,-6.63
IT服务Ⅱ,600756,sh600756,-6.7
IT服务Ⅱ,300536,sz300536,-6.83
IT服务Ⅱ,002657,sz002657,-7.0
IT服务Ⅱ,002421,sz002421,-7.07
IT服务Ⅱ,300264,sz300264,-7.09
IT服务Ⅱ,300231,sz300231,-7.12
IT服务Ⅱ,603869,sh603869,-7.45
IT服务Ⅱ,300245,sz300245,-7.57
IT服务Ⅱ,300687,sz300687,-7.63
IT服务Ⅱ,688327,sh688327,-7.71
IT服务Ⅱ,600410,sh600410,-7.73
IT服务Ⅱ,300895,sz300895,-7.89
IT服务Ⅱ,688343,sh688343,-7.97
IT服务Ⅱ,002368,sz002368,-8.03
IT服务Ⅱ,300250,sz300250,-8.35
IT服务Ⅱ,300044,sz300044,-8.39
IT服务Ⅱ,301208,sz301208,-8.5
IT服务Ⅱ,002649,sz002649,-8.74
IT服务Ⅱ,688316,sh688316,-8.77
IT服务Ⅱ,603887,sh603887,-8.93
IT服务Ⅱ,300017,sz300017,-9.26
IT服务Ⅱ,300634,sz300634,-9.4
IT服务Ⅱ,301236,sz301236,-9.46
IT服务Ⅱ,000158,sz000158,-9.53
IT服务Ⅱ,300872,sz300872,-9.93
IT服务Ⅱ,002229,sz002229,-10.05
IT服务Ⅱ,688227,sh688227,-10.06
IT服务Ⅱ,002380,sz002380,-10.27
IT服务Ⅱ,000938,sz000938,-10.85
IT服务Ⅱ,300496,sz300496,-10.9
IT服务Ⅱ,300609,sz300609,-11.07
IT服务Ⅱ,300674,sz300674,-11.17
IT服务Ⅱ,300167,sz300167,-12.29
IT服务Ⅱ,300052,sz300052,-12.35
IT服务Ⅱ,300170,sz300170,-12.45
IT服务Ⅱ,688228,sh688228,-12.63
IT服务Ⅱ,688004,sh688004,-12.66
IT服务Ⅱ,688500,sh688500,-13.09
IT服务Ⅱ,688365,sh688365,-13.74
IT服务Ⅱ,603171,sh603171,-14.61
IT服务Ⅱ,688229,sh688229,-14.66
IT服务Ⅱ,603138,sh603138,-17.28
IT服务Ⅱ,600936,sh600936,-18.6
IT服务Ⅱ,605398,sh605398,-28.66
IT服务Ⅱ,003005,sz003005,-30.96
一般零售,000759,sz000759,64.18
一般零售,600865,sh600865,64.08
一般零售,600778,sh600778,36.61
一般零售,601086,sh601086,24.06
一般零售,600814,sh600814,18.89
一般零售,600857,sh600857,18.6
一般零售,605188,sh605188,13.93
一般零售,000061,sz000061,13.69
一般零售,600712,sh600712,12.95
一般零售,000679,sz000679,10.82
一般零售,603101,sh603101,9.75
一般零售,000564,sz000564,9.36
一般零售,600858,sh600858,9.31
一般零售,002818,sz002818,9.28
一般零售,600824,sh600824,7.34
一般零售,600697,sh600697,7.14
一般零售,601828,sh601828,6.33
一般零售,000417,sz000417,6.3
一般零售,000419,sz000419,5.98
一般零售,002187,sz002187,5.86
一般零售,600655,sh600655,5.49
一般零售,600738,sh600738,5.22
一般零售,002356,sz002356,4.96
一般零售,600280,sh600280,4.62
一般零售,600628,sh600628,4.47
一般零售,600790,sh600790,4.37
一般零售,603708,sh603708,4.03
