ticker,prefixed,name,sector,industry,date,close,chg20,chg1,chg2,chg3,volume,score,passed,uptrend
SZ300862,sz300862,蓝盾光电,通用设备,通用设备,2026-09-08,49.8,178.5,-1.17,7.21,8.73,1170423915,1.0,uptrend,6/8
SH600127,sh600127,金健米业,农业,农业,2026-09-08,14.79,140.5,9.31,20.24,16.73,2032363848,1.0,uptrend,8/8
SH600371,sh600371,万向德农,农业,农业,2026-09-08,15.83,118.0,5.04,15.55,21.02,501210125,1.0,uptrend,8/8
SZ002084,sz002084,海鸥住工,金属制品,金属制品,2026-09-08,6.8,93.2,-6.21,-4.23,-1.59,359767643,1.0,uptrend,7/8
SH600613,sh600613,神奇制药,中药生产,中药生产,2026-09-08,9.91,91.7,5.31,9.87,9.02,999882147,1.0,uptrend,7/8
SH605577,sh605577,龙版传媒,平面媒体,平面媒体,2026-09-08,18.67,91.7,9.12,20.06,32.04,223492257,1.0,uptrend,8/8
SZ300313,sz300313,天山生物,畜牧业,畜牧业,2026-09-08,15.9,90.2,0.95,10.49,17.69,523003534,1.0,uptrend,7/8
SZ002855,sz002855,捷荣技术,电子元件,电子元件,2026-09-08,18.5,83.7,-3.39,3.06,8.12,257061153,1.0,uptrend,8/8
SH601086,sh601086,国芳集团,零售,零售,2026-09-08,14.95,82.5,7.4,18.18,22.44,327529605,1.0,uptrend,8/8
SZ003040,sz003040,楚天龙,通信设备,通信设备,2026-09-08,22.25,76.6,-3.05,5.35,15.89,1242925131,1.0,uptrend,8/8
SH600354,sh600354,敦煌种业,农业,农业,2026-09-08,10.48,73.5,9.97,21.02,33.16,764437652,1.0,uptrend,8/8
SZ300684,sz300684,中石科技,化学新材料,化学新材料,2026-09-08,88.23,72.9,-15.46,-0.75,-1.49,2345435640,1.0,uptrend,7/8
SZ002909,sz002909,集泰股份,化学制品,化学制品,2026-09-08,8.72,69.3,9.96,20.94,8.86,230306654,1.0,uptrend,8/8
SZ301282,sz301282,金禄电子,电子器件,电子器件,2026-09-08,40.3,69.3,-1.54,1.46,-0.74,832037533,1.0,uptrend,7/8
SH603269,sh603269,海鸥股份,通用设备,通用设备,2026-09-08,26.91,68.6,0.04,-1.82,-4.03,909487889,1.0,uptrend,8/8
SH600108,sh600108,亚盛集团,农业,农业,2026-09-08,5.28,67.1,10.0,21.1,33.33,575287014,1.0,uptrend,7/8
SH600540,sh600540,新赛股份,农业,农业,2026-09-08,6.55,65.8,-2.53,7.2,8.09,380138299,1.0,uptrend,8/8
SH600722,sh600722,金牛化工,化学原料,化学原料,2026-09-08,19.77,63.0,10.02,14.94,14.08,2172030866,1.0,uptrend,8/8
SH688143,sh688143,长盈通,电子设备制造,电子设备制造,2026-09-08,168.0,61.0,-7.28,3.07,-4.35,291491811285,1.0,uptrend,6/8
SZ002528,sz002528,*ST英飞,计算机硬件,计算机硬件,2026-09-08,7.42,60.3,-0.93,8.96,2.77,196890895,1.0,uptrend,8/8
SZ300189,sz300189,神农种业,农业,农业,2026-09-08,7.68,60.3,-0.52,8.94,9.25,1958730900,1.0,uptrend,8/8
SZ300333,sz300333,兆日科技,计算机软件,计算机软件,2026-09-08,11.79,59.5,-1.91,-3.76,-1.09,598678970,1.0,uptrend,6/8
SH688205,sh688205,德科立,通信设备,通信设备,2026-09-08,212.0,56.9,-0.95,9.28,16.23,241411247194,1.0,uptrend,7/8
SZ301591,sz301591,肯特股份,化学制品,化学制品,2026-09-08,46.22,56.9,-5.38,-0.67,-0.75,649029550,1.0,uptrend,7/8
SZ300864,sz300864,南大环境,环保,环保,2026-09-08,29.67,56.8,1.51,2.49,15.76,145862872,1.0,uptrend,8/8
SH688655,sh688655,迅捷兴,电子器件,电子器件,2026-09-08,54.86,56.1,8.59,30.31,19.83,52804517254,1.0,uptrend,8/8
SZ002980,sz002980,华盛昌,通用设备,通用设备,2026-09-08,129.91,54.5,10.0,21.0,21.8,1186658974,1.0,uptrend,8/8
SH600865,sh600865,百大集团,零售,零售,2026-09-08,13.74,54.0,10.01,21.06,33.14,120072011,1.0,uptrend,8/8
SZ002708,sz002708,光洋股份,汽车,汽车,2026-09-08,16.25,52.4,-3.27,6.42,4.3,501384052,1.0,uptrend,8/8
SZ000017,sz000017,深中华A,珠宝首饰,珠宝首饰,2026-09-08,9.4,52.1,4.56,-1.26,-11.15,542265276,1.0,uptrend,7/8
SH688209,sh688209,英集芯,电子元件,电子元件,2026-09-08,33.29,52.0,-0.95,-3.51,0.0,59104861820,1.0,uptrend,8/8
SZ002856,sz002856,*ST美芝,装修装饰,装修装饰,2026-09-08,22.35,51.6,3.0,9.83,20.81,104212166,1.0,uptrend,8/8
SZ301046,sz301046,能辉科技,电力,电力,2026-09-08,30.42,50.7,-3.12,11.02,11.92,141876572,1.0,uptrend,8/8
SH688485,sh688485,九州一轨,专用设备,专用设备,2026-09-08,97.0,50.4,-4.39,1.6,-2.83,78926945279,1.0,uptrend,7/8
SH600479,sh600479,千金药业,中药生产,中药生产,2026-09-08,14.81,49.6,6.85,12.62,3.86,736460688,1.0,uptrend,8/8
SH600714,sh600714,金瑞矿业,化学原料,化学原料,2026-09-08,22.6,49.5,-1.78,5.21,7.77,638030106,1.0,uptrend,7/8
SZ002172,sz002172,澳洋健康,医疗服务,医疗服务,2026-09-08,5.09,49.3,9.94,20.9,14.64,700899490,1.0,uptrend,7/8
SH601579,sh601579,会稽山,饮料,饮料,2026-09-08,23.0,49.1,-2.95,-4.45,5.12,528127358,1.0,uptrend,8/8
SH603618,sh603618,杭电股份,输变电设备,输变电设备,2026-09-08,40.11,48.0,8.52,10.01,2.19,3456917276,1.0,uptrend,7/8
SH688167,sh688167,炬光科技,半导体,半导体,2026-09-08,302.13,47.7,-4.45,0.88,6.32,308417874305,1.0,uptrend,6/8
SZ002536,sz002536,飞龙股份,汽车,汽车,2026-09-08,58.59,47.5,2.13,0.57,-7.04,3123383655,1.0,uptrend,7/8
SH601118,sh601118,海南橡胶,农业,农业,2026-09-08,7.87,46.6,9.31,11.95,15.91,1026059702,1.0,uptrend,8/8
SZ300647,sz300647,超频三,金属非金属新材料,金属非金属新材料,2026-09-08,8.24,46.6,7.15,1.85,0.37,378134540,1.0,uptrend,8/8
SH603083,sh603083,XD剑桥科,通信设备,通信设备,2026-09-08,222.3,46.0,7.33,18.07,19.37,4979955828,1.0,uptrend,6/8
SZ300741,sz300741,华宝股份,食品,食品,2026-09-08,19.34,44.1,4.65,14.57,22.41,82768088,1.0,uptrend,8/8
SH600869,sh600869,远东股份,输变电设备,输变电设备,2026-09-08,22.66,43.6,8.52,6.89,7.65,4103582764,1.0,uptrend,6/8
SZ002418,sz002418,康盛股份,专用设备,专用设备,2026-09-08,5.51,43.5,3.38,5.76,-2.48,1022388209,1.0,uptrend,7/8
SZ300570,sz300570,太辰光,通信设备,通信设备,2026-09-08,201.55,43.5,-2.21,11.97,6.87,4112707801,1.0,uptrend,6/8
SZ300927,sz300927,江天化学,化学原料,化学原料,2026-09-08,32.18,43.3,6.27,7.99,2.06,533143365,1.0,uptrend,7/8
SZ002581,sz002581,*ST未名,生物医药,生物医药,2026-09-08,5.48,43.1,-6.64,-2.66,-2.84,88475560,1.0,uptrend,5/8
SZ002988,sz002988,豪美新材,基本金属,基本金属,2026-09-08,30.17,42.4,4.87,15.37,23.9,229798860,1.0,uptrend,7/8
SZ301122,sz301122,采纳股份,医疗器械,医疗器械,2026-09-08,45.6,42.0,-2.15,0.44,2.47,228913858,1.0,uptrend,8/8
SZ000911,sz000911,*ST广糖,食品,食品,2026-09-08,6.66,41.7,10.08,14.43,18.51,72469101,1.0,uptrend,8/8
SZ002811,sz002811,郑中设计,专业服务,专业服务,2026-09-08,14.66,41.0,1.95,-1.74,-6.51,212113417,1.0,uptrend,7/8
SH601886,sh601886,江河集团,装修装饰,装修装饰,2026-09-08,13.41,40.7,-2.47,-0.37,0.0,388033844,1.0,uptrend,7/8
SZ002081,sz002081,金 螳 螂,装修装饰,装修装饰,2026-09-08,5.56,40.1,4.32,7.34,11.87,2108886473,1.0,uptrend,6/8
SZ002403,sz002403,爱仕达,小家电,小家电,2026-09-08,13.65,40.0,9.99,21.01,33.17,94808897,1.0,uptrend,8/8
SZ001210,sz001210,金房能源,电力,电力,2026-09-08,30.45,39.8,7.64,8.21,3.5,279489607,1.0,uptrend,8/8
SZ300911,sz300911,亿田智能,其他家电,其他家电,2026-09-08,29.61,39.6,6.21,-4.91,-8.95,521770284,1.0,uptrend,6/8
SH688112,sh688112,鼎阳科技,通用设备,通用设备,2026-09-08,69.82,39.3,0.36,8.06,5.5,26338576325,1.0,uptrend,6/8
SH600313,sh600313,农发种业,农业,农业,2026-09-08,7.96,39.2,2.05,8.89,10.71,897705551,1.0,uptrend,8/8
SZ301628,sz301628,强达电路,电子元件,电子元件,2026-09-08,117.44,39.0,5.32,9.76,5.94,293237293,1.0,uptrend,8/8
SZ002059,sz002059,云南旅游,休闲服务,休闲服务,2026-09-08,6.28,38.9,3.46,10.76,8.65,238488583,1.0,uptrend,8/8
SZ002357,sz002357,富临运业,公路铁路,公路铁路,2026-09-08,12.6,38.8,10.04,11.5,12.2,131236825,1.0,uptrend,7/8
SH603395,sh603395,红四方,化学制品,化学制品,2026-09-08,30.97,38.6,4.03,14.45,9.28,466080228,1.0,uptrend,8/8
SZ000798,sz000798,中水渔业,渔业,渔业,2026-09-08,11.52,38.6,3.32,13.61,24.95,247134667,1.0,uptrend,8/8
SH600737,sh600737,中粮糖业,农业,农业,2026-09-08,18.16,38.4,9.99,16.34,17.09,1431893768,1.0,uptrend,8/8
SH688195,sh688195,腾景科技,光电子器件,光电子器件,2026-09-08,202.5,38.3,-0.74,4.84,0.1,241474105711,1.0,uptrend,7/8
SZ002041,sz002041,登海种业,农业,农业,2026-09-08,12.02,37.8,3.8,9.47,15.24,725014352,1.0,uptrend,8/8
SZ300943,sz300943,春晖智控,通用设备,通用设备,2026-09-08,38.32,37.8,2.32,7.94,12.34,461866554,1.0,uptrend,7/8
SZ002702,sz002702,海欣食品,食品,食品,2026-09-08,6.79,36.9,10.05,21.03,33.14,164411383,1.0,uptrend,8/8
SZ300865,sz300865,大宏立,专用设备,专用设备,2026-09-08,32.92,36.9,-4.8,-0.12,-2.6,158602918,1.0,uptrend,8/8
SZ301056,sz301056,森赫股份,通用设备,通用设备,2026-09-08,15.17,36.9,2.57,2.5,8.51,66163870,1.0,uptrend,8/8
SZ000628,sz000628,高新发展,建筑施工,建筑施工,2026-09-08,53.2,36.8,-0.34,-0.37,-1.5,667181353,1.0,uptrend,8/8
SZ002412,sz002412,汉森制药,中药生产,中药生产,2026-09-08,9.88,36.7,1.44,2.07,-0.8,812049472,1.0,uptrend,6/8
SH603828,sh603828,*ST利达,装修装饰,装修装饰,2026-09-08,5.69,36.5,6.36,10.27,11.35,18091446,1.0,uptrend,6/8
SH605580,sh605580,恒盛能源,电力,电力,2026-09-08,25.05,36.5,2.62,11.48,22.61,165403873,1.0,uptrend,6/8
SZ001366,sz001366,播恩集团,畜牧业,畜牧业,2026-09-08,16.38,36.5,3.67,14.07,25.52,133011868,1.0,uptrend,8/8
SZ300642,sz300642,透景生命,生物医药,生物医药,2026-09-08,18.47,36.5,6.33,6.64,0.76,344826771,1.0,uptrend,7/8
SH688601,sh688601,力芯微,电子器件,电子器件,2026-09-08,60.36,36.1,-1.84,-0.25,-2.16,30083834181,1.0,uptrend,6/8
SZ003018,sz003018,金富科技,造纸印刷,造纸印刷,2026-09-08,52.37,35.7,-4.8,-5.64,-7.19,931427370,1.0,uptrend,7/8
SH600785,sh600785,新华百货,零售,零售,2026-09-08,12.2,35.6,-2.71,7.02,0.16,498945713,1.0,uptrend,8/8
SZ002789,sz002789,*ST建艺,装修装饰,装修装饰,2026-09-08,13.6,35.6,5.43,6.25,15.55,31702772,1.0,uptrend,7/8
SH600391,sh600391,航发科技,航空航天装备,航空航天装备,2026-09-08,41.19,35.4,8.51,8.65,13.16,354878405,1.0,uptrend,8/8
SZ300192,sz300192,科德教育,化学制品,化学制品,2026-09-08,18.34,35.3,-0.86,-1.71,-3.58,464932367,1.0,uptrend,7/8
SH603991,sh603991,领先股份,半导体,半导体,2026-09-08,177.42,35.0,6.01,11.17,20.42,417137932,1.0,uptrend,8/8
SZ000505,sz000505,京粮控股,农业,农业,2026-09-08,7.72,35.0,5.03,9.35,14.71,509912548,1.0,uptrend,8/8
SZ003005,sz003005,竞业达,计算机软件,计算机软件,2026-09-08,18.72,34.9,-2.4,1.3,-8.82,255088473,1.0,uptrend,7/8
SH603221,sh603221,爱丽家居,家具,家具,2026-09-08,27.51,34.5,-2.31,-0.25,-8.39,533839845,1.0,uptrend,5/8
SH601949,sh601949,中国出版,平面媒体,平面媒体,2026-09-08,7.05,34.3,9.98,20.93,33.02,133111263,1.0,uptrend,8/8
SZ300154,sz300154,瑞凌股份,通用设备,通用设备,2026-09-08,12.53,34.3,0.8,0.97,-2.72,203837453,1.0,uptrend,6/8
SH688203,sh688203,海正生材,合成纤维及树脂,合成纤维及树脂,2026-09-08,15.56,33.9,-0.95,11.3,12.1,10340204709,1.0,uptrend,7/8
SH600172,sh600172,黄河旋风,金属非金属新材料,金属非金属新材料,2026-09-08,16.5,33.7,3.84,4.5,3.64,3041865915,1.0,uptrend,7/8
SH601999,sh601999,出版传媒,平面媒体,平面媒体,2026-09-08,8.02,33.4,10.01,12.17,19.17,154809428,1.0,uptrend,8/8
SZ002724,sz002724,海洋王,照明设备,照明设备,2026-09-08,7.25,33.3,5.69,5.69,5.38,229994775,1.0,uptrend,7/8
SZ000626,sz000626,远大控股,贸易,贸易,2026-09-08,10.42,33.1,5.68,10.03,15.78,193245598,1.0,uptrend,8/8
SZ300382,sz300382,斯莱克,专用设备,专用设备,2026-09-08,18.78,33.0,-0.32,7.87,2.01,484203690,1.0,uptrend,7/8
SZ301419,sz301419,阿莱德,通信设备,通信设备,2026-09-08,41.34,32.8,1.35,15.8,7.13,404827330,1.0,uptrend,6/8
SZ002815,sz002815,崇达技术,电子元件,电子元件,2026-09-08,17.08,32.7,6.68,17.39,16.27,732900023,1.0,uptrend,7/8
SZ001268,sz001268,联合精密,通用设备,通用设备,2026-09-08,25.65,32.6,-1.42,3.59,1.38,139480259,1.0,uptrend,6/8
SZ000059,sz000059,华锦股份,石油天然气,石油天然气,2026-09-08,6.15,32.5,10.02,6.96,5.31,387636917,1.0,uptrend,8/8
SZ000892,sz000892,欢瑞世纪,影视动漫,影视动漫,2026-09-08,5.58,32.5,-4.78,-0.18,9.84,445205163,1.0,uptrend,7/8
SZ301227,sz301227,森鹰窗业,其他轻工,其他轻工,2026-09-08,34.35,32.3,-2.33,1.36,1.12,86231997,1.0,uptrend,7/8
SZ000610,sz000610,*ST西旅,休闲服务,休闲服务,2026-09-08,8.11,32.1,0.0,2.4,10.79,59580558,1.0,uptrend,7/8
SH603150,sh603150,万朗磁塑,化学制品,化学制品,2026-09-08,69.89,31.9,0.58,5.08,12.45,147397869,1.0,uptrend,7/8
SZ300757,sz300757,罗博特科,专用设备,专用设备,2026-09-08,643.8,31.7,1.88,12.16,10.01,3677188747,1.0,uptrend,8/8
SZ301251,sz301251,威尔高,电子元件,电子元件,2026-09-08,56.1,31.7,0.83,4.51,1.17,437763122,1.0,uptrend,6/8
SH603922,sh603922,ST金鸿顺,汽车,汽车,2026-09-08,14.4,31.6,1.77,1.91,2.42,22728420,1.0,uptrend,5/8
SZ301529,sz301529,福赛科技,汽车,汽车,2026-09-08,126.55,31.6,0.68,18.27,9.32,437223094,1.0,uptrend,7/8
SH601609,sh601609,金田股份,基本金属,基本金属,2026-09-08,13.39,31.5,0.6,0.37,-3.04,953198408,1.0,uptrend,7/8
SZ000735,sz000735,罗 牛 山,畜牧业,畜牧业,2026-09-08,6.81,31.5,1.04,11.09,22.26,516083485,1.0,uptrend,7/8
SZ002631,sz002631,德尔未来,家具,家具,2026-09-08,10.99,31.1,-1.87,-0.18,-1.35,397215644,1.0,uptrend,7/8
SH603626,sh603626,科森科技,金属制品,金属制品,2026-09-08,21.69,31.0,9.99,20.97,9.93,930740985,1.0,uptrend,7/8
SH688028,sh688028,沃尔德,通用设备,通用设备,2026-09-08,112.89,30.9,9.5,15.76,11.1,70893843196,1.0,uptrend,5/8
SZ000731,sz000731,四川美丰,化肥农药,化肥农药,2026-09-08,7.58,30.9,1.61,1.34,2.57,120283544,1.0,uptrend,8/8
SZ000978,sz000978,桂林旅游,休闲服务,休闲服务,2026-09-08,8.01,30.7,10.03,21.0,24.19,97238046,1.0,uptrend,8/8
SZ002443,sz002443,金洲管道,钢铁,钢铁,2026-09-08,11.42,30.5,-1.13,6.33,2.24,281978775,1.0,uptrend,8/8
SH603999,sh603999,读者传媒,平面媒体,平面媒体,2026-09-08,7.29,30.4,9.95,20.9,23.35,48241952,1.0,uptrend,8/8
SH603186,sh603186,华正新材,电子元件,电子元件,2026-09-08,192.78,30.3,3.6,13.96,6.89,3964083157,1.0,uptrend,6/8
SH603580,sh603580,艾艾精工,化学制品,化学制品,2026-09-08,73.99,30.3,10.01,7.83,7.87,825067767,1.0,uptrend,6/8
SH600508,sh600508,上海能源,煤炭,煤炭,2026-09-08,11.49,30.0,1.06,2.41,5.61,529237828,1.0,uptrend,7/8
SH600359,sh600359,新农开发,农业,农业,2026-09-08,7.96,29.9,1.02,6.7,11.17,217491031,1.0,uptrend,8/8
SH688152,sh688152,麒麟信安,计算机软件,计算机软件,2026-09-08,37.05,29.8,1.53,1.9,2.49,20021408561,1.0,uptrend,6/8
SZ301151,sz301151,冠龙节能,通用设备,通用设备,2026-09-08,22.58,29.8,3.63,2.03,0.53,120875084,1.0,uptrend,8/8
SH688135,sh688135,利扬芯片,半导体,半导体,2026-09-08,32.15,29.6,9.02,17.55,15.98,30720569379,1.0,uptrend,5/8
SH600330,sh600330,天通股份,电子元件,电子元件,2026-09-08,30.08,29.4,4.12,14.55,9.62,3458861780,1.0,uptrend,6/8
SZ002949,sz002949,华阳国际,专业服务,专业服务,2026-09-08,13.72,29.3,-2.35,-2.49,7.27,164228130,1.0,uptrend,8/8
SZ300931,sz300931,通用电梯,专用设备,专用设备,2026-09-08,15.45,29.3,1.05,2.39,-0.45,118437431,1.0,uptrend,6/8
SZ300990,sz300990,同飞股份,通用设备,通用设备,2026-09-08,93.35,29.3,-4.35,-3.16,-12.93,817314554,1.0,uptrend,5/8
SH603958,sh603958,哈森股份,服装家纺,服装家纺,2026-09-08,18.96,29.2,-6.65,-8.45,-11.69,491243811,1.0,uptrend,6/8
SH603042,sh603042,华脉科技,通信设备,通信设备,2026-09-08,16.97,29.0,9.98,20.96,18.34,113780469,1.0,uptrend,8/8
SH603880,sh603880,南卫股份,医疗器械,医疗器械,2026-09-08,10.02,29.0,-2.05,3.62,1.52,142050923,1.0,uptrend,7/8
SZ002328,sz002328,新朋股份,汽车,汽车,2026-09-08,9.31,28.9,-2.62,-6.53,-7.82,554221878,1.0,uptrend,7/8
SH688807,sh688807,优迅股份,半导体,半导体,2026-09-08,333.01,28.8,-1.48,6.05,4.56,86585952078,1.0,uptrend,6/8
SH603976,sh603976,正川股份,医疗器械,医疗器械,2026-09-08,35.7,28.7,0.88,-0.34,3.63,174907560,1.0,uptrend,8/8
SH688808,sh688808,联讯仪器,通用设备,通用设备,2026-09-08,2653.0,28.7,-0.15,7.63,4.94,211257518865,1.0,uptrend,8/8
SZ300413,sz300413,芒果超媒,互联网服务,互联网服务,2026-09-08,20.62,28.7,-6.7,-2.96,2.33,1484816662,1.0,uptrend,6/8
SH688061,sh688061,灿瑞科技,半导体,半导体,2026-09-08,47.76,28.6,-6.17,-7.08,3.15,12503002474,1.0,uptrend,7/8
SH688185,sh688185,康希诺,生物医药,生物医药,2026-09-08,71.5,28.6,5.15,3.73,-3.29,72808179850,1.0,uptrend,7/8
SH688656,sh688656,浩欧博,生物医药,生物医药,2026-09-08,118.3,28.4,1.18,13.23,12.73,9174318674,1.0,uptrend,7/8
SZ000712,sz000712,锦龙股份,非银行金融,非银行金融,2026-09-08,11.85,28.4,-4.05,-4.05,-6.18,997011589,1.0,uptrend,7/8
SZ301086,sz301086,鸿富瀚,消费电子设备,消费电子设备,2026-09-08,148.29,28.3,-4.01,-5.81,-5.89,710354487,1.0,uptrend,6/8
SH600162,sh600162,香江控股,房地产开发,房地产开发,2026-09-08,5.5,28.2,10.0,17.27,15.55,1009992562,1.0,uptrend,7/8
SZ002886,sz002886,沃特股份,化学制品,化学制品,2026-09-08,25.0,28.2,-5.73,-0.44,-9.94,786544372,1.0,uptrend,7/8
SH601952,sh601952,苏垦农发,农业,农业,2026-09-08,10.59,28.1,9.97,13.63,15.11,336411168,1.0,uptrend,8/8
SH600857,sh600857,宁波中百,零售,零售,2026-09-08,22.97,28.0,0.48,10.54,19.64,186833002,1.0,uptrend,8/8
SZ002696,sz002696,百洋股份,畜牧业,畜牧业,2026-09-08,7.55,28.0,7.4,13.36,17.97,175665536,1.0,uptrend,8/8
SZ300808,sz300808,久量股份,照明设备,照明设备,2026-09-08,24.98,27.7,0.08,9.56,16.19,65825569,1.0,uptrend,7/8
SH600121,sh600121,郑州煤电,煤炭,煤炭,2026-09-08,5.18,27.6,4.86,1.17,-8.96,667701885,1.0,uptrend,7/8
SH603838,sh603838,*ST四通,陶瓷,陶瓷,2026-09-08,11.93,27.5,0.0,0.85,5.02,45027462,1.0,uptrend,6/8
SZ300553,sz300553,集智股份,通用设备,通用设备,2026-09-08,57.86,27.5,12.83,15.35,14.44,259164254,1.0,uptrend,5/8
SZ300907,sz300907,康平科技,通用设备,通用设备,2026-09-08,52.17,27.5,-1.77,3.25,-1.06,210402467,1.0,uptrend,6/8
SH605168,sh605168,三人行,营销服务,营销服务,2026-09-08,55.15,27.2,5.07,15.57,11.41,304124746,1.0,uptrend,7/8
SH688170,sh688170,德龙激光,电子设备制造,电子设备制造,2026-09-08,65.0,27.2,-1.49,5.01,23.39,32309700347,1.0,uptrend,6/8
SH605169,sh605169,洪通燃气,燃气,燃气,2026-09-08,13.03,27.1,1.8,3.25,4.41,70367017,1.0,uptrend,7/8
SZ301287,sz301287,康力源,文娱用品,文娱用品,2026-09-08,45.0,27.1,4.92,5.78,4.63,54445206,1.0,uptrend,7/8
SH603123,sh603123,翠微股份,非银行金融,非银行金融,2026-09-08,12.28,27.0,4.42,9.84,20.87,553001356,1.0,uptrend,8/8
SZ300816,sz300816,艾可蓝,专用设备,专用设备,2026-09-08,66.59,27.0,-1.54,4.05,3.16,286757388,1.0,uptrend,7/8
SH603330,sh603330,天洋新材,化学制品,化学制品,2026-09-08,10.19,26.9,-6.43,-3.32,-8.77,919845495,1.0,uptrend,5/8
SH688498,sh688498,源杰科技,电子设备制造,电子设备制造,2026-09-08,1715.0,26.9,0.76,16.98,13.73,565617904763,1.0,uptrend,5/8
SH600610,sh600610,中毅达,化学制品,化学制品,2026-09-08,8.93,26.8,2.88,4.44,-5.9,616420148,1.0,uptrend,6/8
SH601566,sh601566,九牧王,服装家纺,服装家纺,2026-09-08,10.87,26.8,1.68,3.43,1.78,196042959,1.0,uptrend,8/8
SZ002637,sz002637,赞宇科技,化学制品,化学制品,2026-09-08,13.55,26.8,6.03,9.45,11.07,297547571,1.0,uptrend,8/8
SH603353,sh603353,和顺石油,石油天然气,石油天然气,2026-09-08,37.96,26.7,10.0,11.88,0.74,204264628,1.0,uptrend,7/8
SH600828,sh600828,茂业商业,零售,零售,2026-09-08,5.04,26.6,-0.79,1.41,-1.18,176130144,1.0,uptrend,7/8
SZ002679,sz002679,福建金森,林业,林业,2026-09-08,11.47,26.6,2.69,7.4,4.08,129963012,1.0,uptrend,7/8
SZ300845,sz300845,捷安高科,计算机软件,计算机软件,2026-09-08,13.96,26.4,-0.43,3.25,1.31,93632754,1.0,uptrend,7/8
SZ301132,sz301132,满坤科技,电子元件,电子元件,2026-09-08,42.59,26.4,3.05,10.39,7.93,187061930,1.0,uptrend,7/8
SH603696,sh603696,安记食品,食品,食品,2026-09-08,17.7,26.3,6.37,16.99,28.73,362045632,1.0,uptrend,8/8
SH603375,sh603375,盛景微,电子设备制造,电子设备制造,2026-09-08,46.79,26.1,2.56,7.81,7.07,88839576,1.0,uptrend,7/8
SZ300852,sz300852,四会富仕,电子元件,电子元件,2026-09-08,55.52,26.1,4.81,14.88,12.39,385654652,1.0,uptrend,6/8
SH605177,sh605177,东亚药业,化学制药,化学制药,2026-09-08,22.06,25.8,10.02,0.41,-3.33,148073333,1.0,uptrend,7/8
SH688137,sh688137,近岸蛋白,生物医药,生物医药,2026-09-08,71.01,25.7,15.33,14.26,11.35,47289371012,1.0,uptrend,6/8
SH688686,sh688686,奥普特,通用设备,通用设备,2026-09-08,146.01,25.6,-4.05,2.3,-1.81,28119871241,1.0,uptrend,6/8
SZ002655,sz002655,共达电声,电子设备制造,电子设备制造,2026-09-08,39.1,25.6,0.64,3.69,1.16,1164696598,1.0,uptrend,6/8
SZ002999,sz002999,天禾股份,化肥农药,化肥农药,2026-09-08,7.37,25.6,10.0,12.18,11.67,134895960,1.0,uptrend,8/8
SZ301321,sz301321,翰博高新,光电子器件,光电子器件,2026-09-08,46.14,25.3,4.53,10.78,11.31,292641373,1.0,uptrend,7/8
SZ002491,sz002491,通鼎互联,通信设备,通信设备,2026-09-08,21.45,25.2,1.66,5.25,1.85,4565207301,1.0,uptrend,6/8
SZ300901,sz300901,中胤时尚,专业服务,专业服务,2026-09-08,20.29,25.2,-5.01,5.46,2.89,160681110,1.0,uptrend,7/8
SZ301081,sz301081,严牌股份,专用设备,专用设备,2026-09-08,15.65,25.2,-0.57,-1.7,-1.57,95724941,1.0,uptrend,7/8
SH600969,sh600969,郴电国际,电力,电力,2026-09-08,10.72,24.8,4.38,5.3,0.19,186922030,1.0,uptrend,8/8
SZ300839,sz300839,博汇股份,石油天然气,石油天然气,2026-09-08,13.49,24.8,2.27,6.72,5.8,210543321,1.0,uptrend,7/8
SZ002396,sz002396,星网锐捷,通信设备,通信设备,2026-09-08,37.33,24.6,-2.12,0.86,-5.85,3598388322,1.0,uptrend,7/8
SZ002165,sz002165,红 宝 丽,化学原料,化学原料,2026-09-08,8.44,24.5,3.94,8.62,4.46,1099230628,1.0,uptrend,5/8
SZ002881,sz002881,美格智能,通信设备,通信设备,2026-09-08,47.51,24.5,3.01,13.31,10.62,442137940,1.0,uptrend,8/8
SZ000019,sz000019,深粮控股,贸易,贸易,2026-09-08,7.69,24.4,4.2,7.85,10.01,231648497,1.0,uptrend,8/8
SH603668,sh603668,天马科技,畜牧业,畜牧业,2026-09-08,13.06,24.3,-0.46,9.47,16.19,119431881,1.0,uptrend,5/8
SH600251,sh600251,冠农股份,农业,农业,2026-09-08,11.86,24.2,5.14,9.51,11.57,331631195,1.0,uptrend,8/8
SH601869,sh601869,长飞光纤,通信设备,通信设备,2026-09-08,416.85,24.2,4.08,10.04,5.94,5447001150,1.0,uptrend,6/8
SZ301041,sz301041,金百泽,电子元件,电子元件,2026-09-08,30.32,24.2,-0.92,4.99,3.13,120541209,1.0,uptrend,6/8
SH600026,sh600026,中远海能,港口航运,港口航运,2026-09-08,20.23,24.1,2.43,-0.54,-0.49,1239197270,1.0,uptrend,7/8
SH603378,sh603378,*ST亚士,化学制品,化学制品,2026-09-08,6.75,24.1,-4.39,-7.41,0.0,71456605,1.0,uptrend,7/8
SZ002094,sz002094,青岛金王,化学制品,化学制品,2026-09-08,5.93,24.1,1.37,3.13,6.85,291047369,1.0,uptrend,7/8
SZ002667,sz002667,*ST威领,稀有金属,稀有金属,2026-09-08,18.06,24.1,0.06,0.22,-0.44,324257491,1.0,uptrend,5/8
