sector,code6,prefixed,m
专业服务,002811,sz002811,11.25
专业服务,300649,sz300649,9.26
专业服务,000779,sz000779,7.72
专业服务,301091,sz301091,5.12
专业服务,603959,sh603959,2.49
专业服务,301505,sz301505,1.98
专业服务,300977,sz300977,1.37
专业服务,603458,sh603458,1.27
专业服务,301306,sz301306,1.08
专业服务,600861,sh600861,0.87
专业服务,603466,sh603466,0.85
专业服务,301136,sz301136,0.81
专业服务,301027,sz301027,0.69
专业服务,300826,sz300826,0.67
专业服务,301038,sz301038,0.51
专业服务,300901,sz300901,0.42
专业服务,003035,sz003035,0.34
专业服务,301390,sz301390,0.29
专业服务,301169,sz301169,0.23
专业服务,603257,sh603257,0.21
专业服务,300662,sz300662,-0.1
专业服务,001396,sz001396,-0.17
专业服务,300668,sz300668,-0.53
专业服务,603357,sh603357,-0.7
专业服务,300500,sz300500,-0.72
专业服务,002967,sz002967,-0.78
专业服务,301508,sz301508,-0.81
专业服务,300746,sz300746,-0.82
专业服务,300215,sz300215,-0.83
专业服务,300012,sz300012,-0.86
专业服务,688334,sh688334,-0.89
专业服务,000504,sz000504,-0.92
专业服务,601965,sh601965,-0.93
专业服务,600826,sh600826,-0.97
专业服务,003008,sz003008,-1.04
专业服务,603018,sh603018,-1.04
专业服务,301289,sz301289,-1.11
专业服务,600662,sh600662,-1.14
专业服务,300778,sz300778,-1.16
专业服务,300416,sz300416,-1.16
专业服务,603153,sh603153,-1.36
专业服务,605155,sh605155,-1.4
专业服务,603060,sh603060,-1.44
专业服务,688053,sh688053,-1.49
专业服务,300989,sz300989,-1.51
专业服务,301115,sz301115,-1.52
专业服务,300887,sz300887,-1.58
专业服务,300815,sz300815,-1.62
专业服务,688133,sh688133,-1.72
专业服务,301632,sz301632,-1.77
专业服务,300635,sz300635,-1.79
专业服务,688757,sh688757,-1.79
专业服务,300284,sz300284,-1.87
专业服务,603300,sh603300,-1.9
专业服务,301167,sz301167,-2.01
专业服务,300712,sz300712,-2.03
专业服务,300732,sz300732,-2.13
专业服务,300844,sz300844,-2.14
专业服务,301058,sz301058,-2.25
专业服务,603373,sh603373,-2.26
专业服务,300675,sz300675,-2.27
专业服务,002883,sz002883,-2.31
专业服务,300797,sz300797,-2.39
专业服务,603860,sh603860,-2.48
专业服务,300983,sz300983,-2.55
专业服务,688509,sh688509,-2.58
专业服务,301257,sz301257,-2.7
专业服务,301024,sz301024,-2.82
专业服务,300384,sz300384,-2.86
专业服务,300962,sz300962,-3.09
专业服务,301297,sz301297,-3.15
专业服务,300564,sz300564,-3.16
专业服务,300688,sz300688,-3.33
专业服务,002949,sz002949,-3.45
专业服务,600654,sh600654,-4.36
专业服务,301449,sz301449,-6.51
专业服务,301228,sz301228,-9.06
专用设备,300400,sz300400,12.37
专用设备,688485,sh688485,12.04
专用设备,300950,sz300950,7.58
专用设备,688215,sh688215,7.25
专用设备,301128,sz301128,6.43
专用设备,301018,sz301018,5.56
专用设备,002031,sz002031,5.51
专用设备,301043,sz301043,4.79
专用设备,002779,sz002779,4.58
专用设备,688835,sh688835,4.52
专用设备,300084,sz300084,4.42
专用设备,603895,sh603895,4.37
专用设备,301633,sz301633,4.13
专用设备,300382,sz300382,4.03
专用设备,300103,sz300103,3.93
专用设备,003021,sz003021,3.63
专用设备,002774,sz002774,3.2
专用设备,300865,sz300865,3.03
专用设备,002837,sz002837,2.97
专用设备,300953,sz300953,2.89
专用设备,603912,sh603912,2.63
专用设备,300385,sz300385,2.59
专用设备,300004,sz300004,2.52
专用设备,300281,sz300281,2.48
专用设备,688090,sh688090,2.13
专用设备,688312,sh688312,2.06
专用设备,300757,sz300757,1.97
专用设备,688309,sh688309,1.82
专用设备,002890,sz002890,1.81
专用设备,688559,sh688559,1.76
专用设备,600388,sh600388,1.71
专用设备,688160,sh688160,1.7
专用设备,002975,sz002975,1.65
专用设备,300198,sz300198,1.42
专用设备,300619,sz300619,1.33
专用设备,002757,sz002757,1.29
专用设备,688383,sh688383,1.21
专用设备,001360,sz001360,1.2
专用设备,600817,sh600817,1.17
专用设备,603690,sh603690,1.12
专用设备,002209,sz002209,1.08
专用设备,300992,sz300992,1.08
专用设备,603338,sh603338,1.07
专用设备,688518,sh688518,1.07
专用设备,301200,sz301200,1.0
专用设备,688400,sh688400,1.0
专用设备,300756,sz300756,0.99
专用设备,301338,sz301338,0.86
专用设备,603337,sh603337,0.75
专用设备,300457,sz300457,0.63
专用设备,002689,sz002689,0.57
专用设备,000528,sz000528,0.56
专用设备,300210,sz300210,0.54
专用设备,001400,sz001400,0.53
专用设备,002009,sz002009,0.52
专用设备,301312,sz301312,0.51
专用设备,300486,sz300486,0.49
专用设备,603315,sh603315,0.48
专用设备,600499,sh600499,0.47
专用设备,603081,sh603081,0.44
专用设备,002164,sz002164,0.42
专用设备,603855,sh603855,0.41
专用设备,688433,sh688433,0.35
专用设备,300307,sz300307,0.31
专用设备,600031,sh600031,0.3
专用设备,002931,sz002931,0.27
专用设备,301112,sz301112,0.27
专用设备,301199,sz301199,0.27
专用设备,300912,sz300912,0.27
专用设备,301081,sz301081,0.26
专用设备,603076,sh603076,0.25
专用设备,600215,sh600215,0.18
专用设备,688001,sh688001,0.17
专用设备,601717,sh601717,0.14
专用设备,601038,sh601038,0.13
专用设备,002097,sz002097,0.11
专用设备,300631,sz300631,0.07
专用设备,688531,sh688531,0.07
专用设备,600169,sh600169,0.05
专用设备,300540,sz300540,0.02
专用设备,603611,sh603611,-0.04
专用设备,300818,sz300818,-0.09
专用设备,603298,sh603298,-0.09
专用设备,002960,sz002960,-0.11
专用设备,300461,sz300461,-0.15
专用设备,300095,sz300095,-0.18
专用设备,600761,sh600761,-0.18
专用设备,002278,sz002278,-0.21
专用设备,600894,sh600894,-0.22
专用设备,603901,sh603901,-0.22
专用设备,688057,sh688057,-0.23
专用设备,688022,sh688022,-0.25
专用设备,300159,sz300159,-0.27
专用设备,600262,sh600262,-0.29
专用设备,000967,sz000967,-0.36
专用设备,603032,sh603032,-0.37
专用设备,603289,sh603289,-0.38
专用设备,688480,sh688480,-0.38
专用设备,600843,sh600843,-0.43
专用设备,688125,sh688125,-0.47
专用设备,300195,sz300195,-0.48
专用设备,300472,sz300472,-0.49
专用设备,301161,sz301161,-0.5
专用设备,301360,sz301360,-0.51
专用设备,300861,sz300861,-0.53
专用设备,301105,sz301105,-0.53
专用设备,002418,sz002418,-0.57
专用设备,603012,sh603012,-0.57
专用设备,601608,sh601608,-0.58
专用设备,603966,sh603966,-0.58
专用设备,600980,sh600980,-0.59
专用设备,300415,sz300415,-0.62
专用设备,603956,sh603956,-0.62
专用设备,002611,sz002611,-0.63
专用设备,603169,sh603169,-0.63
专用设备,688006,sh688006,-0.65
专用设备,300700,sz300700,-0.68
专用设备,003025,sz003025,-0.71
专用设备,300931,sz300931,-0.73
专用设备,000680,sz000680,-0.74
专用设备,300879,sz300879,-0.74
专用设备,301063,sz301063,-0.76
专用设备,002698,sz002698,-0.78
专用设备,300276,sz300276,-0.79
专用设备,600579,sh600579,-0.81
专用设备,001223,sz001223,-0.83
专用设备,002833,sz002833,-0.85
专用设备,002786,sz002786,-0.87
专用设备,300217,sz300217,-0.87
专用设备,002367,sz002367,-0.9
专用设备,000157,sz000157,-0.92
专用设备,603135,sh603135,-0.94
专用设备,688128,sh688128,-0.98
专用设备,600835,sh600835,-1.01
专用设备,688113,sh688113,-1.01
专用设备,601399,sh601399,-1.02
专用设备,300056,sz300056,-1.03
专用设备,301028,sz301028,-1.05
专用设备,301260,sz301260,-1.05
专用设备,300099,sz300099,-1.07
专用设备,300512,sz300512,-1.07
专用设备,002337,sz002337,-1.08
专用设备,301138,sz301138,-1.08
专用设备,603280,sh603280,-1.08
专用设备,301013,sz301013,-1.09
专用设备,688097,sh688097,-1.09
专用设备,688701,sh688701,-1.13
专用设备,300899,sz300899,-1.15
专用设备,002526,sz002526,-1.16
专用设备,301288,sz301288,-1.16
专用设备,600560,sh600560,-1.17
专用设备,603015,sh603015,-1.17
专用设备,603126,sh603126,-1.18
专用设备,688092,sh688092,-1.19
专用设备,688335,sh688335,-1.2
专用设备,301325,sz301325,-1.24
专用设备,601106,sh601106,-1.24
专用设备,000425,sz000425,-1.28
专用设备,002006,sz002006,-1.35
专用设备,603203,sh603203,-1.36
专用设备,603698,sh603698,-1.38
专用设备,002021,sz002021,-1.39
专用设备,002690,sz002690,-1.39
专用设备,300293,sz300293,-1.4
专用设备,301468,sz301468,-1.4
专用设备,301158,sz301158,-1.41
专用设备,002204,sz002204,-1.42
专用设备,300022,sz300022,-1.42
专用设备,300884,sz300884,-1.44
专用设备,600582,sh600582,-1.44
专用设备,603638,sh603638,-1.44
专用设备,688755,sh688755,-1.44
专用设备,688499,sh688499,-1.5
专用设备,688638,sh688638,-1.52
专用设备,300669,sz300669,-1.53
专用设备,688377,sh688377,-1.55
专用设备,300425,sz300425,-1.57
专用设备,600526,sh600526,-1.58
专用设备,603656,sh603656,-1.63
专用设备,603321,sh603321,-1.65
专用设备,300266,sz300266,-1.66
专用设备,002685,sz002685,-1.67
专用设备,688718,sh688718,-1.68
专用设备,001395,sz001395,-1.71
专用设备,300173,sz300173,-1.75
专用设备,002073,sz002073,-1.76
专用设备,603248,sh603248,-1.81
