ticker,prefixed,name,sector,industry,date,close,chg20,chg1,chg2,chg3,volume,score,passed,uptrend7
SH600000,sh600000,浦发银行,银行,银行,2026-09-02,9.28,0.2,-0.75,1.31,3.11,670365.0,7.0,uptrend7,7/8
SH600012,sh600012,皖通高速,公路铁路,公路铁路,2026-09-02,16.84,3.2,-0.41,0.9,2.56,47497.0,7.0,uptrend7,7/8
SH600018,sh600018,上港集团,港口航运,港口航运,2026-09-02,5.51,6.6,-0.72,4.75,5.76,776505.0,8.0,uptrend7,8/8
SH600020,sh600020,中原高速,公路铁路,公路铁路,2026-09-02,3.92,2.1,-0.76,0.26,-0.76,145406.0,6.0,uptrend7,6/8
SH600016,sh600016,民生银行,银行,银行,2026-09-02,3.6,2.3,-1.1,1.98,5.26,2252870.0,8.0,uptrend7,8/8
SH600017,sh600017,日照港,港口航运,港口航运,2026-09-02,2.85,3.6,-1.38,0.71,-0.7,383540.0,5.0,uptrend7,5/8
SH600007,sh600007,中国国贸,房地产开发,房地产开发,2026-09-02,19.03,3.1,-0.21,0.74,0.69,19147.0,7.0,uptrend7,7/8
SH600033,sh600033,福建高速,公路铁路,公路铁路,2026-09-02,3.55,-1.4,-1.11,0.85,-1.11,244466.0,5.0,uptrend7,5/8
SH600037,sh600037,歌华有线,广播电视,广播电视,2026-09-02,7.07,-0.8,-1.26,-0.98,-0.98,170290.0,7.0,uptrend7,7/8
SH600011,sh600011,华能国际,电力,电力,2026-09-02,6.78,-4.8,-0.29,1.5,0.0,420207.0,5.0,uptrend7,5/8
SH600038,sh600038,中直股份,航空航天装备,航空航天装备,2026-09-02,27.69,3.8,-0.32,0.62,0.22,60188.0,6.0,uptrend7,6/8
SH600025,sh600025,华能水电,电力,电力,2026-09-02,9.9,1.5,1.96,3.66,3.56,416046.0,6.0,uptrend7,6/8
SH600035,sh600035,楚天高速,公路铁路,公路铁路,2026-09-02,3.77,7.7,0.8,3.01,2.72,257191.0,7.0,uptrend7,7/8
SH600028,sh600028,中国石化,石油天然气,石油天然气,2026-09-02,5.43,9.0,-1.63,-0.55,-0.55,2385866.0,6.0,uptrend7,6/8
SH600004,sh600004,白云机场,航空机场,航空机场,2026-09-02,7.74,0.3,-0.9,0.65,-0.39,93387.0,7.0,uptrend7,7/8
SH600031,sh600031,三一重工,专用设备,专用设备,2026-09-02,19.63,0.1,-2.92,-1.9,2.77,644081.0,6.0,uptrend7,6/8
SH600036,sh600036,招商银行,银行,银行,2026-09-02,40.87,5.0,0.02,1.87,3.86,648611.0,7.0,uptrend7,7/8
SH600039,sh600039,四川路桥,建筑施工,建筑施工,2026-09-02,9.52,10.6,-0.42,5.08,7.94,358820.0,8.0,uptrend7,8/8
SH600051,sh600051,宁波联合,电力,电力,2026-09-02,6.44,7.2,-0.62,-0.46,0.78,41170.0,7.0,uptrend7,7/8
SH600059,sh600059,古越龙山,饮料,饮料,2026-09-02,8.34,2.6,-0.71,1.83,1.58,129952.0,5.0,uptrend7,5/8
SH600052,sh600052,东望时代,水务,水务,2026-09-02,3.98,4.2,-1.0,0.76,0.76,103091.0,7.0,uptrend7,7/8
SH600061,sh600061,国投资本,非银行金融,非银行金融,2026-09-02,6.45,-1.2,-1.83,-1.07,-0.92,335016.0,7.0,uptrend7,7/8
SH600073,sh600073,光明肉业,食品,食品,2026-09-02,5.65,9.7,-2.59,-1.05,1.62,158977.0,7.0,uptrend7,7/8
SH600060,sh600060,海信视像,视听器材,视听器材,2026-09-02,28.29,7.6,-0.77,1.04,1.69,65018.0,7.0,uptrend7,7/8
SH600067,sh600067,冠城新材,输变电设备,输变电设备,2026-09-02,2.91,5.4,0.0,0.69,-0.68,161797.0,7.0,uptrend7,7/8
SH600027,sh600027,华电国际,电力,电力,2026-09-02,4.67,-1.1,0.21,1.74,-0.64,595354.0,5.0,uptrend7,5/8
SH600053,sh600053,*ST九鼎,非银行金融,非银行金融,2026-09-02,7.95,6.7,0.13,1.27,2.58,19184.0,6.0,uptrend7,6/8
SH600054,sh600054,黄山旅游,休闲服务,休闲服务,2026-09-02,11.73,4.4,1.56,3.08,2.53,165439.0,7.0,uptrend7,7/8
SH600079,sh600079,ST人福,化学制药,化学制药,2026-09-02,18.89,6.8,0.16,1.5,1.23,84432.0,7.0,uptrend7,7/8
SH600030,sh600030,中信证券,非银行金融,非银行金融,2026-09-02,27.47,-2.5,-1.96,-1.19,-1.65,1029812.0,5.0,uptrend7,5/8
SH600096,sh600096,云天化,化肥农药,化肥农药,2026-09-02,30.91,2.5,-3.29,-1.69,-2.12,464539.0,6.0,uptrend7,6/8
SH600075,sh600075,新疆天业,化学原料,化学原料,2026-09-02,4.83,5.2,-2.62,-0.41,-1.43,261052.0,7.0,uptrend7,7/8
SH600057,sh600057,厦门象屿,物流,物流,2026-09-02,6.36,-1.1,-3.93,-2.45,-3.78,203137.0,5.0,uptrend7,5/8
SH600081,sh600081,东风科技,汽车,汽车,2026-09-02,10.47,5.3,0.48,0.58,0.58,18215.0,6.0,uptrend7,6/8
SH600088,sh600088,中视传媒,影视动漫,影视动漫,2026-09-02,11.98,0.1,-3.31,0.5,3.72,67290.0,6.0,uptrend7,6/8
SH600100,sh600100,同方股份,电子设备制造,电子设备制造,2026-09-02,6.96,-3.3,-1.56,-1.0,-0.71,163011.0,6.0,uptrend7,6/8
SH600071,sh600071,凤凰光学,光电子器件,光电子器件,2026-09-02,16.9,7.9,0.54,4.13,4.9,38346.0,8.0,uptrend7,8/8
SH600080,sh600080,ST金花,生物医药,生物医药,2026-09-02,4.91,0.0,-0.81,1.03,-0.2,15229.0,7.0,uptrend7,7/8
SH600097,sh600097,开创国际,渔业,渔业,2026-09-02,9.23,12.4,-1.49,0.0,1.1,47723.0,8.0,uptrend7,8/8
SH600095,sh600095,湘财股份,非银行金融,非银行金融,2026-09-02,9.6,14.7,-2.34,0.84,0.52,773233.0,6.0,uptrend7,6/8
SH600078,sh600078,澄星股份,化学原料,化学原料,2026-09-02,11.28,2.3,0.98,1.08,0.0,311664.0,5.0,uptrend7,5/8
SH600099,sh600099,林海股份,其他交运设备,其他交运设备,2026-09-02,9.55,12.6,-0.52,0.32,0.42,25837.0,7.0,uptrend7,7/8
SH600107,sh600107,*ST尔雅,服装家纺,服装家纺,2026-09-02,6.33,21.5,3.26,3.6,9.52,31772.0,8.0,uptrend7,8/8
SH600076,sh600076,康欣新材,林业,林业,2026-09-02,3.25,6.6,-0.91,0.31,-0.31,141472.0,7.0,uptrend7,7/8
SH600103,sh600103,青山纸业,造纸印刷,造纸印刷,2026-09-02,3.93,27.6,-6.21,3.15,2.08,5554573.0,7.0,uptrend7,7/8
SH600110,sh600110,诺德股份,金属非金属新材料,金属非金属新材料,2026-09-02,11.65,24.5,-2.18,-3.16,6.49,2023830.0,6.0,uptrend7,6/8
SH600108,sh600108,亚盛集团,农业,农业,2026-09-02,3.6,14.6,-8.16,-2.7,-5.51,2205884.0,6.0,uptrend7,6/8
SH600106,sh600106,重庆路桥,公路铁路,公路铁路,2026-09-02,4.62,1.1,2.44,5.0,4.29,293708.0,7.0,uptrend7,7/8
SH600104,sh600104,上汽集团,汽车,汽车,2026-09-02,10.36,-2.2,-1.24,-0.38,0.19,318841.0,7.0,uptrend7,7/8
SH600121,sh600121,郑州煤电,煤炭,煤炭,2026-09-02,5.3,35.5,-1.85,7.94,18.83,3389748.0,8.0,uptrend7,8/8
SH600128,sh600128,苏豪弘业,贸易,贸易,2026-09-02,8.65,7.7,-1.59,0.23,1.41,54257.0,8.0,uptrend7,8/8
