ticker,prefixed,name,sector,industry,date,close,chg20,chg1,chg2,chg3,volume,score,passed,uptrend7
SH600004,sh600004,白云机场,航空机场,航空机场,2026-09-07,7.87,2.7,-0.25,0.13,1.68,101509.0,7.0,uptrend7,7/8
SH600011,sh600011,华能国际,电力,电力,2026-09-07,6.84,-2.1,-0.29,-0.44,0.88,571765.0,7.0,uptrend7,7/8
SH600000,sh600000,浦发银行,银行,银行,2026-09-07,9.23,-0.6,-2.12,-0.43,-0.54,867113.0,5.0,uptrend7,5/8
SH600016,sh600016,民生银行,银行,银行,2026-09-07,3.6,2.0,-0.28,0.28,0.0,2684168.0,6.0,uptrend7,6/8
SH600009,sh600009,上海机场,航空机场,航空机场,2026-09-07,23.85,-0.3,-0.08,0.85,2.14,91177.0,7.0,uptrend7,7/8
SH600012,sh600012,皖通高速,公路铁路,公路铁路,2026-09-07,16.8,5.7,1.76,0.96,-0.24,73320.0,6.0,uptrend7,6/8
SH600026,sh600026,中远海能,港口航运,港口航运,2026-09-07,19.75,11.8,-2.9,-2.85,5.67,684962.0,6.0,uptrend7,6/8
SH600027,sh600027,华电国际,电力,电力,2026-09-07,4.82,3.2,-0.41,0.63,3.21,840042.0,8.0,uptrend7,8/8
SH600031,sh600031,三一重工,专用设备,专用设备,2026-09-07,19.89,0.8,-0.55,-0.25,1.32,436136.0,6.0,uptrend7,6/8
SH600048,sh600048,保利发展,房地产开发,房地产开发,2026-09-07,5.21,-2.8,-0.76,2.36,6.98,1649755.0,6.0,uptrend7,6/8
SH600035,sh600035,楚天高速,公路铁路,公路铁路,2026-09-07,3.72,7.2,0.27,-0.53,-1.33,134894.0,6.0,uptrend7,6/8
SH600053,sh600053,*ST九鼎,非银行金融,非银行金融,2026-09-07,7.92,7.5,1.54,1.8,-0.38,15286.0,5.0,uptrend7,5/8
SH600054,sh600054,黄山旅游,休闲服务,休闲服务,2026-09-07,11.7,3.0,1.39,1.83,-0.26,104846.0,7.0,uptrend7,7/8
SH600036,sh600036,招商银行,银行,银行,2026-09-07,41.07,5.6,-1.49,0.0,0.49,738683.0,7.0,uptrend7,7/8
SH600030,sh600030,中信证券,非银行金融,非银行金融,2026-09-07,27.67,-1.0,-1.14,-0.68,0.73,968006.0,5.0,uptrend7,5/8
SH600033,sh600033,福建高速,公路铁路,公路铁路,2026-09-07,3.64,2.0,0.0,1.96,2.54,319499.0,7.0,uptrend7,7/8
SH600075,sh600075,新疆天业,化学原料,化学原料,2026-09-07,4.93,6.7,-0.6,1.65,2.07,295979.0,7.0,uptrend7,7/8
SH600060,sh600060,海信视像,视听器材,视听器材,2026-09-07,28.21,8.5,-1.36,-1.5,-0.28,105157.0,5.0,uptrend7,5/8
SH600082,sh600082,ST海泰,房地产开发,房地产开发,2026-09-07,3.03,6.3,1.34,3.06,2.02,45828.0,5.0,uptrend7,5/8
SH600071,sh600071,凤凰光学,光电子器件,光电子器件,2026-09-07,16.69,5.8,0.54,0.66,-1.24,27372.0,6.0,uptrend7,6/8
