ticker,prefixed,code6,name,industry,date,close,chg20,m,chg1,uptrend,turnover5
03696,hk03696,03696,英矽智能,药品及生物科技,2026-09-04,48.76,7.3,6.08,3.74,6/8,544916892.7
09969,hk09969,09969,诺诚健华,药品及生物科技,2026-09-04,15.37,7.5,5.8,4.06,6/8,137471745.2
09688,hk09688,09688,再鼎医药,药品及生物科技,2026-09-04,20.76,20.7,1.03,-1.42,5/8,144923941.4
02510,hk02510,02510,德翔海运,工用运输,2026-09-04,13.94,57.9,1.71,-1.13,6/8,72344296.2
01357,hk01357,01357,美图公司,媒体及娱乐,2026-09-04,4.95,4.2,4.95,5.77,7/8,373807824.4
02386,hk02386,02386,中石化炼化工程,石油及天然气,2026-09-04,5.605,8.0,7.89,6.05,7/8,63320068.6
02343,hk02343,02343,太平洋航运,工用运输,2026-09-04,4.28,12.6,2.04,-0.23,5/8,82685474.0
02706,hk02706,02706,海致科技集团,软件服务,2026-09-04,56.65,17.6,0.57,0.09,5/8,200795615.4
01199,hk01199,01199,中远海运港口,工用运输,2026-09-04,5.57,9.8,1.32,0.36,8/8,42937856.0
00772,hk00772,00772,阅文集团,媒体及娱乐,2026-09-04,21.78,7.0,6.54,8.36,7/8,315273155.2
02419,hk02419,02419,德康农牧,农业产品,2026-09-04,62.0,21.6,5.48,4.64,7/8,99543593.8
02687,hk02687,02687,卓越睿新,软件服务,2026-09-04,365.2,51.3,9.95,0.88,6/8,74900836.0
09858,hk09858,09858,优然牧业,食物饮品,2026-09-04,4.51,10.8,6.24,7.89,6/8,132473095.0
00317,hk00317,00317,中船防务,工业工程,2026-09-04,13.35,13.1,7.1,5.95,7/8,45012238.0
00013,hk00013,00013,和黄医药,药品及生物科技,2026-09-04,22.54,15.7,10.6,3.02,7/8,282895857.0
00290,hk00290,00290,国富量子,其他金融,2026-09-04,1.755,0.6,1.36,1.74,8/8,68907458.0
02556,hk02556,02556,迈富时,软件服务,2026-09-04,67.6,53.9,13.9,13.52,7/8,495464970.6
06682,hk06682,06682,范式智能,软件服务,2026-09-04,30.98,2.2,13.33,14.66,7/8,221889137.9
06699,hk06699,06699,时代天使,其他医疗保健,2026-09-04,98.7,7.5,3.04,3.62,6/8,105000114.8
00639,hk00639,00639,首钢资源,煤炭,2026-09-04,2.98,22.4,0.43,1.02,5/8,91954060.2
01866,hk01866,01866,中国心连心化肥,原材料,2026-09-04,11.6,21.9,0.89,0.0,8/8,60368123.8
09911,hk09911,09911,赤子城科技,媒体及娱乐,2026-09-04,8.945,7.8,3.57,5.24,5/8,86732466.3
01196,hk01196,01196,伟禄科技股份,工业工程,2026-09-04,9.96,26.9,4.11,3.43,7/8,80227460.1
01686,hk01686,01686,新意网集团,软件服务,2026-09-04,5.745,18.8,6.96,5.8,8/8,89463980.1
01112,hk01112,01112,H&H国际控股,其他医疗保健,2026-09-04,19.04,25.9,3.13,3.87,7/8,47838267.7
01384,hk01384,01384,滴普科技,软件服务,2026-09-04,35.76,-2.3,3.27,4.5,5/8,255878400.7
00354,hk00354,00354,中国软件国际,软件服务,2026-09-04,4.08,12.6,4.42,4.62,8/8,189802724.0
01030,hk01030,01030,新城发展,地产,2026-09-04,1.465,6.9,3.12,1.74,7/8,52945051.7
00038,hk00038,00038,第一拖拉机股份,工业工程,2026-09-04,9.6,14.7,-0.19,0.58,5/8,52120334.9
02616,hk02616,02616,基石药业-B,药品及生物科技,2026-09-04,6.19,17.8,1.83,0.16,5/8,47843031.9
00517,hk00517,00517,中远海运国际,工业工程,2026-09-04,6.795,16.6,0.19,-0.44,6/8,42265718.7
00826,hk00826,00826,天工国际,一般金属及矿石,2026-09-04,3.12,3.0,0.9,0.0,5/8,105227578.9
03738,hk03738,03738,阜博集团,软件服务,2026-09-04,3.475,35.7,3.76,4.67,7/8,207025085.8
02157,hk02157,02157,乐普生物,药品及生物科技,2026-09-04,4.35,-3.5,-0.85,0.69,5/8,69313606.1
02718,hk02718,02718,明略科技-W,软件服务,2026-09-04,52.4,18.6,4.89,7.2,5/8,392820155.6
07688,hk07688,07688,拓璞数控,工业工程,2026-09-04,19.37,9.9,15.92,15.85,7/8,63049963.8
09678,hk09678,09678,云知声,软件服务,2026-09-04,86.0,13.4,8.37,9.9,7/8,528266208.7
00147,hk00147,00147,国际商业结算,资讯科技器材,2026-09-04,0.227,345.1,7.49,-2.16,5/8,41526079.0
00568,hk00568,00568,山东墨龙,石油及天然气,2026-09-04,4.745,-2.6,-0.69,0.32,6/8,195676580.4
01300,hk01300,01300,俊知集团,资讯科技器材,2026-09-04,1.99,21.3,-23.92,-25.88,6/8,41482192.4
02255,hk02255,02255,海昌海洋公园,旅游及消闲设施,2026-09-04,0.255,-25.0,10.79,4.08,5/8,69666111.4
02685,hk02685,02685,量化派,专业零售,2026-09-04,4.08,-3.7,0.3,0.99,7/8,199718471.0
00708,hk00708,00708,恒大汽车,汽车,2025-03-31,0.17,-10.1,1.64,1.19,5/8,52271369.1
