ticker,prefixed,code6,name,industry,date,close,chg20,m,chg1,uptrend,turnover5
00005,hk00005,00005,汇丰控股,银行,2026-09-04,166.7,3.4,2.49,1.96,7/8,2373772585.1
01398,hk01398,01398,工商银行,银行,2026-09-04,7.695,7.8,1.04,1.99,6/8,1787767990.5
00939,hk00939,00939,建设银行,银行,2026-09-04,9.76,11.0,1.63,2.04,7/8,3044147522.6
01288,hk01288,01288,农业银行,银行,2026-09-04,6.54,11.6,1.04,2.27,8/8,676306357.0
03988,hk03988,03988,中国银行,银行,2026-09-04,6.065,16.0,1.59,1.93,7/8,2054103231.6
03968,hk03968,03968,招商银行,银行,2026-09-04,53.35,9.6,3.06,2.79,7/8,929896862.3
02628,hk02628,02628,中国人寿,保险,2026-09-04,30.9,7.3,3.04,3.28,7/8,1756196843.9
01299,hk01299,01299,友邦保险,保险,2026-09-04,77.5,4.5,1.13,0.26,7/8,2287334674.1
00300,hk00300,00300,美的集团,家庭电器及用品,2026-09-04,100.8,5.3,0.48,0.3,6/8,690037221.3
03328,hk03328,03328,交通银行,银行,2026-09-04,7.985,10.2,1.27,1.59,7/8,371350241.1
01658,hk01658,01658,邮储银行,银行,2026-09-04,5.48,13.2,0.81,1.86,7/8,629231050.4
00386,hk00386,00386,中国石油化工股份,石油及天然气,2026-09-04,4.79,9.9,1.05,1.38,6/8,491634492.0
02388,hk02388,02388,中银香港,银行,2026-09-04,52.85,5.3,1.06,1.44,7/8,920166652.8
02888,hk02888,02888,渣打集团,银行,2026-09-04,237.4,2.2,2.46,1.71,6/8,180159958.5
03690,hk03690,03690,美团-W,专业零售,2026-09-04,81.75,-11.3,5.11,5.28,6/8,4466281701.9
00998,hk00998,00998,中信银行,银行,2026-09-04,8.485,15.6,1.0,1.56,7/8,289269960.0
06030,hk06030,06030,中信证券,其他金融,2026-09-04,27.28,0.7,1.89,1.87,5/8,434470027.1
00267,hk00267,00267,中信股份,综合企业,2026-09-04,13.91,17.0,4.26,4.82,8/8,418909133.7
00992,hk00992,00992,联想集团,资讯科技器材,2026-09-04,32.4,15.3,6.0,6.09,6/8,3039045157.9
02328,hk02328,02328,中国财险,保险,2026-09-04,17.55,10.0,1.04,0.57,7/8,641692037.0
02601,hk02601,02601,中国太保,保险,2026-09-04,31.48,6.6,1.88,1.16,8/8,364364288.9
01339,hk01339,01339,中国人民保险集团,保险,2026-09-04,6.25,17.5,3.13,1.71,8/8,353776883.6
00066,hk00066,00066,港铁公司,旅游及消闲设施,2026-09-04,32.94,3.3,2.75,2.43,5/8,216317079.6
02714,hk02714,02714,牧原股份,农业产品,2026-09-04,39.12,22.1,8.4,9.21,8/8,234522030.8
06031,hk06031,06031,三一重工,工业工程,2026-09-04,20.06,-1.4,3.1,2.5,7/8,111522371.9
02423,hk02423,02423,贝壳-W,地产,2026-09-04,47.96,9.1,3.22,3.27,5/8,523642750.2
01113,hk01113,01113,长实集团,地产,2026-09-04,47.34,1.0,3.03,2.11,6/8,293743379.2
06886,hk06886,06886,华泰证券,其他金融,2026-09-04,18.07,7.5,2.56,2.96,8/8,215957385.2
01816,hk01816,01816,中广核电力,公用事业,2026-09-04,3.09,9.2,1.97,1.31,8/8,189310039.7
02600,hk02600,02600,中国铝业,一般金属及矿石,2026-09-04,8.76,1.9,1.08,0.0,6/8,335366110.6
01988,hk01988,01988,民生银行,银行,2026-09-04,3.61,4.9,1.41,1.83,7/8,167745251.6
01336,hk01336,01336,新华保险,保险,2026-09-04,50.6,4.4,4.41,2.93,7/8,618781226.8
01888,hk01888,01888,建滔积层板,工业工程,2026-09-04,44.22,15.3,-3.12,-5.27,5/8,3713885583.6
01776,hk01776,01776,广发证券,其他金融,2026-09-04,18.75,8.4,2.07,2.29,6/8,156876398.4
00006,hk00006,00006,电能实业,公用事业,2026-09-04,60.3,4.5,0.87,0.5,5/8,206319674.2
01787,hk01787,01787,山东黄金,黄金及贵金属,2026-09-04,26.74,16.8,1.08,-0.15,6/8,1278348766.1
03808,hk03808,03808,中国重汽,工业工程,2026-09-04,41.26,-0.5,3.02,1.83,6/8,377806418.0
01928,hk01928,01928,金沙中国有限公司,旅游及消闲设施,2026-09-04,14.13,-0.5,0.98,0.21,6/8,237284678.0
00100,hk00100,00100,MINIMAX-W,软件服务,2026-09-04,361.4,10.7,4.01,1.8,6/8,7076819872.6
01880,hk01880,01880,中国中免,旅游及消闲设施,2026-09-04,50.0,-2.8,2.74,2.71,6/8,55750028.9
01209,hk01209,01209,华润万象生活,地产,2026-09-04,41.26,3.3,3.93,2.03,7/8,345200295.1
01138,hk01138,01138,中远海能,工用运输,2026-09-04,17.49,18.7,2.6,-0.34,6/8,288302233.0
00902,hk00902,00902,华能国际电力股份,公用事业,2026-09-04,5.62,-3.8,-0.06,-1.23,6/8,150709514.2
09926,hk09926,09926,康方生物,药品及生物科技,2026-09-04,101.2,1.2,13.94,11.45,5/8,1687991972.9
00966,hk00966,00966,中国太平,保险,2026-09-04,22.66,6.7,3.79,3.0,7/8,184639166.6
03618,hk03618,03618,重庆农村商业银行,银行,2026-09-04,6.58,6.3,0.85,1.23,5/8,63153632.8
09901,hk09901,09901,新东方-S,支援服务,2026-09-04,46.2,5.2,0.85,1.54,7/8,186400955.8
02382,hk02382,02382,舜宇光学科技,资讯科技器材,2026-09-04,70.5,19.6,-0.96,-0.14,6/8,1161813953.0
02723,hk02723,02723,深演智能,媒体及娱乐,2026-09-04,943.0,41.5,8.03,9.02,8/8,166510976.8
03939,hk03939,03939,万国黄金集团,黄金及贵金属,2026-09-04,15.93,25.6,2.85,0.57,6/8,706939003.9
00144,hk00144,00144,招商局港口,工用运输,2026-09-04,16.4,10.4,0.92,1.05,6/8,91639556.0
02313,hk02313,02313,申洲国际,纺织及服饰,2026-09-04,37.16,-13.2,1.72,1.86,5/8,447037497.0
02688,hk02688,02688,新奥能源,公用事业,2026-09-04,49.6,7.3,0.54,0.53,6/8,202522053.4
00270,hk00270,00270,粤海投资,公用事业,2026-09-04,8.815,8.5,0.14,-0.06,6/8,107074716.1
02799,hk02799,02799,中信金融资产,其他金融,2026-09-04,0.685,17.1,5.83,3.79,7/8,47636484.9
03958,hk03958,03958,东方证券,其他金融,2026-09-04,6.035,7.5,2.73,2.03,7/8,56937694.2
00023,hk00023,00023,东亚银行,银行,2026-09-04,18.67,15.7,1.03,2.02,6/8,75792291.9
00991,hk00991,00991,大唐发电,公用事业,2026-09-04,2.605,5.3,1.8,1.56,7/8,71358298.3
06821,hk06821,06821,凯莱英,药品及生物科技,2026-09-04,133.8,12.6,3.09,0.0,7/8,126014505.7
02727,hk02727,02727,上海电气,工业工程,2026-09-04,3.045,-7.4,2.73,1.67,5/8,52767578.6
03668,hk03668,03668,兖煤澳大利亚,煤炭,2026-09-04,34.24,10.4,0.56,1.48,7/8,56348402.8
03396,hk03396,03396,联想控股,资讯科技器材,2026-09-04,18.93,19.4,3.34,2.44,8/8,268223194.0
03317,hk03317,03317,迅策,软件服务,2026-09-04,127.9,-3.0,-0.16,0.16,5/8,242506101.2
03311,hk03311,03311,中国建筑国际,建筑,2026-09-04,8.57,2.3,1.38,-0.7,6/8,112947124.4
09880,hk09880,09880,优必选,资讯科技器材,2026-09-04,85.65,-4.8,7.62,8.28,5/8,683912527.2
06088,hk06088,06088,FIT HON TENG,工业工程,2026-09-04,5.305,-11.3,0.57,-0.84,5/8,111638905.2
06963,hk06963,06963,阳光保险,保险,2026-09-04,4.15,17.6,3.58,3.11,8/8,107885716.3
01070,hk01070,01070,TCL电子,家庭电器及用品,2026-09-04,17.17,5.0,-0.9,-1.94,6/8,160041012.1
00868,hk00868,00868,信义玻璃,工业工程,2026-09-04,9.265,-0.1,4.02,2.83,7/8,136535944.7
02282,hk02282,02282,美高梅中国,旅游及消闲设施,2026-09-04,10.18,-0.4,2.36,2.47,5/8,40380374.8
03277,hk03277,03277,长光辰芯,半导体,2026-09-04,91.75,23.7,-0.06,-3.22,6/8,65653482.3
01193,hk01193,01193,华润燃气,公用事业,2026-09-04,16.7,6.0,0.72,0.85,5/8,90895036.2
02788,hk02788,02788,创新实业,一般金属及矿石,2026-09-04,17.95,2.6,4.36,2.16,7/8,44783406.7
03888,hk03888,03888,金山软件,软件服务,2026-09-04,25.6,-7.0,4.08,4.49,5/8,260761177.2
06655,hk06655,06655,华新建材,建筑,2026-09-04,16.83,17.8,6.36,6.52,8/8,84028463.0
01879,hk01879,01879,曦智科技-P,半导体,2026-09-04,378.4,17.8,7.2,1.67,8/8,84241738.4
02096,hk02096,02096,先声药业,药品及生物科技,2026-09-04,11.63,-6.6,0.06,-1.19,6/8,89151912.0
00631,hk00631,00631,三一国际,工业工程,2026-09-04,9.465,23.6,1.08,-1.87,6/8,143151483.9
01797,hk01797,01797,东方甄选,媒体及娱乐,2026-09-04,26.28,23.6,1.21,0.38,6/8,255032783.5
02315,hk02315,02315,百奥赛图-B,药品及生物科技,2026-09-04,60.6,-1.9,-3.16,-5.53,6/8,154769556.5
00552,hk00552,00552,中国通信服务,资讯科技器材,2026-09-04,3.97,-3.5,1.51,1.66,5/8,46838390.0
