industry,prefixed,code6,name,m,chg1,turnover5,date
一般金属及矿石,hk02788,02788,创新实业,4.2,3.66,45336285.7,2026-09-03
一般金属及矿石,hk01208,01208,五矿资源,3.99,5.62,491222199.0,2026-09-03
一般金属及矿石,hk02600,02600,中国铝业,2.2,2.82,329044344.0,2026-09-03
一般金属及矿石,hk01378,01378,中国宏桥,1.88,2.74,712820208.2,2026-09-03
一般金属及矿石,hk03993,03993,洛阳钼业,1.47,3.49,597382763.2,2026-09-03
一般金属及矿石,hk02099,02099,中国黄金国际,1.25,1.41,805956080.1,2026-09-03
一般金属及矿石,hk01258,01258,中国有色矿业,1.16,2.67,234473357.9,2026-09-03
一般金属及矿石,hk00358,00358,江西铜业股份,0.79,1.92,528518603.1,2026-09-03
一般金属及矿石,hk00826,00826,天工国际,0.71,0.32,102007204.9,2026-09-03
一般金属及矿石,hk01164,01164,中广核矿业,-1.09,2.08,172249206.7,2026-09-03
一般金属及矿石,hk00769,00769,中国稀土,-2.18,0.0,93342314.1,2025-06-18
一般金属及矿石,hk09696,09696,天齐锂业,-2.39,-0.82,210087806.6,2026-09-03
一般金属及矿石,hk03858,03858,佳鑫国际资源,-2.41,0.99,170811855.1,2026-09-03
一般金属及矿石,hk01772,01772,赣锋锂业,-3.16,-0.16,487926143.6,2026-09-03
一般金属及矿石,hk02362,02362,金川国际,-3.6,-3.03,96336876.0,2025-03-27
专业零售,hk09896,09896,名创优品,0.86,0.37,190744581.5,2026-09-03
专业零售,hk00590,00590,六福集团,0.22,0.09,53088977.7,2026-09-03
专业零售,hk02685,02685,量化派,0.22,-2.53,191046203.0,2026-09-03
专业零售,hk03690,03690,美团-W,-0.62,-1.4,4070069554.4,2026-09-03
专业零售,hk09618,09618,京东集团-SW,-2.2,-1.57,960672291.9,2026-09-03
专业零售,hk09988,09988,阿里巴巴-W,-3.05,-2.18,8939582089.6,2026-09-03
专业零售,hk01929,01929,周大福,-5.24,-4.22,311646427.7,2026-09-03
专业零售,hk00881,00881,中升控股,-6.89,-3.32,41057098.5,2026-09-03
保险,hk01339,01339,中国人民保险集团,3.72,2.76,300949527.2,2026-09-03
保险,hk01336,01336,新华保险,3.52,3.54,555103776.6,2026-09-03
保险,hk06963,06963,阳光保险,2.32,-0.25,87593055.4,2026-09-03
保险,hk00966,00966,中国太平,2.04,2.42,156904683.6,2026-09-03
保险,hk02601,02601,中国太保,1.77,1.97,366408662.6,2026-09-03
保险,hk01299,01299,友邦保险,1.66,1.71,2226836767.9,2026-09-03
保险,hk02318,02318,中国平安,1.6,2.71,2867120500.1,2026-09-03
保险,hk02328,02328,中国财险,1.23,1.16,637009492.3,2026-09-03
保险,hk06060,06060,众安在线,0.82,0.88,110729784.8,2026-09-03
