ticker,prefixed,code6,name,industry,date,close,chg20,m,chg1,uptrend,turnover5
00939,hk00939,00939,建设银行,银行,2026-09-11,9.75,11.6,0.76,-0.15,6/8,2115092015.2
00857,hk00857,00857,中国石油股份,石油及天然气,2026-09-11,9.98,5.6,-2.55,-1.09,5/8,858968824.1
03988,hk03988,03988,中国银行,银行,2026-09-11,6.045,15.1,1.87,1.26,5/8,1036515499.3
01088,hk01088,01088,中国神华,煤炭,2026-09-11,46.12,7.2,-0.64,-0.77,7/8,554718121.1
03328,hk03328,03328,交通银行,银行,2026-09-11,8.09,11.7,1.53,0.37,8/8,371236680.2
02888,hk02888,02888,渣打集团,银行,2026-09-11,241.8,3.2,0.1,0.0,7/8,167536822.8
00267,hk00267,00267,中信股份,综合企业,2026-09-11,13.73,15.0,0.24,0.07,5/8,223154309.9
00992,hk00992,00992,联想集团,资讯科技器材,2026-09-11,31.3,-6.8,-1.91,-2.98,5/8,2601644995.3
00066,hk00066,00066,港铁公司,旅游及消闲设施,2026-09-11,32.94,-0.9,-1.08,-1.85,5/8,143255873.0
00002,hk00002,00002,中电控股,公用事业,2026-09-11,78.5,-0.6,-0.42,-1.07,6/8,229902537.0
00762,hk00762,00762,中国联通,电讯,2026-09-11,5.825,-8.1,0.23,-0.68,7/8,489243340.8
06031,hk06031,06031,三一重工,工业工程,2026-09-11,19.7,7.4,-1.13,-0.3,5/8,62881061.8
01038,hk01038,01038,长江基建集团,公用事业,2026-09-11,66.3,3.4,0.2,0.15,6/8,87376781.5
01113,hk01113,01113,长实集团,地产,2026-09-11,47.88,6.4,0.21,-0.04,8/8,295044332.4
01816,hk01816,01816,中广核电力,公用事业,2026-09-11,3.065,9.7,-1.27,-1.45,5/8,114298363.8
01888,hk01888,01888,建滔积层板,工业工程,2026-09-11,47.9,24.1,0.1,-1.48,6/8,3402962091.9
06869,hk06869,06869,长飞光纤光缆,资讯科技器材,2026-09-11,183.5,38.8,3.14,3.44,6/8,4499854271.2
01972,hk01972,01972,太古地产,地产,2026-09-11,24.4,3.1,-1.31,-0.97,5/8,47504076.1
00006,hk00006,00006,电能实业,公用事业,2026-09-11,61.2,2.6,0.25,0.08,7/8,208270262.6
02099,hk02099,02099,中国黄金国际,一般金属及矿石,2026-09-11,266.6,24.2,-1.83,-1.62,6/8,469214543.5
00836,hk00836,00836,华润电力,公用事业,2026-09-11,18.78,3.8,-0.8,-0.16,5/8,252119680.0
01138,hk01138,01138,中远海能,工用运输,2026-09-11,18.41,32.1,-1.39,-2.13,7/8,370916663.8
00902,hk00902,00902,华能国际电力股份,公用事业,2026-09-11,5.725,-0.3,-1.39,-0.78,5/8,151023415.4
00144,hk00144,00144,招商局港口,工用运输,2026-09-11,16.59,10.3,0.16,0.06,7/8,53480358.9
01989,hk01989,01989,广合科技,工业工程,2026-09-11,124.8,-10.9,-2.11,-2.5,5/8,166332524.6
00148,hk00148,00148,建滔集团,工业工程,2026-09-11,52.75,10.3,-0.07,-1.22,5/8,990023549.3
02688,hk02688,02688,新奥能源,公用事业,2026-09-11,48.14,3.8,-5.54,-4.67,5/8,237015433.7
