industry,prefixed,code6,name,m,chg1,turnover5,date
家庭电器及用品,hk01070,01070,TCL电子,2.75,2.81,56818002.8,2026-09-10
家庭电器及用品,hk00300,00300,美的集团,0.55,0.66,437349132.3,2026-09-10
家庭电器及用品,hk06690,06690,海尔智家,-1.42,-1.14,189936092.0,2026-09-10
家庭电器及用品,hk09992,09992,泡泡玛特,-2.12,-2.18,736371527.4,2026-09-10
家庭电器及用品,hk06969,06969,思摩尔国际,-2.27,-1.55,81543147.6,2026-09-10
家庭电器及用品,hk00669,00669,创科实业,-2.5,-2.28,728716694.7,2026-09-10
家庭电器及用品,hk00325,00325,布鲁可,-6.62,-5.3,85638392.5,2026-09-10
工业工程,hk02650,02650,挚达科技,109.99,107.22,472519370.4,2026-09-10
工业工程,hk01191,01191,海光芯正,11.07,3.05,409486138.5,2026-09-10
工业工程,hk00317,00317,中船防务,5.99,2.16,120026369.5,2026-09-10
工业工程,hk01888,01888,建滔积层板,2.87,1.29,3601856443.5,2026-09-10
工业工程,hk00148,00148,建滔集团,2.17,0.66,1044843410.7,2026-09-10
工业工程,hk06951,06951,三环集团,1.65,2.75,152231296.0,2026-09-10
工业工程,hk01688,01688,领益智造,1.4,2.83,116432688.2,2026-09-10
工业工程,hk01989,01989,广合科技,0.72,0.31,171581141.6,2026-09-10
工业工程,hk01735,01735,中环新能源,-0.01,-0.06,53700903.0,2026-09-10
工业工程,hk06088,06088,FIT HON TENG,-0.3,-3.01,142990036.2,2026-09-10
工业工程,hk03750,03750,宁德时代,-0.46,-0.09,1335314707.9,2026-09-10
工业工程,hk02357,02357,中航科工,-0.55,-1.16,47930981.0,2026-09-10
工业工程,hk02208,02208,金风科技,-0.58,-1.19,93713822.2,2026-09-10
工业工程,hk03200,03200,大族数控,-1.26,-1.21,167689018.0,2026-09-10
工业工程,hk01196,01196,伟禄科技股份,-1.37,-4.4,89226220.3,2026-09-10
工业工程,hk06031,06031,三一重工,-1.41,-2.47,61326993.5,2026-09-10
工业工程,hk01072,01072,东方电气,-1.46,-4.16,88846447.3,2026-09-10
工业工程,hk00968,00968,信义光能,-1.55,-1.62,77813266.9,2026-09-10
工业工程,hk06656,06656,思格新能,-1.6,-3.93,142641167.2,2026-09-10
工业工程,hk03931,03931,中创新航,-1.66,-1.44,64683840.9,2026-09-10
工业工程,hk01882,01882,海天国际,-2.14,-1.73,60328153.2,2026-09-10
工业工程,hk03393,03393,威胜控股,-2.23,-3.96,50444070.5,2026-09-10
工业工程,hk01133,01133,哈尔滨电气,-2.68,-4.1,168682717.7,2026-09-10
工业工程,hk00631,00631,三一国际,-2.77,-4.13,130256171.6,2026-09-10
工业工程,hk03898,03898,时代电气,-2.79,-3.0,84752927.4,2026-09-10
工业工程,hk02476,02476,胜宏科技,-3.0,-3.22,614501453.6,2026-09-10
工业工程,hk00868,00868,信义玻璃,-3.03,-2.86,65041586.5,2026-09-10
工业工程,hk01766,01766,中国中车,-3.16,-2.88,86731811.7,2026-09-10
工业工程,hk00819,00819,天能动力,-3.18,-2.34,43423932.6,2026-09-10
工业工程,hk02050,02050,三花智控,-3.21,-3.45,153215020.9,2026-09-10
工业工程,hk03808,03808,中国重汽,-3.24,-5.47,292871217.3,2026-09-10
工业工程,hk03800,03800,协鑫科技,-3.24,-4.7,123222889.7,2026-09-10
工业工程,hk01651,01651,津上机床中国,-4.13,-6.45,173341776.3,2026-09-10
工业工程,hk01286,01286,鹰普精密,-4.61,-6.05,43817735.1,2026-09-10
工业工程,hk02338,02338,潍柴动力,-4.66,-7.05,860097820.7,2026-09-10
工业工程,hk09630,09630,芯碁微装,-4.98,-5.97,151261641.2,2026-09-10
工业工程,hk07688,07688,拓璞数控,-6.86,-10.02,72369589.2,2026-09-10
工业工程,hk02865,02865,钧达股份,-8.25,-7.21,59802637.2,2026-09-10
工用支援,hk02618,02618,京东物流,-2.03,-1.19,110971166.5,2026-09-10
工用运输,hk03877,03877,中国船舶租赁,2.99,2.31,43281333.7,2026-09-10
工用运输,hk01138,01138,中远海能,2.81,-0.53,331555148.8,2026-09-10
工用运输,hk02057,02057,中通快递-W,1.17,1.17,261781332.1,2026-09-10
工用运输,hk02510,02510,德翔海运,1.16,0.71,50615265.3,2026-09-10
工用运输,hk00144,00144,招商局港口,0.5,0.3,40021196.1,2026-09-10
工用运输,hk01919,01919,中远海控,-0.24,-1.6,327929843.8,2026-09-10
工用运输,hk06198,06198,青岛港,-0.29,-2.19,45906986.0,2026-09-10
工用运输,hk00576,00576,浙江沪杭甬,-0.42,-0.65,53070001.7,2026-09-10
工用运输,hk01199,01199,中远海运港口,-0.53,-1.96,55018922.5,2026-09-10
工用运输,hk02343,02343,太平洋航运,-0.68,-2.6,92428406.1,2026-09-10
工用运输,hk01308,01308,海丰国际,-1.47,-1.15,223994763.8,2026-09-10
工用运输,hk01519,01519,极兔速递-W,-2.12,-1.82,216667860.3,2026-09-10
工用运输,hk06936,06936,顺丰控股,-4.28,-3.9,49634345.8,2026-09-10
工用运输,hk00316,00316,东方海外国际,-4.44,-4.77,199527060.4,2026-09-10
建筑,hk02442,02442,怡俊集团控股,11.84,9.54,49188000.0,2026-09-10
建筑,hk00390,00390,中国中铁,0.48,-0.29,80229792.6,2026-09-10
建筑,hk03323,03323,中国建材,-0.46,-0.87,129050856.5,2026-09-10
建筑,hk03311,03311,中国建筑国际,-0.54,-1.45,70331620.7,2026-09-10
建筑,hk06655,06655,华新建材,-0.63,-1.17,60099065.8,2026-09-10
建筑,hk00914,00914,海螺水泥,-0.74,-1.3,137412556.0,2026-09-10
建筑,hk01800,01800,中国交通建设,-1.01,-1.13,46445104.2,2026-09-10
支援服务,hk09901,09901,新东方-S,-3.41,-2.17,166390606.8,2026-09-10
旅游及消闲设施,hk00066,00066,港铁公司,1.51,1.39,155541623.4,2026-09-10
旅游及消闲设施,hk02588,02588,中银航空租赁,-0.07,-0.4,59677499.6,2026-09-10
旅游及消闲设施,hk01179,01179,华住集团-S,-1.71,-0.35,40214968.4,2026-09-10
旅游及消闲设施,hk00293,00293,国泰航空,-1.77,-1.99,218616761.3,2026-09-10
旅游及消闲设施,hk00753,00753,中国国航,-1.96,-1.83,54884372.1,2026-09-10
旅游及消闲设施,hk09987,09987,百胜中国,-2.93,-2.48,217160152.2,2026-09-10
旅游及消闲设施,hk01880,01880,中国中免,-3.43,-2.33,42341804.8,2026-09-10
旅游及消闲设施,hk09961,09961,携程集团-S,-3.75,-2.46,1244161487.9,2026-09-10
旅游及消闲设施,hk02282,02282,美高梅中国,-3.78,-3.53,51756820.0,2026-09-10
旅游及消闲设施,hk01928,01928,金沙中国有限公司,-4.0,-2.97,216659802.6,2026-09-10
旅游及消闲设施,hk00780,00780,同程旅行,-4.07,-2.35,347692814.1,2026-09-10
旅游及消闲设施,hk00027,00027,银河娱乐,-4.14,-3.43,304541777.6,2026-09-10
旅游及消闲设施,hk06862,06862,海底捞,-8.34,-4.11,969080704.7,2026-09-10
汽车,hk09863,09863,零跑汽车,-0.96,-0.62,213345990.8,2026-09-10
汽车,hk02333,02333,长城汽车,-1.24,-1.44,158139930.3,2026-09-10
汽车,hk09868,09868,小鹏集团-W,-1.57,-1.65,421415770.5,2026-09-10
汽车,hk03606,03606,福耀玻璃,-1.65,-1.35,197917776.5,2026-09-10
汽车,hk01585,01585,雅迪控股,-2.12,-2.58,107649417.3,2026-09-10
汽车,hk00179,00179,德昌电机控股,-2.23,-4.19,74072774.3,2026-09-10
汽车,hk09866,09866,蔚来-SW,-3.35,-4.51,183600067.8,2026-09-10
汽车,hk00175,00175,吉利汽车,-3.6,-2.83,649187179.2,2026-09-10
汽车,hk01316,01316,耐世特,-3.78,-3.41,48087366.0,2026-09-10
汽车,hk01211,01211,比亚迪股份,-4.09,-2.75,1747327408.4,2026-09-10
汽车,hk02015,02015,理想汽车-W,-4.48,-2.39,547917802.1,2026-09-10
汽车,hk01114,01114,BRILLIANCE CHI,-4.95,-3.29,71455495.3,2026-09-10
汽车,hk00425,00425,敏实集团,-5.25,-5.18,74411749.2,2026-09-10
汽车,hk02889,02889,博泰车联,-14.67,-8.99,82080594.2,2026-09-10
消费者主要零售商,hk01044,01044,恒安国际,-0.7,-0.19,90445956.8,2026-09-10
消费者主要零售商,hk02698,02698,乐舒适,-3.12,-2.33,51847596.5,2026-09-10
煤炭,hk01088,01088,中国神华,0.98,-0.81,519548295.0,2026-09-10
煤炭,hk00639,00639,首钢资源,0.23,-1.29,81130127.3,2026-09-10
煤炭,hk01898,01898,中煤能源,-0.3,-1.64,197201530.4,2026-09-10
煤炭,hk01171,01171,兖矿能源,-1.67,-3.7,456176201.4,2026-09-10
煤炭,hk03668,03668,兖煤澳大利亚,-2.35,-2.85,81666187.7,2026-09-10
煤炭,hk00975,00975,MONGOL MINING,-5.21,-4.86,42402847.8,2026-09-10
电讯,hk00762,00762,中国联通,2.17,1.56,402218583.2,2026-09-10
电讯,hk00728,00728,中国电信,0.88,1.21,354381017.6,2026-09-10
电讯,hk00008,00008,电讯盈科,0.33,-0.82,51630096.0,2026-09-10
电讯,hk00941,00941,中国移动,-0.15,-0.13,980366147.1,2026-09-10
电讯,hk06823,06823,香港电讯-SS,-0.43,-0.4,66362428.3,2026-09-10
电讯,hk00788,00788,中国铁塔,-0.75,-0.55,169091565.7,2026-09-10
电讯,hk02477,02477,经纬天地,-2.11,0.48,53732723.8,2026-09-10
石油及天然气,hk03899,03899,中集安瑞科,6.19,4.42,41076129.3,2026-09-10
石油及天然气,hk02883,02883,中海油田服务,3.67,2.08,125377806.7,2026-09-10
石油及天然气,hk00386,00386,中国石油化工股份,-0.68,-1.52,624151008.9,2026-09-10
石油及天然气,hk00857,00857,中国石油股份,-2.12,-3.26,828164948.9,2026-09-10
石油及天然气,hk00883,00883,中国海洋石油,-2.41,-3.1,1842392560.3,2026-09-10
石油及天然气,hk00568,00568,山东墨龙,-3.2,-4.23,234504431.7,2026-09-10
石油及天然气,hk02386,02386,中石化炼化工程,-4.53,-5.21,104777985.9,2026-09-10
纺织及服饰,hk01440,01440,应星控股,5.35,0.79,49670969.3,2026-09-10
纺织及服饰,hk03306,03306,江南布衣,4.28,7.2,49118652.0,2026-09-10
纺织及服饰,hk03998,03998,波司登,-0.47,1.04,94146697.6,2026-09-10
纺织及服饰,hk06181,06181,老铺黄金,-2.24,-3.34,404088197.3,2026-09-10
纺织及服饰,hk02313,02313,申洲国际,-2.76,-2.0,243973280.2,2026-09-10
纺织及服饰,hk01913,01913,普拉达,-3.41,-2.97,62265006.8,2026-09-10
纺织及服饰,hk01368,01368,特步国际,-3.52,-2.88,42200275.5,2026-09-10
纺织及服饰,hk02020,02020,安踏体育,-3.53,-1.97,576692155.9,2026-09-10
纺织及服饰,hk02331,02331,李宁,-4.63,-2.32,618049474.2,2026-09-10
综合企业,hk00267,00267,中信股份,0.4,-0.44,279772161.9,2026-09-10
综合企业,hk00001,00001,长和,0.11,-0.64,366690414.7,2026-09-10
综合企业,hk00019,00019,太古股份公司A,-0.47,-0.37,110886395.9,2026-09-10
药品及生物科技,hk02591,02591,银诺医药-B,6.3,2.74,69036063.2,2026-09-10
药品及生物科技,hk03696,03696,英矽智能,5.27,1.7,885169624.1,2026-09-10
药品及生物科技,hk03347,03347,泰格医药,0.42,-2.87,71864007.3,2026-09-10
药品及生物科技,hk02228,02228,晶泰控股,0.06,-0.83,295480381.2,2026-09-10
药品及生物科技,hk06821,06821,凯莱英,-0.32,-1.64,92750543.1,2026-09-10
药品及生物科技,hk07666,07666,剂泰科技-P,-0.35,-5.28,307773102.7,2026-09-10
药品及生物科技,hk02616,02616,基石药业-B,-1.12,-1.38,140499647.8,2026-09-10
药品及生物科技,hk02359,02359,药明康德,-1.32,-1.14,606614494.7,2026-09-10
药品及生物科技,hk02268,02268,药明合联,-1.43,-1.81,359643265.3,2026-09-10
药品及生物科技,hk03759,03759,康龙化成,-1.55,-1.6,124954822.3,2026-09-10
药品及生物科技,hk09887,09887,维立志博-B,-1.63,-1.9,123514224.0,2026-09-10
药品及生物科技,hk00867,00867,康哲药业,-1.94,-2.68,61890989.0,2026-09-10
药品及生物科技,hk06160,06160,百济神州,-1.96,-0.77,762333140.3,2026-09-10
药品及生物科技,hk02142,02142,和铂医药-B,-2.01,-1.73,238751990.3,2026-09-10
药品及生物科技,hk01099,01099,国药控股,-2.05,-1.27,91207154.9,2026-09-10
药品及生物科技,hk09926,09926,康方生物,-2.07,-1.53,1316531112.4,2026-09-10
药品及生物科技,hk06938,06938,瑞博生物-B,-2.08,-2.17,40491670.5,2026-09-10
药品及生物科技,hk06990,06990,科伦博泰生物,-2.17,-1.37,217906078.7,2026-09-10
药品及生物科技,hk02269,02269,药明生物,-2.87,-2.74,1330855018.4,2026-09-10
药品及生物科技,hk02186,02186,绿叶制药,-2.93,-1.88,40913288.5,2026-09-10
药品及生物科技,hk02696,02696,复宏汉霖,-2.97,-4.02,134711946.3,2026-09-10
药品及生物科技,hk01177,01177,中国生物制药,-3.0,-2.32,497069172.4,2026-09-10
药品及生物科技,hk00241,00241,阿里健康,-3.04,-1.48,161991700.3,2026-09-10
药品及生物科技,hk02096,02096,先声药业,-3.19,-3.03,46855046.0,2026-09-10
药品及生物科技,hk06127,06127,昭衍新药,-3.24,-3.53,60499679.2,2026-09-10
药品及生物科技,hk06618,06618,京东健康,-3.63,-1.76,337521343.5,2026-09-10
药品及生物科技,hk03320,03320,华润医药,-3.68,-3.7,57176945.7,2026-09-10
药品及生物科技,hk02315,02315,百奥赛图-B,-4.08,-4.68,91596387.3,2026-09-10
药品及生物科技,hk01530,01530,三生制药,-4.14,-3.78,305319117.4,2026-09-10
药品及生物科技,hk01548,01548,金斯瑞生物科技,-4.17,-4.99,1405080981.7,2026-09-10
药品及生物科技,hk06855,06855,亚盛医药,-4.24,-4.56,80506339.0,2026-09-10
药品及生物科技,hk09995,09995,荣昌生物,-4.32,-3.69,164247052.9,2026-09-10
药品及生物科技,hk00013,00013,和黄医药,-4.34,-3.4,176440579.3,2026-09-10
药品及生物科技,hk02196,02196,复星医药,-4.53,-4.51,113259716.0,2026-09-10
药品及生物科技,hk01276,01276,恒瑞医药,-4.95,-4.31,135405584.6,2026-09-10
药品及生物科技,hk01801,01801,信达生物,-5.08,-3.92,1074704153.4,2026-09-10
药品及生物科技,hk02162,02162,康诺亚-B,-5.28,-3.73,115226488.1,2026-09-10
药品及生物科技,hk01093,01093,石药集团,-5.76,-3.63,1023289981.9,2026-09-10
药品及生物科技,hk03692,03692,翰森制药,-6.0,-4.2,366734093.1,2026-09-10
药品及生物科技,hk09688,09688,再鼎医药,-6.22,-6.15,98428076.2,2026-09-10
药品及生物科技,hk09969,09969,诺诚健华,-6.4,-5.46,111321955.6,2026-09-10
药品及生物科技,hk06185,06185,康希诺生物,-7.03,-6.35,156431784.4,2026-09-10
药品及生物科技,hk09606,09606,映恩生物-B,-7.4,-7.4,174570777.9,2026-09-10
药品及生物科技,hk01779,01779,天辰生物-B,-9.03,-7.26,71180164.8,2026-09-10
药品及生物科技,hk01952,01952,云顶新耀,-10.08,-8.52,244471239.3,2026-09-10
资讯科技器材,hk06106,06106,仙工智能,17.22,14.56,82503456.2,2026-09-10
资讯科技器材,hk06810,06810,商米科技-W,8.48,5.88,54057572.0,2026-09-10
资讯科技器材,hk06166,06166,剑桥科技,3.22,4.04,1911382433.7,2026-09-10
资讯科技器材,hk01729,01729,汇聚科技,2.5,-0.52,325004501.7,2026-09-10
资讯科技器材,hk00992,00992,联想集团,1.57,-0.49,3120977811.3,2026-09-10
资讯科技器材,hk03396,03396,联想控股,0.98,-1.26,297733042.0,2026-09-10
资讯科技器材,hk02382,02382,舜宇光学科技,-0.12,-1.15,723638225.0,2026-09-10
资讯科技器材,hk06869,06869,长飞光纤光缆,-0.35,-3.38,3938306078.4,2026-09-10
资讯科技器材,hk02028,02028,映美控股,-1.25,3.86,133940976.0,2026-09-10
资讯科技器材,hk02018,02018,瑞声科技,-1.63,-2.31,202278473.4,2026-09-10
资讯科技器材,hk01415,01415,高伟电子,-2.21,-2.61,52838621.4,2026-09-10
资讯科技器材,hk00763,00763,中兴通讯,-2.57,-2.13,133936001.0,2026-09-10
资讯科技器材,hk03296,03296,华勤技术,-2.7,-2.82,59380470.6,2026-09-10
资讯科技器材,hk01810,01810,小米集团-W,-3.14,-1.74,4286733115.7,2026-09-10
资讯科技器材,hk06613,06613,蓝思科技,-3.32,-2.98,167023144.2,2026-09-10
资讯科技器材,hk03388,03388,创想三维,-4.41,-0.18,59509303.5,2026-09-10
资讯科技器材,hk03308,03308,中际旭创,-4.61,-4.43,2490289903.6,2026-09-10
资讯科技器材,hk02475,02475,立讯精密,-4.83,-5.98,165213131.8,2026-09-10
资讯科技器材,hk00285,00285,比亚迪电子,-5.34,-3.21,298436266.1,2026-09-10
资讯科技器材,hk09880,09880,优必选,-5.47,-5.79,543120553.4,2026-09-10
资讯科技器材,hk02432,02432,越疆,-5.58,-5.17,55307460.9,2026-09-10
