ticker,prefixed,code6,name,industry,date,close,chg20,m,chg1,uptrend,turnover5
00005,hk00005,00005,汇丰控股,银行,2026-09-08,164.9,2.0,-0.96,-1.61,7/8,2608785535.3
00939,hk00939,00939,建设银行,银行,2026-09-08,9.56,8.3,-0.49,0.26,5/8,2219156229.2
00857,hk00857,00857,中国石油股份,石油及天然气,2026-09-08,10.35,6.3,3.18,3.92,6/8,679377402.4
03968,hk03968,03968,招商银行,银行,2026-09-08,51.9,7.4,-0.82,0.0,6/8,711448814.4
00883,hk00883,00883,中国海洋石油,石油及天然气,2026-09-08,25.86,6.7,3.83,3.94,6/8,1545904093.4
01299,hk01299,01299,友邦保险,保险,2026-09-08,76.9,5.6,-0.47,-0.26,6/8,1730473898.8
03328,hk03328,03328,交通银行,银行,2026-09-08,7.86,7.6,-0.6,-0.25,6/8,228825870.4
00386,hk00386,00386,中国石油化工股份,石油及天然气,2026-09-08,4.915,14.0,3.6,4.02,5/8,613143221.3
02888,hk02888,02888,渣打集团,银行,2026-09-08,239.4,2.0,0.73,-0.08,6/8,193171369.0
03690,hk03690,03690,美团-W,专业零售,2026-09-08,80.6,-13.4,0.68,0.69,5/8,2910160959.6
02259,hk02259,02259,紫金黄金国际,黄金及贵金属,2026-09-08,160.0,19.6,-0.47,0.19,5/8,1091618535.7
03993,hk03993,03993,洛阳钼业,一般金属及矿石,2026-09-08,17.61,-1.6,7.09,7.57,5/8,584306449.7
00267,hk00267,00267,中信股份,综合企业,2026-09-08,13.52,13.2,-0.76,-0.59,6/8,329692948.6
00992,hk00992,00992,联想集团,资讯科技器材,2026-09-08,30.36,6.4,-5.1,-6.18,6/8,3129977446.0
06809,hk06809,06809,澜起科技,半导体,2026-09-08,276.0,4.9,2.48,-1.08,5/8,806592596.4
00016,hk00016,00016,新鸿基地产,地产,2026-09-08,119.8,2.9,1.11,0.5,5/8,683418673.3
02338,hk02338,02338,潍柴动力,工业工程,2026-09-08,31.96,-10.2,-1.24,-3.03,6/8,868809944.0
01109,hk01109,01109,华润置地,地产,2026-09-08,30.44,-7.0,0.86,1.87,5/8,1228023285.3
01339,hk01339,01339,中国人民保险集团,保险,2026-09-08,5.9,14.9,-3.76,-2.56,5/8,299236214.9
03692,hk03692,03692,翰森制药,药品及生物科技,2026-09-08,36.08,3.6,-0.34,-0.55,5/8,319468043.4
00066,hk00066,00066,港铁公司,旅游及消闲设施,2026-09-08,32.96,1.2,0.27,-0.48,5/8,136129259.3
02714,hk02714,02714,牧原股份,农业产品,2026-09-08,39.52,14.8,1.92,-0.9,7/8,224684246.0
00762,hk00762,00762,中国联通,电讯,2026-09-08,5.735,-9.5,1.64,1.24,6/8,263618714.7
06031,hk06031,06031,三一重工,工业工程,2026-09-08,19.85,4.2,0.1,0.25,6/8,62043598.1
01038,hk01038,01038,长江基建集团,公用事业,2026-09-08,65.9,7.5,0.71,0.08,6/8,90067240.6
01113,hk01113,01113,长实集团,地产,2026-09-08,47.02,0.7,0.19,0.21,6/8,235184330.8
01766,hk01766,01766,中国中车,工业工程,2026-09-08,5.41,8.1,0.66,-0.28,6/8,100254381.8
01816,hk01816,01816,中广核电力,公用事业,2026-09-08,3.09,8.0,1.08,1.64,6/8,146542403.8
02600,hk02600,02600,中国铝业,一般金属及矿石,2026-09-08,9.03,5.6,2.7,2.32,8/8,383584872.4
01988,hk01988,01988,民生银行,银行,2026-09-08,3.565,4.2,0.09,0.71,7/8,97581997.8
01888,hk01888,01888,建滔积层板,工业工程,2026-09-08,45.82,31.1,-1.23,-3.9,6/8,3651510771.5
03606,hk03606,03606,福耀玻璃,汽车,2026-09-08,55.55,-1.0,-1.27,-1.77,6/8,184084469.5
01972,hk01972,01972,太古地产,地产,2026-09-08,24.76,3.5,1.23,1.39,5/8,50533052.4
00003,hk00003,00003,香港中华煤气,公用事业,2026-09-08,7.3,7.0,2.26,1.67,5/8,178180154.8
00006,hk00006,00006,电能实业,公用事业,2026-09-08,60.65,5.5,0.47,0.17,6/8,185934260.1
03808,hk03808,03808,中国重汽,工业工程,2026-09-08,42.9,2.2,3.15,1.56,7/8,316123561.9
01177,hk01177,01177,中国生物制药,药品及生物科技,2026-09-08,5.845,16.9,6.02,6.86,5/8,486635852.9
02099,hk02099,02099,中国黄金国际,一般金属及矿石,2026-09-08,266.0,32.9,2.76,2.86,5/8,571170583.6
00083,hk00083,00083,信和置业,地产,2026-09-08,10.47,1.7,-0.34,-0.95,5/8,69171158.4
01880,hk01880,01880,中国中免,旅游及消闲设施,2026-09-08,49.8,-1.9,-0.11,-0.9,6/8,54273680.8
02015,hk02015,02015,理想汽车-W,汽车,2026-09-08,49.32,0.5,1.14,-2.14,5/8,606348167.1
06823,hk06823,06823,香港电讯-SS,电讯,2026-09-08,12.4,-4.4,0.65,0.08,5/8,72658967.2
01209,hk01209,01209,华润万象生活,地产,2026-09-08,40.8,2.5,0.97,2.26,6/8,259867291.1
00293,hk00293,00293,国泰航空,旅游及消闲设施,2026-09-08,14.5,-1.6,0.36,-0.07,5/8,1288373516.5
01138,hk01138,01138,中远海能,工用运输,2026-09-08,17.99,32.5,3.26,3.81,5/8,294369819.2
00902,hk00902,00902,华能国际电力股份,公用事业,2026-09-08,5.765,-1.3,1.97,1.86,8/8,149832911.9
09926,hk09926,09926,康方生物,药品及生物科技,2026-09-08,96.2,-5.6,-0.19,0.21,6/8,1494868045.8
00753,hk00753,00753,中国国航,旅游及消闲设施,2026-09-08,3.815,-6.6,-0.09,-0.65,5/8,66415974.7
01876,hk01876,01876,百威亚太,食物饮品,2026-09-08,6.115,-4.5,3.13,1.24,6/8,198107426.9
00019,hk00019,00019,太古股份公司A,综合企业,2026-09-08,107.7,3.1,1.52,0.94,6/8,99510463.2
01258,hk01258,01258,中国有色矿业,一般金属及矿石,2026-09-08,17.18,13.0,4.14,4.5,5/8,217185857.8
02688,hk02688,02688,新奥能源,公用事业,2026-09-08,51.4,10.0,3.82,3.8,7/8,150686723.0
00270,hk00270,00270,粤海投资,公用事业,2026-09-08,8.915,8.1,1.18,1.25,7/8,64771582.0
02799,hk02799,02799,中信金融资产,其他金融,2026-09-08,0.655,10.1,-1.47,0.0,7/8,53888914.4
03958,hk03958,03958,东方证券,其他金融,2026-09-08,5.8,4.7,-2.07,-1.02,5/8,53119719.2
00960,hk00960,00960,龙湖集团,地产,2026-09-08,6.225,-2.4,2.61,3.49,5/8,162483540.6
02442,hk02442,02442,怡俊集团控股,建筑,2026-09-08,145.0,131.3,20.64,16.94,7/8,40843200.0
00991,hk00991,00991,大唐发电,公用事业,2026-09-08,2.72,11.2,3.85,2.64,8/8,76011733.7
06821,hk06821,06821,凯莱英,药品及生物科技,2026-09-08,140.3,10.1,5.69,6.53,6/8,125827750.7
