ticker,prefixed,code6,name,industry,date,close,chg20,m,chg1,uptrend,turnover5
00762,hk00762,00762,中国联通,电讯,2026-09-09,5.775,-8.7,1.45,0.7,7/8,332792818.0
06031,hk06031,06031,三一重工,工业工程,2026-09-09,20.26,6.6,1.93,2.07,6/8,60681307.7
01038,hk01038,01038,长江基建集团,公用事业,2026-09-09,66.3,8.7,0.89,0.61,6/8,97683699.5
01113,hk01113,01113,长实集团,地产,2026-09-09,48.1,3.6,2.22,2.3,6/8,261510899.4
01766,hk01766,01766,中国中车,工业工程,2026-09-09,5.385,7.5,-0.4,-0.46,5/8,93758410.1
01816,hk01816,01816,中广核电力,公用事业,2026-09-09,3.105,10.1,0.98,0.49,6/8,143650952.8
02600,hk02600,02600,中国铝业,一般金属及矿石,2026-09-09,8.9,1.4,-0.15,-1.44,8/8,406385144.4
01888,hk01888,01888,建滔积层板,工业工程,2026-09-09,48.0,24.0,4.29,4.76,6/8,3618541668.0
06869,hk06869,06869,长飞光纤光缆,资讯科技器材,2026-09-09,183.6,39.7,8.1,7.24,6/8,4216721558.9
03606,hk03606,03606,福耀玻璃,汽车,2026-09-09,55.6,-1.1,-0.73,0.09,5/8,197095773.4
01972,hk01972,01972,太古地产,地产,2026-09-09,24.84,3.2,0.74,0.32,6/8,56633216.4
01171,hk01171,01171,兖矿能源,煤炭,2026-09-09,13.79,10.1,4.04,2.76,5/8,467151908.0
00358,hk00358,00358,江西铜业股份,一般金属及矿石,2026-09-09,39.28,3.4,4.82,2.29,5/8,423868232.0
00006,hk00006,00006,电能实业,公用事业,2026-09-09,61.15,6.7,0.99,0.82,7/8,200717879.3
01208,hk01208,01208,五矿资源,一般金属及矿石,2026-09-09,9.78,10.1,4.2,1.66,5/8,458443508.8
03808,hk03808,03808,中国重汽,工业工程,2026-09-09,44.64,7.8,5.37,4.06,6/8,323363358.8
02050,hk02050,02050,三花智控,工业工程,2026-09-09,25.48,-3.4,1.1,1.19,6/8,159815956.4
01177,hk01177,01177,中国生物制药,药品及生物科技,2026-09-09,5.61,13.9,-0.97,-4.02,5/8,553113532.8
02099,hk02099,02099,中国黄金国际,一般金属及矿石,2026-09-09,276.4,36.3,5.31,3.91,5/8,459167463.3
00836,hk00836,00836,华润电力,公用事业,2026-09-09,19.16,4.8,1.96,1.38,5/8,211291276.5
01997,hk01997,01997,九龙仓置业,地产,2026-09-09,31.74,-0.6,1.15,1.15,5/8,116900244.5
00914,hk00914,00914,海螺水泥,建筑,2026-09-09,16.97,-4.2,1.26,0.77,5/8,139706575.9
06823,hk06823,06823,香港电讯-SS,电讯,2026-09-09,12.39,-3.8,0.07,-0.08,5/8,67702767.9
01209,hk01209,01209,华润万象生活,地产,2026-09-09,40.56,-1.1,-0.14,-0.59,5/8,270991687.1
02268,hk02268,02268,药明合联,药品及生物科技,2026-09-09,74.4,16.4,1.0,-0.4,5/8,414981494.1
00293,hk00293,00293,国泰航空,旅游及消闲设施,2026-09-09,14.57,-1.6,0.57,0.48,5/8,231327654.0
01138,hk01138,01138,中远海能,工用运输,2026-09-09,18.91,36.6,6.92,5.11,7/8,375992661.3
00902,hk00902,00902,华能国际电力股份,公用事业,2026-09-09,5.895,1.3,3.35,2.25,8/8,179686013.7
00390,hk00390,00390,中国中铁,建筑,2026-09-09,3.42,-1.0,1.55,1.18,6/8,82367045.4
01876,hk01876,01876,百威亚太,食物饮品,2026-09-09,6.045,-4.9,-0.14,-1.14,5/8,195573673.3
00019,hk00019,00019,太古股份公司A,综合企业,2026-09-09,107.1,4.1,-0.02,-0.56,6/8,112779549.4
01072,hk01072,01072,东方电气,工业工程,2026-09-09,21.16,-9.6,5.63,5.38,5/8,78185735.5
01258,hk01258,01258,中国有色矿业,一般金属及矿石,2026-09-09,17.71,17.0,5.25,3.08,6/8,244150422.4
00522,hk00522,00522,ASMPT,半导体,2026-09-09,169.0,-0.3,3.9,4.71,7/8,516971298.5
00291,hk00291,00291,华润啤酒,食物饮品,2026-09-09,19.02,-15.5,-0.41,-1.5,5/8,277251796.9
01989,hk01989,01989,广合科技,工业工程,2026-09-09,127.6,-1.0,3.66,1.19,6/8,170151045.6
09626,hk09626,09626,哔哩哔哩-W,媒体及娱乐,2026-09-09,125.0,-9.9,1.29,0.81,5/8,1421479682.5
02688,hk02688,02688,新奥能源,公用事业,2026-09-09,51.45,9.1,1.96,0.1,8/8,172974765.2
00270,hk00270,00270,粤海投资,公用事业,2026-09-09,8.96,10.0,1.11,0.5,6/8,66139909.9
03200,hk03200,03200,大族数控,工业工程,2026-09-09,107.0,-1.0,1.21,0.94,6/8,169036886.0
02442,hk02442,02442,怡俊集团控股,建筑,2026-09-09,141.5,108.1,8.05,-2.41,6/8,45111200.0
00991,hk00991,00991,大唐发电,公用事业,2026-09-09,2.815,15.6,5.23,3.49,8/8,108384440.1
06198,hk06198,06198,青岛港,工用运输,2026-09-09,7.745,13.6,4.37,2.86,8/8,45191006.0
06821,hk06821,06821,凯莱英,药品及生物科技,2026-09-09,140.4,11.3,3.0,0.07,6/8,109406643.5
02727,hk02727,02727,上海电气,工业工程,2026-09-09,3.1,-4.0,0.96,0.81,5/8,43077674.0
03668,hk03668,03668,兖煤澳大利亚,煤炭,2026-09-09,36.48,14.1,2.12,0.72,8/8,73881070.6
02196,hk02196,02196,复星医药,药品及生物科技,2026-09-09,17.29,1.7,1.33,0.17,6/8,97226346.5
03396,hk03396,03396,联想控股,资讯科技器材,2026-09-09,18.98,9.6,3.86,7.96,6/8,319236226.2
09880,hk09880,09880,优必选,资讯科技器材,2026-09-09,85.55,-5.8,0.54,1.12,5/8,564548926.6
00008,hk00008,00008,电讯盈科,电讯,2026-09-09,5.48,-0.2,2.38,1.86,7/8,50655391.8
06088,hk06088,06088,FIT HON TENG,工业工程,2026-09-09,5.655,8.3,5.87,7.31,7/8,142504899.0
00868,hk00868,00868,信义玻璃,工业工程,2026-09-09,9.09,-1.4,-0.64,-0.16,5/8,76037312.5
00392,hk00392,00392,北京控股,公用事业,2026-09-09,31.5,5.7,0.18,-0.94,5/8,45026029.6
06166,hk06166,06166,剑桥科技,资讯科技器材,2026-09-09,118.7,37.7,3.28,-1.82,8/8,1704995729.2
02282,hk02282,02282,美高梅中国,旅游及消闲设施,2026-09-09,10.47,1.5,0.08,-2.15,6/8,49479922.2
01729,hk01729,01729,汇聚科技,资讯科技器材,2026-09-09,19.25,16.7,8.01,7.42,8/8,278180157.7
01193,hk01193,01193,华润燃气,公用事业,2026-09-09,17.37,9.5,1.68,-0.8,7/8,80147718.0
02788,hk02788,02788,创新实业,一般金属及矿石,2026-09-09,18.22,-4.8,5.18,5.75,6/8,68145450.3
02331,hk02331,02331,李宁,纺织及服饰,2026-09-09,13.37,-8.4,-4.09,-6.04,5/8,601172278.0
02883,hk02883,02883,中海油田服务,石油及天然气,2026-09-09,7.685,8.8,3.52,0.46,5/8,81240165.6
03347,hk03347,03347,泰格医药,药品及生物科技,2026-09-09,43.16,4.5,7.01,3.8,5/8,69712595.3
03931,hk03931,03931,中创新航,工业工程,2026-09-09,17.32,-10.0,-0.11,0.81,5/8,62828426.0
03330,hk03330,03330,灵宝黄金,黄金及贵金属,2026-09-09,24.16,6.4,3.8,2.37,5/8,576576697.2
06655,hk06655,06655,华新建材,建筑,2026-09-09,17.04,18.7,1.08,0.12,7/8,64669462.3
01879,hk01879,01879,曦智科技-P,半导体,2026-09-09,371.4,7.6,12.29,19.19,6/8,284032835.9
03320,hk03320,03320,华润医药,药品及生物科技,2026-09-09,4.465,-8.8,0.13,-0.56,6/8,51040715.7
00631,hk00631,00631,三一国际,工业工程,2026-09-09,10.18,37.1,3.72,1.7,6/8,141409051.0
02225,hk02225,02225,今海医疗科技,其他医疗保健,2026-09-09,6.475,30.0,27.89,13.0,7/8,98438487.8
01788,hk01788,01788,国泰君安国际,其他金融,2026-09-09,2.885,0.7,0.17,0.0,5/8,58297455.6
03696,hk03696,03696,英矽智能,药品及生物科技,2026-09-09,53.0,15.2,7.21,4.23,7/8,805492870.6
02510,hk02510,02510,德翔海运,工用运输,2026-09-09,14.09,52.3,0.96,1.44,5/8,58170296.2
02386,hk02386,02386,中石化炼化工程,石油及天然气,2026-09-09,5.95,15.0,2.3,0.0,7/8,109361318.2
02525,hk02525,02525,禾赛-W,软件服务,2026-09-09,18.51,-1.5,1.34,2.04,5/8,193504326.4
02343,hk02343,02343,太平洋航运,工用运输,2026-09-09,4.43,11.2,3.85,3.75,5/8,88319068.7
01199,hk01199,01199,中远海运港口,工用运输,2026-09-09,5.86,16.0,3.37,2.81,8/8,52251608.6
02400,hk02400,02400,心动公司,软件服务,2026-09-09,41.24,-3.7,-4.59,-5.37,5/8,239226954.1
02419,hk02419,02419,德康农牧,农业产品,2026-09-09,60.45,12.9,-0.98,-0.41,5/8,86001921.0
01651,hk01651,01651,津上机床中国,工业工程,2026-09-09,53.0,-12.7,4.1,5.79,6/8,149821443.3
09606,hk09606,09606,映恩生物-B,药品及生物科技,2026-09-09,183.9,-5.6,0.28,-1.45,5/8,165274877.9
00179,hk00179,00179,德昌电机控股,汽车,2026-09-09,19.56,-1.3,3.87,5.27,6/8,75689530.8
09858,hk09858,09858,优然牧业,食物饮品,2026-09-09,4.435,10.0,0.71,1.6,6/8,100531632.5
00317,hk00317,00317,中船防务,工业工程,2026-09-09,14.8,24.8,8.11,6.25,8/8,94629091.3
01396,hk01396,01396,粤港湾智算,软件服务,2026-09-09,11.8,7.4,1.4,0.25,8/8,58682604.4
01910,hk01910,01910,新秀丽,纺织及服饰,2026-09-09,12.53,-7.7,-1.25,-1.26,5/8,54704617.8
07666,hk07666,07666,剂泰科技-P,药品及生物科技,2026-09-09,18.37,45.6,14.62,4.55,7/8,279411256.1
00068,hk00068,00068,群核科技,软件服务,2026-09-09,11.2,16.3,-4.23,-9.02,7/8,236515118.0
00639,hk00639,00639,首钢资源,煤炭,2026-09-09,3.1,14.4,3.21,1.97,7/8,77953840.9
09636,hk09636,09636,九方智投控股,软件服务,2026-09-09,29.8,1.8,1.15,2.26,5/8,40284952.4
02590,hk02590,02590,极智嘉-W,资讯科技器材,2026-09-09,9.35,-5.1,-0.2,0.11,5/8,119698559.8
09911,hk09911,09911,赤子城科技,媒体及娱乐,2026-09-09,8.945,8.8,0.4,1.53,6/8,80562899.7
01196,hk01196,01196,伟禄科技股份,工业工程,2026-09-09,10.91,62.0,6.84,3.61,8/8,79542177.7
01686,hk01686,01686,新意网集团,软件服务,2026-09-09,5.68,15.7,1.27,0.98,6/8,52207593.9
02616,hk02616,02616,基石药业-B,药品及生物科技,2026-09-09,6.165,5.8,0.31,-0.16,7/8,120248057.1
00517,hk00517,00517,中远海运国际,工业工程,2026-09-09,6.79,18.1,-0.33,-0.59,5/8,40840183.0
00565,hk00565,00565,锦艺集团控股,地产,2026-09-09,4.365,43.8,6.78,3.93,7/8,54770709.0
00826,hk00826,00826,天工国际,一般金属及矿石,2026-09-09,3.235,10.4,1.53,0.15,6/8,55422856.0
02218,hk02218,02218,安德利果汁,食物饮品,2026-09-09,26.4,24.8,18.08,14.78,7/8,48738868.0
07688,hk07688,07688,拓璞数控,工业工程,2026-09-09,20.56,21.1,7.03,10.84,7/8,74800638.8
03268,hk03268,03268,美格智能,资讯科技器材,2026-09-09,20.5,17.2,-4.9,-6.48,5/8,78623824.0
09678,hk09678,09678,云知声,软件服务,2026-09-09,87.25,19.0,-1.7,-4.85,7/8,552088373.5
01610,hk01610,01610,中粮家佳康,农业产品,2026-09-09,1.25,11.6,2.42,-1.19,7/8,56897781.6
00568,hk00568,00568,山东墨龙,石油及天然气,2026-09-09,5.085,2.5,2.99,-0.97,8/8,212590695.7
02028,hk02028,02028,映美控股,资讯科技器材,2026-09-09,3.11,103.3,3.36,-5.76,6/8,134914906.0
00708,hk00708,00708,恒大汽车,汽车,2025-03-31,0.17,-10.1,1.64,1.19,5/8,52271369.1
02591,hk02591,02591,银诺医药-B,药品及生物科技,2026-09-09,3.835,-46.0,6.72,3.79,5/8,61912461.6
06182,hk06182,06182,乙德投资控股,建筑,2026-09-09,0.66,40.4,10.14,10.0,5/8,70607336.0
