ticker,prefixed,code6,name,industry,date,close,chg20,m,chg1,uptrend,turnover5
00005,hk00005,00005,汇丰控股,银行,2026-09-09,166.0,2.9,-0.04,0.67,7/8,2507918921.4
00857,hk00857,00857,中国石油股份,石油及天然气,2026-09-09,10.43,9.7,2.33,0.77,5/8,711859564.3
00883,hk00883,00883,中国海洋石油,石油及天然气,2026-09-09,25.82,7.8,1.66,-0.15,7/8,1714661825.6
01088,hk01088,01088,中国神华,煤炭,2026-09-09,46.86,9.0,3.33,2.72,5/8,481108154.1
00386,hk00386,00386,中国石油化工股份,石油及天然气,2026-09-09,4.92,15.6,1.83,0.1,5/8,607010600.0
02888,hk02888,02888,渣打集团,银行,2026-09-09,242.6,3.8,1.48,1.34,6/8,204682795.4
02259,hk02259,02259,紫金黄金国际,黄金及贵金属,2026-09-09,163.2,20.4,1.69,2.0,5/8,1036659322.7
03993,hk03993,03993,洛阳钼业,一般金属及矿石,2026-09-09,17.8,-1.7,4.8,1.08,5/8,584535173.4
00267,hk00267,00267,中信股份,综合企业,2026-09-09,13.78,15.9,1.17,1.92,6/8,297645385.8
00992,hk00992,00992,联想集团,资讯科技器材,2026-09-09,32.42,11.6,3.46,6.79,6/8,3278332935.3
00016,hk00016,00016,新鸿基地产,地产,2026-09-09,118.3,0.6,-1.05,-1.25,5/8,633093650.1
02338,hk02338,02338,潍柴动力,工业工程,2026-09-09,34.02,-6.5,5.36,6.45,6/8,855582471.2
01378,hk01378,01378,中国宏桥,一般金属及矿石,2026-09-09,24.46,0.1,4.59,4.0,5/8,652590182.2
00066,hk00066,00066,港铁公司,旅游及消闲设施,2026-09-09,33.1,2.5,0.29,0.42,5/8,134260386.7
00002,hk00002,00002,中电控股,公用事业,2026-09-09,79.05,1.5,2.37,2.33,5/8,226613806.8
02714,hk02714,02714,牧原股份,农业产品,2026-09-09,39.42,14.3,-0.32,-0.25,7/8,174709089.2
