industry,prefixed,code6,name,m,chg1,turnover5,date
一般金属及矿石,hk00826,00826,天工国际,1.35,1.28,63109980.9,2026-09-07
一般金属及矿石,hk02600,02600,中国铝业,1.31,0.74,364779037.3,2026-09-07
一般金属及矿石,hk01164,01164,中广核矿业,0.93,0.82,91898939.5,2026-09-07
一般金属及矿石,hk02099,02099,中国黄金国际,0.13,-0.39,620635677.0,2026-09-07
一般金属及矿石,hk03858,03858,佳鑫国际资源,0.02,0.27,158235108.0,2026-09-07
一般金属及矿石,hk01258,01258,中国有色矿业,-0.16,-0.72,183052334.1,2026-09-07
一般金属及矿石,hk01378,01378,中国宏桥,-0.18,-1.03,622081403.3,2026-09-07
一般金属及矿石,hk03993,03993,洛阳钼业,-0.31,-0.49,430757793.2,2026-09-07
一般金属及矿石,hk00358,00358,江西铜业股份,-0.35,0.05,345429100.1,2026-09-07
一般金属及矿石,hk01208,01208,五矿资源,-1.82,-1.03,422872206.5,2026-09-07
一般金属及矿石,hk00769,00769,中国稀土,-2.18,0.0,93342314.1,2025-06-18
一般金属及矿石,hk09696,09696,天齐锂业,-2.34,0.17,142721517.4,2026-09-07
一般金属及矿石,hk01772,01772,赣锋锂业,-2.58,-0.55,424306920.2,2026-09-07
一般金属及矿石,hk02788,02788,创新实业,-3.11,-4.85,43207618.3,2026-09-07
一般金属及矿石,hk02362,02362,金川国际,-3.6,-3.03,96336876.0,2025-03-27
专业零售,hk09988,09988,阿里巴巴-W,0.3,-0.45,8555941343.4,2026-09-07
专业零售,hk03690,03690,美团-W,0.22,-2.08,3366113229.2,2026-09-07
专业零售,hk09618,09618,京东集团-SW,-0.15,-1.45,942262866.7,2026-09-07
专业零售,hk09896,09896,名创优品,-0.85,-0.95,120773294.6,2026-09-07
专业零售,hk00590,00590,六福集团,-0.89,-1.82,41548491.3,2026-09-07
专业零售,hk01929,01929,周大福,-1.58,-0.91,245669906.7,2026-09-07
专业零售,hk02685,02685,量化派,-1.61,-1.59,196568443.5,2026-09-07
保险,hk02628,02628,中国人寿,0.48,-1.1,1665172590.9,2026-09-07
保险,hk01299,01299,友邦保险,-0.05,-0.52,1969242585.4,2026-09-07
保险,hk01336,01336,新华保险,-0.84,-2.96,549512575.9,2026-09-07
保险,hk02318,02318,中国平安,-0.87,-1.57,2516918392.8,2026-09-07
保险,hk02328,02328,中国财险,-1.31,-1.82,541379183.5,2026-09-07
保险,hk00966,00966,中国太平,-1.6,-3.53,176045261.5,2026-09-07
保险,hk01339,01339,中国人民保险集团,-1.75,-3.12,349251195.5,2026-09-07
保险,hk06963,06963,阳光保险,-2.41,-3.86,103844528.6,2026-09-07
保险,hk06060,06060,众安在线,-2.42,-3.18,103983080.6,2026-09-07
保险,hk02601,02601,中国太保,-2.87,-3.81,364363814.0,2026-09-07
保险,hk02672,02672,白鸽在线,-32.39,-34.97,66531940.4,2026-09-07
公用事业,hk00991,00991,大唐发电,2.68,1.73,64085875.1,2026-09-07
公用事业,hk01038,01038,长江基建集团,1.33,1.23,88192777.2,2026-09-07
公用事业,hk00916,00916,龙源电力,1.26,0.37,83359049.4,2026-09-07
公用事业,hk00003,00003,香港中华煤气,1.05,1.13,177199839.7,2026-09-07
公用事业,hk00006,00006,电能实业,0.7,0.41,183981469.5,2026-09-07
公用事业,hk00902,00902,华能国际电力股份,0.63,0.71,139619122.6,2026-09-07
公用事业,hk00002,00002,中电控股,0.29,-0.13,269139177.6,2026-09-07
公用事业,hk00836,00836,华润电力,0.18,0.05,175260229.4,2026-09-07
公用事业,hk01193,01193,华润燃气,0.11,-0.24,55277244.1,2026-09-07
公用事业,hk00392,00392,北京控股,0.08,0.19,52793129.2,2026-09-07
公用事业,hk02688,02688,新奥能源,0.07,-0.16,140436013.5,2026-09-07
公用事业,hk00270,00270,粤海投资,-0.03,-0.11,70949749.7,2026-09-07
公用事业,hk02380,02380,中国电力,-0.23,0.54,80443030.8,2026-09-07
公用事业,hk00384,00384,中国燃气,-0.36,-0.35,69636346.4,2026-09-07
公用事业,hk01816,01816,中广核电力,-0.74,-1.62,149778123.2,2026-09-07
公用事业,hk00135,00135,昆仑能源,-2.02,-1.62,59299182.9,2026-09-07
公用事业,hk00371,00371,北控水务集团,-3.1,-4.03,44867184.5,2026-09-07
其他医疗保健,hk02225,02225,今海医疗科技,10.45,14.05,44537212.2,2026-09-07
其他医疗保健,hk02145,02145,上美股份,4.87,3.23,43525214.4,2026-09-07
其他医疗保健,hk01833,01833,平安好医生,2.84,0.92,47950918.1,2026-09-07
其他医疗保健,hk01112,01112,H&H国际控股,1.53,0.0,41813659.7,2026-09-07
其他医疗保健,hk02276,02276,康耐特光学,1.52,1.71,65680824.0,2026-09-07
其他医疗保健,hk01318,01318,毛戈平,0.23,-0.6,78522944.8,2026-09-07
其他医疗保健,hk06699,06699,时代天使,-0.36,-1.87,90192093.8,2026-09-07
其他医疗保健,hk02526,02526,德适-B,-0.46,2.5,61051779.0,2026-09-07
其他医疗保健,hk02367,02367,巨子生物,-0.79,-2.33,64381231.5,2026-09-07
其他医疗保健,hk00853,00853,微创医疗,-3.11,-2.64,56502380.5,2026-08-31
其他医疗保健,hk02252,02252,微创机器人-B,-5.18,-3.73,98923377.9,2026-08-31
其他医疗保健,hk01609,01609,天星医疗,-19.23,-13.73,53262099.0,2026-09-07
其他金融,hk02858,02858,易鑫集团,0.11,-2.49,41949165.0,2026-09-07
其他金融,hk01788,01788,国泰君安国际,-0.05,0.0,61887417.6,2026-09-07
其他金融,hk03908,03908,中金公司,-0.2,-2.01,594103165.7,2026-09-07
其他金融,hk03360,03360,远东宏信,-0.21,0.14,45858486.7,2026-09-07
其他金融,hk06066,06066,中信建投证券,-0.49,-1.87,71974550.0,2026-09-07
其他金融,hk00388,00388,香港交易所,-0.56,-1.17,1359793203.8,2026-09-07
其他金融,hk06030,06030,中信证券,-0.63,-1.83,349704227.8,2026-09-07
其他金融,hk06886,06886,华泰证券,-0.67,-2.05,210456929.4,2026-09-07
其他金融,hk01776,01776,广发证券,-0.72,-2.03,153011338.9,2026-09-07
其他金融,hk02611,02611,国泰海通,-1.01,-2.08,202269816.0,2026-09-07
其他金融,hk03958,03958,东方证券,-1.5,-2.9,56028798.8,2026-09-07
其他金融,hk06881,06881,中国银河,-1.78,-2.57,157078821.8,2026-09-07
其他金融,hk02799,02799,中信金融资产,-1.79,-4.38,52480233.4,2026-09-07
其他金融,hk01359,01359,中国信达,-1.92,-3.19,62309326.8,2026-09-07
其他金融,hk06099,06099,招商证券,-1.96,-3.05,63143474.9,2026-09-07
其他金融,hk06806,06806,申万宏源,-2.11,-3.24,41233011.4,2026-09-07
其他金融,hk00290,00290,国富量子,-2.57,-3.13,68112846.0,2026-09-07
农业产品,hk02714,02714,牧原股份,6.24,1.94,235611762.4,2026-09-07
