industry,prefixed,code6,name,m,chg1,turnover5,date
一般金属及矿石,hk02788,02788,创新实业,4.36,2.16,44783406.7,2026-09-04
一般金属及矿石,hk01378,01378,中国宏桥,1.52,0.6,714214186.3,2026-09-04
一般金属及矿石,hk02099,02099,中国黄金国际,1.14,0.46,756546599.6,2026-09-04
一般金属及矿石,hk02600,02600,中国铝业,1.08,0.0,335366110.6,2026-09-04
一般金属及矿石,hk00826,00826,天工国际,0.9,0.0,105227578.9,2026-09-04
一般金属及矿石,hk01258,01258,中国有色矿业,0.75,0.06,235064117.8,2026-09-04
一般金属及矿石,hk03993,03993,洛阳钼业,0.01,-1.02,593535264.2,2026-09-04
一般金属及矿石,hk01164,01164,中广核矿业,-0.54,-0.61,128612709.7,2026-09-04
一般金属及矿石,hk00358,00358,江西铜业股份,-1.02,-1.56,501241466.6,2026-09-04
一般金属及矿石,hk03858,03858,佳鑫国际资源,-1.05,-0.89,175474037.2,2026-09-04
一般金属及矿石,hk01208,01208,五矿资源,-1.86,-3.76,503854229.3,2026-09-04
一般金属及矿石,hk00769,00769,中国稀土,-2.18,0.0,93342314.1,2025-06-18
一般金属及矿石,hk02362,02362,金川国际,-3.6,-3.03,96336876.0,2025-03-27
一般金属及矿石,hk01772,01772,赣锋锂业,-5.18,-4.04,466088174.3,2026-09-04
一般金属及矿石,hk09696,09696,天齐锂业,-5.63,-4.7,163892313.2,2026-09-04
专业零售,hk03690,03690,美团-W,5.11,5.28,4466281701.9,2026-09-04
专业零售,hk09618,09618,京东集团-SW,2.47,3.27,1087294557.3,2026-09-04
专业零售,hk00590,00590,六福集团,2.07,1.85,56858080.8,2026-09-04
专业零售,hk09988,09988,阿里巴巴-W,1.21,2.42,9558117329.2,2026-09-04
专业零售,hk09896,09896,名创优品,0.42,0.05,201173469.2,2026-09-04
专业零售,hk02685,02685,量化派,0.3,0.99,199718471.0,2026-09-04
专业零售,hk01929,01929,周大福,-2.08,0.33,319214828.3,2026-09-04
专业零售,hk00881,00881,中升控股,-3.04,-0.55,42329325.6,2026-09-04
保险,hk01336,01336,新华保险,4.41,2.93,618781226.8,2026-09-04
保险,hk00966,00966,中国太平,3.79,3.0,184639166.6,2026-09-04
保险,hk06963,06963,阳光保险,3.58,3.11,107885716.3,2026-09-04
保险,hk01339,01339,中国人民保险集团,3.13,1.71,353776883.6,2026-09-04
保险,hk02628,02628,中国人寿,3.04,3.28,1756196843.9,2026-09-04
保险,hk02601,02601,中国太保,1.88,1.16,364364288.9,2026-09-04
保险,hk06060,06060,众安在线,1.64,1.22,110111546.5,2026-09-04
保险,hk02318,02318,中国平安,1.24,0.35,3088532778.3,2026-09-04
保险,hk01299,01299,友邦保险,1.13,0.26,2287334674.1,2026-09-04
保险,hk02328,02328,中国财险,1.04,0.57,641692037.0,2026-09-04
公用事业,hk01816,01816,中广核电力,1.97,1.31,189310039.7,2026-09-04
公用事业,hk00371,00371,北控水务集团,1.82,1.46,56272843.4,2026-09-04
公用事业,hk00991,00991,大唐发电,1.8,1.56,71358298.3,2026-09-04
公用事业,hk00916,00916,龙源电力,1.4,2.2,101515143.3,2026-09-04
公用事业,hk00257,00257,光大环境,0.89,1.01,42239598.1,2026-09-04
公用事业,hk00006,00006,电能实业,0.87,0.5,206319674.2,2026-09-04
公用事业,hk01193,01193,华润燃气,0.72,0.85,90895036.2,2026-09-04
公用事业,hk02688,02688,新奥能源,0.54,0.53,202522053.4,2026-09-04
公用事业,hk00002,00002,中电控股,0.52,0.85,306028085.1,2026-09-04
公用事业,hk01038,01038,长江基建集团,0.42,0.08,102621336.5,2026-09-04
公用事业,hk00836,00836,华润电力,0.32,0.21,185673110.1,2026-09-04
公用事业,hk00384,00384,中国燃气,0.3,-0.26,94475877.3,2026-09-04
公用事业,hk00270,00270,粤海投资,0.14,-0.06,107074716.1,2026-09-04
公用事业,hk00003,00003,香港中华煤气,-0.06,0.07,206917210.4,2026-09-04
公用事业,hk00902,00902,华能国际电力股份,-0.06,-1.23,150709514.2,2026-09-04
公用事业,hk00392,00392,北京控股,-0.31,-0.26,96853849.2,2026-09-04
公用事业,hk00956,00956,新天绿色能源,-0.88,-1.06,44769395.5,2026-09-04
公用事业,hk00135,00135,昆仑能源,-1.04,-0.13,76822779.1,2026-09-04
公用事业,hk02380,02380,中国电力,-1.25,-1.59,244091219.3,2026-09-04
其他医疗保健,hk01833,01833,平安好医生,3.26,4.39,49931198.7,2026-09-04
其他医疗保健,hk01112,01112,H&H国际控股,3.13,3.87,47838267.7,2026-09-04
其他医疗保健,hk06699,06699,时代天使,3.04,3.62,105000114.8,2026-09-04
其他医疗保健,hk02367,02367,巨子生物,2.9,3.5,80589954.0,2026-09-04
其他医疗保健,hk02145,02145,上美股份,2.6,4.21,45973041.6,2026-09-04
其他医疗保健,hk01318,01318,毛戈平,1.65,2.65,102551495.2,2026-09-04
其他医疗保健,hk02276,02276,康耐特光学,-0.53,0.14,70366865.1,2026-09-04
其他医疗保健,hk00853,00853,微创医疗,-3.11,-2.64,56502380.5,2026-08-31
其他医疗保健,hk02252,02252,微创机器人-B,-5.18,-3.73,98923377.9,2026-08-31
其他医疗保健,hk01609,01609,天星医疗,-13.06,-8.18,55263549.0,2026-09-04
其他金融,hk02799,02799,中信金融资产,5.83,3.79,47636484.9,2026-09-04
其他金融,hk02858,02858,易鑫集团,4.58,4.78,51918428.5,2026-09-04
其他金融,hk00697,00697,首程控股,4.52,3.3,48523794.1,2026-09-04
其他金融,hk03958,03958,东方证券,2.73,2.03,56937694.2,2026-09-04
其他金融,hk01359,01359,中国信达,2.62,2.17,58468475.9,2026-09-04
其他金融,hk06886,06886,华泰证券,2.56,2.96,215957385.2,2026-09-04
其他金融,hk03908,03908,中金公司,2.41,2.91,681008887.8,2026-09-04
其他金融,hk06066,06066,中信建投证券,2.28,2.68,73544765.0,2026-09-04
其他金融,hk01776,01776,广发证券,2.07,2.29,156876398.4,2026-09-04
其他金融,hk02611,02611,国泰海通,1.98,1.72,220792705.3,2026-09-04
其他金融,hk06030,06030,中信证券,1.89,1.87,434470027.1,2026-09-04
其他金融,hk06099,06099,招商证券,1.56,2.01,65770442.4,2026-09-04
其他金融,hk00290,00290,国富量子,1.36,1.74,68907458.0,2026-09-04
其他金融,hk00388,00388,香港交易所,1.15,1.34,1559650388.5,2026-09-04
其他金融,hk06881,06881,中国银河,1.07,1.33,165344494.1,2026-09-04
其他金融,hk01788,01788,国泰君安国际,-0.12,-0.17,59016395.5,2026-09-04
其他金融,hk01428,01428,耀才证券金融,-0.29,0.34,41435964.8,2026-09-04
其他金融,hk03360,03360,远东宏信,-0.95,-0.43,65657052.8,2026-09-04
农业产品,hk02714,02714,牧原股份,8.4,9.21,234522030.8,2026-09-04
农业产品,hk02419,02419,德康农牧,5.48,4.64,99543593.8,2026-09-04
半导体,hk01879,01879,曦智科技-P,7.2,1.67,84241738.4,2026-09-04
半导体,hk06809,06809,澜起科技,0.44,1.24,772603333.4,2026-09-04
半导体,hk03277,03277,长光辰芯,-0.06,-3.22,65653482.3,2026-09-04
半导体,hk03223,03223,君正股份,-0.5,-0.99,45929470.0,2026-09-04
半导体,hk09903,09903,天数智芯,-0.87,-4.62,751263132.8,2026-09-04
半导体,hk00522,00522,ASMPT,-0.96,-2.1,291280119.0,2026-09-04
半导体,hk03986,03986,兆易创新,-1.13,-0.43,845986870.1,2026-09-04
半导体,hk02577,02577,英诺赛科,-1.47,-2.22,191303829.0,2026-09-04
半导体,hk00981,00981,中芯国际,-1.57,-1.25,3104075376.4,2026-09-04
半导体,hk02631,02631,天岳先进,-2.38,-2.83,82655942.8,2026-09-04
半导体,hk06082,06082,壁仞科技,-3.63,-1.14,735138755.6,2026-09-04
半导体,hk01385,01385,上海复旦,-3.79,-3.81,92475317.6,2026-09-04
半导体,hk01347,01347,华虹宏力,-8.06,-8.43,3038422192.0,2026-09-04
原材料,hk01866,01866,中国心连心化肥,0.89,0.0,60368123.8,2026-09-04
原材料,hk01907,01907,中国旭阳集团,-0.33,2.45,64611486.4,2026-09-04
原材料,hk00189,00189,东岳集团,-1.97,-1.14,387683320.1,2026-09-04
原材料,hk02689,02689,玖龙纸业,-2.05,-0.75,87471187.0,2026-09-04
地产,hk01918,01918,融创中国,13.01,14.29,308203306.8,2026-09-04
地产,hk00960,00960,龙湖集团,7.73,8.4,266464843.4,2026-09-04
地产,hk00123,00123,越秀地产,6.88,4.27,116248434.2,2026-09-04
地产,hk02007,02007,碧桂园,6.76,6.42,83736453.4,2026-09-04
地产,hk02202,02202,万科企业,6.48,6.16,93267819.2,2026-09-04
地产,hk00817,00817,中国金茂,4.34,2.96,236994943.1,2026-09-04
地产,hk00016,00016,新鸿基地产,4.09,3.64,799836912.3,2026-09-04
地产,hk01209,01209,华润万象生活,3.93,2.03,345200295.1,2026-09-04
地产,hk00017,00017,新世界发展,3.87,2.66,49137634.3,2026-09-04
地产,hk00119,00119,保利置业集团,3.54,2.66,47165313.5,2026-09-04
地产,hk02423,02423,贝壳-W,3.22,3.27,523642750.2,2026-09-04
地产,hk01030,01030,新城发展,3.12,1.74,52945051.7,2026-09-04
地产,hk01113,01113,长实集团,3.03,2.11,293743379.2,2026-09-04
地产,hk01972,01972,太古地产,2.86,2.65,63411400.4,2026-09-04
地产,hk03900,03900,绿城中国,2.58,2.08,201227614.4,2026-09-04
地产,hk09993,09993,金辉控股,2.58,3.12,110822092.0,2026-09-04
地产,hk01109,01109,华润置地,2.19,0.13,1959688510.1,2026-09-04
地产,hk00688,00688,中国海外发展,2.1,0.0,885973026.7,2026-09-04
地产,hk00083,00083,信和置业,2.03,2.33,158066574.1,2026-09-04
地产,hk00012,00012,恒基地产,1.81,2.38,373186389.6,2026-09-04
地产,hk01997,01997,九龙仓置业,1.33,2.74,153460166.0,2026-09-04
地产,hk00101,00101,恒隆地产,0.75,0.56,55347722.5,2026-09-04
地产,hk00683,00683,嘉里建设,0.74,0.43,45691907.7,2026-09-04
地产,hk01908,01908,建发国际集团,-0.12,-1.88,276384768.1,2026-09-04
媒体及娱乐,hk00136,00136,中国儒意,11.3,11.43,466175515.9,2026-09-04
媒体及娱乐,hk02723,02723,深演智能,8.03,9.02,166510976.8,2026-09-04
媒体及娱乐,hk00917,00917,趣致集团,7.24,7.26,56409519.8,2026-09-04
媒体及娱乐,hk00772,00772,阅文集团,6.54,8.36,315273155.2,2026-09-04
媒体及娱乐,hk01357,01357,美图公司,4.95,5.77,373807824.4,2026-09-04
媒体及娱乐,hk09888,09888,百度集团-W,4.03,4.81,1354124824.5,2026-09-04
媒体及娱乐,hk01860,01860,汇量科技,3.77,6.55,177381007.9,2026-09-04
媒体及娱乐,hk09911,09911,赤子城科技,3.57,5.24,86732466.3,2026-09-04
媒体及娱乐,hk01060,01060,大麦娱乐,2.36,2.04,54643472.0,2026-09-04
媒体及娱乐,hk01797,01797,东方甄选,1.21,0.38,255032783.5,2026-09-04
媒体及娱乐,hk01024,01024,快手-W,0.83,2.75,1897264638.9,2026-09-04
媒体及娱乐,hk09626,09626,哔哩哔哩-W,-0.0,1.42,447290503.5,2026-09-04
家庭电器及用品,hk00325,00325,布鲁可,4.64,4.22,75321808.7,2026-09-04
家庭电器及用品,hk00668,00668,安克创新,3.16,0.58,72354166.9,2026-09-04
家庭电器及用品,hk00669,00669,创科实业,3.1,3.22,791233087.6,2026-09-04
家庭电器及用品,hk06690,06690,海尔智家,2.47,2.08,301505347.1,2026-09-04
家庭电器及用品,hk00300,00300,美的集团,0.48,0.3,690037221.3,2026-09-04
家庭电器及用品,hk09992,09992,泡泡玛特,0.0,0.39,823970916.8,2026-09-04
家庭电器及用品,hk01070,01070,TCL电子,-0.9,-1.94,160041012.1,2026-09-04
家庭电器及用品,hk06969,06969,思摩尔国际,-3.87,-3.82,140289394.9,2026-09-04
工业工程,hk07688,07688,拓璞数控,15.92,15.85,63049963.8,2026-09-04
工业工程,hk06656,06656,思格新能,7.22,6.67,86686320.3,2026-09-04
工业工程,hk00317,00317,中船防务,7.1,5.95,45012238.0,2026-09-04
工业工程,hk01651,01651,津上机床中国,4.19,3.33,53340320.1,2026-09-04
工业工程,hk01196,01196,伟禄科技股份,4.11,3.43,80227460.1,2026-09-04
工业工程,hk00868,00868,信义玻璃,4.02,2.83,136535944.7,2026-09-04
工业工程,hk03800,03800,协鑫科技,3.61,5.07,534161713.2,2026-09-04
工业工程,hk02338,02338,潍柴动力,3.57,2.82,780404702.3,2026-09-04
工业工程,hk06031,06031,三一重工,3.1,2.5,111522371.9,2026-09-04
工业工程,hk03808,03808,中国重汽,3.02,1.83,377806418.0,2026-09-04
工业工程,hk02727,02727,上海电气,2.73,1.67,52767578.6,2026-09-04
工业工程,hk01133,01133,哈尔滨电气,2.26,1.72,70015716.6,2026-09-04
工业工程,hk01766,01766,中国中车,1.58,2.09,120202973.4,2026-09-04
工业工程,hk01688,01688,领益智造,1.51,0.3,88807223.0,2026-09-04
工业工程,hk01157,01157,中联重科,1.35,2.21,62444566.0,2026-09-04
工业工程,hk00631,00631,三一国际,1.08,-1.87,143151483.9,2026-09-04
工业工程,hk00968,00968,信义光能,1.01,1.41,326935864.0,2026-09-04
工业工程,hk03931,03931,中创新航,0.99,0.7,64975184.2,2026-09-04
工业工程,hk01072,01072,东方电气,0.71,1.11,87889737.8,2026-09-04
工业工程,hk06088,06088,FIT HON TENG,0.57,-0.84,111638905.2,2026-09-04
工业工程,hk03750,03750,宁德时代,0.56,1.23,1471442770.0,2026-09-04
