industry,prefixed,m,chg1,date
专业服务,usRDVT.OQ,4.71,6.94,2026-09-03
专业服务,usFA.OQ,3.63,4.73,2026-09-03
专业服务,usCPRT.OQ,3.59,4.42,2026-09-03
专业服务,usSEZL.OQ,3.21,1.2,2026-09-03
专业服务,usRELX.N,3.05,4.27,2026-09-03
专业服务,usEFOR.N,2.71,3.08,2026-09-03
专业服务,usTNET.N,2.4,3.07,2026-09-03
专业服务,usGPGI.N,2.1,-2.04,2026-09-03
专业服务,usFCN.N,1.89,2.25,2026-09-03
专业服务,usCART.OQ,1.66,0.37,2026-09-03
专业服务,usVSEC.OQ,1.6,3.06,2026-09-03
专业服务,usICFI.OQ,1.56,1.91,2026-09-03
专业服务,usKFY.N,1.54,2.39,2026-09-03
专业服务,usNSP.N,1.54,2.57,2026-09-03
专业服务,usEFX.N,1.43,1.95,2026-09-03
专业服务,usADT.N,1.03,0.27,2026-09-03
专业服务,usLZ.OQ,0.9,-1.84,2026-09-03
专业服务,usCBZ.N,0.84,0.83,2026-09-03
专业服务,usAMTM.N,0.83,1.06,2026-09-03
专业服务,usSTN.N,0.79,0.52,2026-09-03
专业服务,usCTAS.OQ,0.74,1.49,2026-09-03
专业服务,usMAN.N,0.73,2.06,2026-09-03
专业服务,usBAM.N,0.53,1.25,2026-09-03
专业服务,usHURN.OQ,0.36,0.93,2026-09-03
专业服务,usCRAI.OQ,0.28,0.95,2026-09-03
专业服务,usRBA.N,0.1,0.45,2026-09-03
专业服务,usOPLN.N,-0.13,0.78,2026-09-03
专业服务,usVRSK.OQ,-0.26,1.3,2026-09-03
专业服务,usEXPO.OQ,-0.36,0.03,2026-09-03
专业服务,usRTO.N,-0.38,-0.46,2026-09-03
专业服务,usUNF.N,-0.4,-0.06,2026-09-03
专业服务,usMGRC.OQ,-0.51,0.38,2026-09-03
专业服务,usHCSG.OQ,-0.54,-0.28,2026-09-03
专业服务,usTIC.N,-0.83,-0.75,2026-09-03
专业服务,usPCTY.OQ,-1.08,-0.11,2026-09-03
专业服务,usRHI.N,-1.29,0.23,2026-09-03
专业服务,usACVA.N,-1.72,-1.03,2026-09-03
专业服务,usKFRC.N,-1.86,-0.17,2026-09-03
专业服务,usBCO.N,-2.0,-1.04,2026-09-03
专业服务,usGRAB.OQ,-2.58,-3.12,2026-09-03
专用设备,usCNH.N,7.31,1.39,2026-09-03
专用设备,usLNN.N,4.62,2.28,2026-09-03
专用设备,usOSK.N,3.19,2.27,2026-09-03
专用设备,usTEX.N,2.29,1.54,2026-09-03
专用设备,usALG.N,2.27,0.13,2026-09-03
专用设备,usFSS.N,1.85,1.77,2026-09-03
专用设备,usAGCO.N,1.78,-0.69,2026-09-03
专用设备,usDE.N,1.74,-0.57,2026-09-03
专用设备,usPCAR.OQ,1.54,1.95,2026-09-03
专用设备,usASTE.OQ,0.91,0.19,2026-09-03
专用设备,usPLOW.N,0.16,-0.79,2026-09-03
专用设备,usTRN.N,-0.03,0.39,2026-09-03
专用设备,usWAB.N,-0.06,0.36,2026-09-03
专用设备,usGBX.N,-0.4,0.09,2026-09-03
专用设备,usCMI.N,-1.47,-0.98,2026-09-03
专用设备,usTTC.N,-6.24,-6.84,2026-09-03
互联网服务,usTTD.OQ,6.7,3.71,2026-09-03
互联网服务,usSTUB.N,5.1,5.66,2026-09-03
互联网服务,usTWLO.N,4.99,6.06,2026-09-03
互联网服务,usMETA.OQ,4.51,3.01,2026-09-03
互联网服务,usNUTX.OQ,4.08,2.96,2026-09-03
互联网服务,usGENI.N,3.86,2.83,2026-09-03
互联网服务,usSRAD.OQ,3.78,1.47,2026-09-03
互联网服务,usNBIS.OQ,3.69,3.2,2026-09-03
互联网服务,usDBX.OQ,3.29,3.48,2026-09-03
互联网服务,usFOUR.N,3.13,-0.09,2026-09-03
互联网服务,usCNXC.OQ,3.1,1.48,2026-09-03
互联网服务,usZ.OQ,3.01,2.2,2026-09-03
互联网服务,usGDDY.N,2.96,1.73,2026-09-03
互联网服务,usBOX.N,2.76,3.96,2026-09-03
互联网服务,usWRD.OQ,2.71,2.08,2026-09-03
互联网服务,usMQ.OQ,2.66,0.95,2026-09-03
互联网服务,usOKTA.OQ,2.64,4.46,2026-09-03
互联网服务,usBL.OQ,2.59,3.26,2026-09-03
互联网服务,usSHOP.OQ,2.51,2.83,2026-09-03
互联网服务,usZG.OQ,2.45,1.69,2026-09-03
互联网服务,usDOCN.N,2.06,4.32,2026-09-03
互联网服务,usRELY.OQ,1.73,0.37,2026-09-03
互联网服务,usGOOG.OQ,1.65,1.59,2026-09-03
互联网服务,usGOOGL.OQ,1.65,1.59,2026-09-03
互联网服务,usSPOT.N,1.55,0.13,2026-09-03
互联网服务,usCLBT.OQ,1.5,2.75,2026-09-03
互联网服务,usVRSN.OQ,1.45,1.17,2026-09-03
互联网服务,usNTNX.OQ,1.4,1.84,2026-09-03
互联网服务,usEQIX.OQ,1.33,2.12,2026-09-03
互联网服务,usMTCH.OQ,1.24,-0.02,2026-09-03
互联网服务,usSPSC.OQ,1.02,1.68,2026-09-03
互联网服务,usDOCU.OQ,0.97,0.89,2026-09-03
互联网服务,usBIDU.OQ,0.95,1.31,2026-09-03
互联网服务,usPPLI.OQ,0.75,0.13,2026-09-03
互联网服务,usNET.N,0.7,4.32,2026-09-03
互联网服务,usVNET.OQ,0.62,1.32,2026-09-03
互联网服务,usMELI.OQ,0.6,-0.77,2026-09-03
互联网服务,usFIVN.OQ,0.55,1.52,2026-09-03
互联网服务,usAPPN.OQ,0.49,2.33,2026-09-03
互联网服务,usALRM.OQ,0.47,0.32,2026-09-03
互联网服务,usBRZE.OQ,0.44,0.94,2026-09-03
互联网服务,usEBAY.OQ,0.3,-0.79,2026-09-03
互联网服务,usAKAM.OQ,0.29,1.34,2026-09-03
互联网服务,usJOYY.OQ,0.23,0.04,2026-09-03
互联网服务,usSE.N,0.18,0.26,2026-09-03
互联网服务,usCSGP.OQ,0.15,1.34,2026-09-03
互联网服务,usEVER.OQ,0.11,-0.75,2026-09-03
互联网服务,usTOST.N,0.05,-0.32,2026-09-03
互联网服务,usDV.N,-0.1,0.0,2026-09-03
互联网服务,usQTWO.N,-0.16,0.11,2026-09-03
互联网服务,usGTM.OQ,-0.2,0.73,2026-09-03
互联网服务,usAPP.OQ,-0.58,-1.71,2026-09-03
互联网服务,usYELP.N,-1.05,-1.2,2026-09-03
互联网服务,usAPPF.OQ,-1.29,-0.31,2026-09-03
互联网服务,usCMPR.OQ,-1.34,-2.62,2026-09-03
互联网服务,usCARG.OQ,-1.85,-1.16,2026-09-03
互联网服务,usATHM.N,-1.97,-1.73,2026-09-03
互联网服务,usQNST.OQ,-2.16,-2.34,2026-09-03
互联网服务,usPINS.N,-2.23,-1.74,2026-09-03
互联网服务,usTRIP.OQ,-2.69,-3.33,2026-09-03
互联网服务,usBZ.OQ,-3.14,-2.66,2026-09-03
互联网服务,usBAND.OQ,-3.22,-0.97,2026-09-03
互联网服务,usWIX.OQ,-7.2,-6.33,2026-09-03
休闲服务,usSGHC.N,3.89,2.76,2026-09-03
休闲服务,usRSI.N,3.12,2.29,2026-09-03
休闲服务,usPENN.OQ,2.97,1.84,2026-09-03
休闲服务,usFTDR.OQ,2.68,2.04,2026-09-03
休闲服务,usCHDN.OQ,2.51,1.23,2026-09-03
休闲服务,usQSR.N,2.27,1.76,2026-09-03
休闲服务,usFLUT.N,2.26,0.35,2026-09-03
休闲服务,usSHAK.N,1.9,2.06,2026-09-03
休闲服务,usSCI.N,1.82,2.08,2026-09-03
休闲服务,usMCRI.OQ,1.71,1.7,2026-09-03
休闲服务,usBYD.N,1.31,1.42,2026-09-03
休闲服务,usIHG.N,1.23,0.16,2026-09-03
休闲服务,usABNB.OQ,1.21,1.09,2026-09-03
休闲服务,usTH.OQ,1.21,0.82,2026-09-03
休闲服务,usARMK.N,1.19,0.99,2026-09-03
休闲服务,usRRR.OQ,1.08,0.44,2026-09-03
休闲服务,usLTH.N,0.95,-0.92,2026-09-03
休闲服务,usHRB.N,0.94,1.19,2026-09-03
休闲服务,usDPZ.OQ,0.93,0.1,2026-09-03
休闲服务,usDKNG.OQ,0.84,-0.08,2026-09-03
休闲服务,usLVS.N,0.74,-0.07,2026-09-03
休闲服务,usMTN.N,0.62,-0.18,2026-09-03
休闲服务,usHLT.N,0.56,0.91,2026-09-03
休闲服务,usMSGS.N,0.55,0.01,2026-09-03
休闲服务,usH.N,0.45,0.22,2026-09-03
休闲服务,usYUM.N,0.42,0.84,2026-09-03
休闲服务,usWYNN.OQ,0.4,0.04,2026-09-03
休闲服务,usPLNT.N,0.4,-0.35,2026-09-03
休闲服务,usBATRK.OQ,0.35,-0.96,2026-09-03
休闲服务,usDRI.N,0.25,-0.9,2026-09-03
休闲服务,usMAR.OQ,0.24,0.88,2026-09-03
休闲服务,usFUN.N,0.22,-2.84,2026-09-03
休闲服务,usVICI.N,0.21,0.16,2026-09-03
休闲服务,usCZR.OQ,-0.02,-0.03,2026-09-03
休闲服务,usHGV.N,-0.15,-0.74,2026-09-03
休闲服务,usSG.N,-0.2,-0.74,2026-09-03
休闲服务,usMGM.N,-0.22,-0.75,2026-09-03
休闲服务,usRCL.N,-0.26,-0.02,2026-09-03
休闲服务,usNCLH.N,-0.31,0.13,2026-09-03
休闲服务,usMMYT.OQ,-0.33,-0.95,2026-09-03
休闲服务,usCCL.N,-0.57,-1.1,2026-09-03
休闲服务,usMCD.N,-0.58,-0.51,2026-09-03
休闲服务,usSBUX.OQ,-0.6,-0.84,2026-09-03
休闲服务,usATAT.OQ,-0.71,-1.23,2026-09-03
休闲服务,usLLYVA.OQ,-0.79,-1.06,2026-09-03
休闲服务,usCHH.N,-0.87,-1.0,2026-09-03
休闲服务,usWING.OQ,-0.94,-2.55,2026-09-03
休闲服务,usWH.N,-0.94,-0.41,2026-09-03
休闲服务,usLLYVK.OQ,-0.95,-1.18,2026-09-03
休闲服务,usCAVA.N,-1.05,-0.19,2026-09-03
休闲服务,usEAT.N,-1.08,-0.92,2026-09-03
休闲服务,usOSW.OQ,-1.18,1.69,2026-09-03
休闲服务,usPZZA.OQ,-1.18,-0.35,2026-09-03
休闲服务,usTNL.N,-1.19,-1.22,2026-09-03
休闲服务,usCBRL.OQ,-1.2,-1.37,2026-09-03
休闲服务,usHTHT.OQ,-1.27,-0.87,2026-09-03
休闲服务,usVAC.N,-1.33,-0.81,2026-09-03
休闲服务,usCAKE.OQ,-1.39,-1.28,2026-09-03
休闲服务,usCMG.N,-1.43,-2.47,2026-09-03
休闲服务,usTXRH.OQ,-1.47,-0.95,2026-09-03
休闲服务,usBH.N,-1.57,-2.15,2026-09-03
休闲服务,usBKNG.OQ,-1.6,-2.24,2026-09-03
休闲服务,usEXPE.OQ,-1.79,-1.6,2026-09-03
休闲服务,usBLMN.OQ,-2.14,-2.01,2026-09-03
休闲服务,usDASH.OQ,-2.26,-1.87,2026-09-03
休闲服务,usYUMC.N,-2.39,-2.37,2026-09-03
休闲服务,usDNUT.OQ,-2.66,-4.02,2026-09-03
休闲服务,usCHA.OQ,-2.97,-2.15,2026-09-03
休闲服务,usBROS.N,-3.08,-3.93,2026-09-03
休闲服务,usJMKE.N,-3.21,-2.81,2026-09-03
休闲服务,usFWRG.OQ,-4.18,-3.39,2026-09-03
休闲服务,usWEN.OQ,-4.45,-4.37,2026-09-03
休闲服务,usBJRI.OQ,-4.48,-3.11,2026-09-03
休闲服务,usTCOM.OQ,-5.68,-5.11,2026-09-03
公路铁路,usCP.N,1.47,1.97,2026-09-03
公路铁路,usCNI.N,1.14,1.42,2026-09-03
公路铁路,usUBER.N,0.05,-0.64,2026-09-03
公路铁路,usCSX.OQ,-0.07,0.7,2026-09-03
公路铁路,usUNP.N,-1.02,-0.2,2026-09-03
公路铁路,usNSC.N,-1.67,-0.68,2026-09-03
其他家电,usNWL.OQ,0.83,1.51,2026-09-03
其他建材,usROCK.OQ,4.11,3.46,2026-09-03
其他建材,usAAON.OQ,3.83,4.51,2026-09-03
其他建材,usJHX.N,3.11,4.11,2026-09-03
其他建材,usCX.N,2.82,2.74,2026-09-03
其他建材,usAOS.N,2.59,2.14,2026-09-03
其他建材,usCARR.N,2.56,2.61,2026-09-03
其他建材,usLII.N,2.5,3.23,2026-09-03
其他建材,usJCI.N,2.29,2.14,2026-09-03
其他建材,usAMRZ.N,2.19,2.42,2026-09-03
其他建材,usFND.N,2.17,2.98,2026-09-03
其他建材,usGFF.N,2.13,2.0,2026-09-03
其他建材,usWMS.N,1.66,1.65,2026-09-03
其他建材,usAZZ.N,1.27,1.7,2026-09-03
其他建材,usREZI.N,0.99,0.72,2026-09-03
其他建材,usALLE.N,0.94,0.32,2026-09-03
其他建材,usCSW.N,0.88,1.25,2026-09-03
其他建材,usBLDR.N,0.86,1.73,2026-09-03
其他建材,usAWI.N,0.65,1.02,2026-09-03
其他建材,usMAS.N,0.63,0.68,2026-09-03
其他建材,usUFPI.OQ,0.21,0.35,2026-09-03
其他建材,usATKR.N,0.05,0.11,2026-09-03
其他建材,usEXP.N,-0.03,-0.55,2026-09-03
其他建材,usOC.N,-0.1,0.34,2026-09-03
其他建材,usSSD.N,-0.14,0.29,2026-09-03
其他建材,usCRH.N,-0.54,-0.68,2026-09-03
其他建材,usTREX.N,-0.63,-0.09,2026-09-03
其他建材,usMLM.N,-0.89,-1.57,2026-09-03
其他建材,usVMC.N,-1.33,-1.4,2026-09-03
其他建材,usFBIN.N,-2.14,-1.59,2026-09-03
其他建材,usADIG.N,-3.23,-4.04,2026-09-03
其他电气设备,usBE.N,10.12,8.41,2026-09-03
其他电气设备,usFPS.N,3.41,4.01,2026-09-03
其他电气设备,usEROC.N,2.87,4.46,2026-09-03
其他电气设备,usRUN.OQ,2.68,-0.33,2026-09-03
其他电气设备,usHUBB.N,2.57,2.24,2026-09-03
其他电气设备,usDPC.N,2.51,5.3,2026-09-03
其他电气设备,usNVT.N,2.48,2.65,2026-09-03
其他电气设备,usRRX.N,2.17,1.14,2026-09-03
其他电气设备,usPSIX.OQ,1.92,2.05,2026-09-03
其他电气设备,usENPH.OQ,1.7,2.22,2026-09-03
其他电气设备,usAMSC.OQ,1.59,1.83,2026-09-03
其他电气设备,usARRY.OQ,1.45,-0.66,2026-09-03
其他电气设备,usPOWL.OQ,1.38,2.73,2026-09-03
其他电气设备,usALNT.OQ,1.35,1.71,2026-09-03
其他电气设备,usROK.N,1.3,0.69,2026-09-03
其他电气设备,usST.N,1.22,-0.05,2026-09-03
其他电气设备,usETN.N,1.06,1.6,2026-09-03
其他电气设备,usFELE.OQ,0.95,1.72,2026-09-03
其他电气设备,usBW.N,0.9,1.42,2026-09-03
其他电气设备,usEMR.N,0.64,0.83,2026-09-03
其他电气设备,usGNRC.N,0.64,1.25,2026-09-03
其他电气设备,usAME.N,0.51,0.43,2026-09-03
其他电气设备,usPLUG.OQ,0.3,0.96,2026-09-03
其他电气设备,usBRC.N,0.0,0.18,2026-09-03
其他电气设备,usAYI.N,-0.3,-0.64,2026-09-03
其他电气设备,usENS.N,-0.63,-0.05,2026-09-03
其他电气设备,usVICR.OQ,-1.26,-1.56,2026-09-03
其他电气设备,usFCEL.OQ,-6.27,1.88,2026-09-03
其他轻工,usHLF.N,3.88,0.08,2026-09-03
其他轻工,usHNST.OQ,2.76,2.27,2026-09-03
其他轻工,usVSTS.N,2.58,3.04,2026-09-03
其他轻工,usCOTY.N,2.03,1.03,2026-09-03
其他轻工,usPBI.N,1.87,1.03,2026-09-03
其他轻工,usSPB.N,0.81,-0.99,2026-09-03
其他轻工,usEPC.N,0.63,0.35,2026-09-03
其他轻工,usBTI.N,0.43,0.52,2026-09-03
其他轻工,usMLKN.OQ,0.42,0.13,2026-09-03
其他轻工,usHNI.N,0.28,-0.25,2026-09-03
其他轻工,usELF.N,0.25,0.05,2026-09-03
其他轻工,usCL.N,0.21,-0.01,2026-09-03
其他轻工,usMO.N,0.21,-0.1,2026-09-03
其他轻工,usPG.N,0.15,-0.49,2026-09-03
其他轻工,usMSA.N,-0.07,-0.43,2026-09-03
其他轻工,usKVUE.N,-0.08,-0.94,2026-09-03
其他轻工,usEL.N,-0.17,-0.29,2026-09-03
其他轻工,usUVV.N,-0.21,-0.67,2026-09-03
其他轻工,usKMB.OQ,-0.37,-1.22,2026-09-03
其他轻工,usUL.N,-0.51,-0.51,2026-09-03
其他轻工,usPM.N,-0.75,-0.94,2026-09-03
其他轻工,usCHD.N,-0.86,-0.73,2026-09-03
其他轻工,usCLX.N,-0.9,0.02,2026-09-03
其他轻工,usHLN.N,-1.22,-0.5,2026-09-03
其他轻工,usTPB.N,-1.23,0.13,2026-09-03
其他轻工,usODC.N,-1.56,-1.67,2026-09-03
其他轻工,usODD.OQ,-1.64,-2.48,2026-09-03
其他轻工,usCENTA.OQ,-1.71,-1.58,2026-09-03
其他轻工,usENR.N,-1.86,-1.29,2026-09-03
其他轻工,usBRBR.N,-1.92,-2.99,2026-09-03
其他轻工,usTILE.OQ,-1.93,-1.25,2026-09-03
其他轻工,usIPAR.OQ,-2.43,-2.1,2026-09-03
其他轻工,usREYN.OQ,-3.82,-3.11,2026-09-03
农业,usCTVA.N,0.54,-1.5,2026-09-03
农业,usADM.N,0.11,-1.17,2026-09-03
农业,usDOLE.N,-0.39,-1.14,2026-09-03
农业,usBG.N,-0.67,-2.23,2026-09-03
农业,usINGR.N,-1.53,-0.9,2026-09-03
农业,usDMC.N,-1.87,-2.5,2026-09-03
农业,usDAR.N,-2.4,-2.77,2026-09-03
化学制品,usBLBD.OQ,5.02,3.16,2026-09-03
化学制品,usPRM.N,4.55,3.69,2026-09-03
化学制品,usFMC.N,3.98,-2.63,2026-09-03
