industry,prefixed,m,chg1,date
休闲服务,usNCLH.N,-3.83,-1.89,2026-09-10
休闲服务,usCAKE.OQ,-4.07,-2.36,2026-09-10
休闲服务,usFWRG.OQ,-4.51,-0.8,2026-09-10
休闲服务,usBROS.N,-4.63,-3.38,2026-09-10
休闲服务,usMMYT.OQ,-5.01,0.04,2026-09-10
休闲服务,usCBRL.OQ,-5.48,-3.34,2026-09-10
休闲服务,usSHAK.N,-5.8,-2.08,2026-09-10
休闲服务,usBLMN.OQ,-7.18,-4.09,2026-09-10
休闲服务,usCAVA.N,-7.51,-4.44,2026-09-10
休闲服务,usFUN.N,-8.49,-4.34,2026-09-10
公路铁路,usCSX.OQ,0.57,1.39,2026-09-10
公路铁路,usUBER.N,-0.04,2.08,2026-09-10
公路铁路,usUNP.N,-0.36,0.37,2026-09-10
公路铁路,usNSC.N,-0.8,0.0,2026-09-10
公路铁路,usCNI.N,-0.92,-0.56,2026-09-10
公路铁路,usCP.N,-2.04,-1.37,2026-09-10
其他家电,usNWL.OQ,-4.09,-2.17,2026-09-10
其他建材,usADIG.N,3.3,3.63,2026-09-10
其他建材,usATKR.N,0.15,-0.05,2026-09-10
其他建材,usMLM.N,-1.09,-0.1,2026-09-10
其他建材,usVMC.N,-1.67,0.28,2026-09-10
其他建材,usJCI.N,-1.75,-1.46,2026-09-10
其他建材,usAZZ.N,-1.77,-1.28,2026-09-10
其他建材,usALLE.N,-1.82,-0.3,2026-09-10
其他建材,usAAON.OQ,-2.14,-0.65,2026-09-10
其他建材,usLII.N,-2.32,-0.84,2026-09-10
其他建材,usCX.N,-2.39,-1.75,2026-09-10
其他建材,usREZI.N,-2.43,-0.26,2026-09-10
其他建材,usGFF.N,-2.68,-2.35,2026-09-10
其他建材,usOC.N,-2.7,-0.92,2026-09-10
其他建材,usFND.N,-2.74,-1.49,2026-09-10
其他建材,usCSW.N,-2.99,-1.58,2026-09-10
其他建材,usEXP.N,-3.02,-1.69,2026-09-10
其他建材,usUFPI.OQ,-3.21,-2.27,2026-09-10
其他建材,usSSD.N,-3.21,-2.37,2026-09-10
其他建材,usAMRZ.N,-3.27,-1.29,2026-09-10
其他建材,usAOS.N,-3.29,-1.94,2026-09-10
其他建材,usCRH.N,-3.32,-1.89,2026-09-10
其他建材,usCARR.N,-3.41,-2.26,2026-09-10
其他建材,usAWI.N,-3.91,-2.68,2026-09-10
其他建材,usMAS.N,-4.04,-2.51,2026-09-10
其他建材,usTREX.N,-4.25,-4.02,2026-09-10
其他建材,usROCK.OQ,-4.29,-2.56,2026-09-10
其他建材,usJHX.N,-4.37,-2.49,2026-09-10
其他建材,usWMS.N,-4.48,-3.51,2026-09-10
其他建材,usFBIN.N,-4.51,-2.41,2026-09-10
其他建材,usBLDR.N,-5.77,-3.94,2026-09-10
其他电气设备,usDPC.N,0.92,4.51,2026-09-10
其他电气设备,usARRY.OQ,-0.39,1.56,2026-09-10
其他电气设备,usST.N,-0.5,0.38,2026-09-10
其他电气设备,usENS.N,-0.59,-0.04,2026-09-10
其他电气设备,usLYTS.OQ,-0.63,-0.05,2026-09-10
其他电气设备,usENPH.OQ,-1.06,0.38,2026-09-10
其他电气设备,usAME.N,-1.17,-0.86,2026-09-10
其他电气设备,usHUBB.N,-1.44,-0.56,2026-09-10
其他电气设备,usALNT.OQ,-1.45,-1.8,2026-09-10
其他电气设备,usROK.N,-1.67,-1.11,2026-09-10
其他电气设备,usFELE.OQ,-1.7,-1.14,2026-09-10
其他电气设备,usETN.N,-1.74,-1.46,2026-09-10
其他电气设备,usEMR.N,-1.98,-1.31,2026-09-10
其他电气设备,usPOWL.OQ,-2.33,-1.87,2026-09-10
其他电气设备,usNVT.N,-2.54,-2.13,2026-09-10
其他电气设备,usAYI.N,-2.62,-1.42,2026-09-10
其他电气设备,usBRC.N,-2.74,-1.74,2026-09-10
其他电气设备,usRRX.N,-3.07,-1.94,2026-09-10
其他电气设备,usGNRC.N,-3.24,-2.58,2026-09-10
其他电气设备,usAMSC.OQ,-3.47,-2.22,2026-09-10
其他电气设备,usRUN.OQ,-3.47,-1.93,2026-09-10
其他电气设备,usBE.N,-3.59,-4.01,2026-09-10
其他电气设备,usBW.N,-3.76,-3.5,2026-09-10
其他电气设备,usPLUG.OQ,-3.93,-2.76,2026-09-10
其他电气设备,usPSIX.OQ,-4.21,-4.25,2026-09-10
其他电气设备,usVICR.OQ,-5.07,-3.17,2026-09-10
其他电气设备,usFCEL.OQ,-5.77,-5.91,2026-09-10
其他电气设备,usFPS.N,-7.15,-5.78,2026-09-10
其他电气设备,usEROC.N,-7.99,-6.31,2026-09-10
其他轻工,usODD.OQ,8.72,-2.85,2026-09-10
其他轻工,usPM.N,2.7,2.19,2026-09-10
其他轻工,usMO.N,0.91,1.33,2026-09-10
其他轻工,usBTI.N,0.15,0.98,2026-09-10
其他轻工,usCL.N,-0.44,-0.15,2026-09-10
其他轻工,usUVV.N,-0.44,-0.15,2026-09-10
其他轻工,usREYN.OQ,-0.62,0.09,2026-09-10
其他轻工,usPG.N,-0.9,0.23,2026-09-10
其他轻工,usHLN.N,-0.94,-0.11,2026-09-10
其他轻工,usPBI.N,-1.11,-1.16,2026-09-10
其他轻工,usSPB.N,-1.31,-0.04,2026-09-10
其他轻工,usCENTA.OQ,-1.85,-0.09,2026-09-10
其他轻工,usKVUE.N,-1.88,0.23,2026-09-10
其他轻工,usHLF.N,-1.91,-2.77,2026-09-10
其他轻工,usVSTS.N,-1.98,-0.61,2026-09-10
其他轻工,usIPAR.OQ,-2.24,-1.01,2026-09-10
其他轻工,usCLX.N,-2.32,-0.95,2026-09-10
其他轻工,usUL.N,-2.39,-1.38,2026-09-10
其他轻工,usCHD.N,-2.4,-1.31,2026-09-10
其他轻工,usEPC.N,-2.4,-0.78,2026-09-10
其他轻工,usKMB.OQ,-2.64,-0.22,2026-09-10
其他轻工,usTPB.N,-2.76,-1.72,2026-09-10
其他轻工,usENR.N,-2.89,-0.79,2026-09-10
其他轻工,usMSA.N,-2.93,-1.91,2026-09-10
其他轻工,usHNI.N,-3.6,-2.09,2026-09-10
其他轻工,usTILE.OQ,-4.11,-1.91,2026-09-10
其他轻工,usEL.N,-4.13,-2.33,2026-09-10
其他轻工,usBRBR.N,-4.29,-1.38,2026-09-10
其他轻工,usCOTY.N,-4.58,-2.23,2026-09-10
其他轻工,usHNST.OQ,-5.59,-2.39,2026-09-10
其他轻工,usMLKN.OQ,-5.72,-3.93,2026-09-10
其他轻工,usELF.N,-7.15,-4.32,2026-09-10
农业,usADM.N,1.61,0.42,2026-09-10
农业,usBG.N,1.6,0.88,2026-09-10
农业,usINGR.N,0.31,0.41,2026-09-10
农业,usDAR.N,-0.81,-1.69,2026-09-10
农业,usCTVA.N,-1.41,-0.31,2026-09-10
农业,usDMC.N,-2.1,-2.77,2026-09-10
农业,usDOLE.N,-2.12,-1.6,2026-09-10
化学制品,usFTK.N,6.23,-1.65,2026-09-10
化学制品,usCE.N,2.7,2.86,2026-09-10
化学制品,usNEU.N,1.4,2.1,2026-09-10
化学制品,usDOW.N,0.62,0.82,2026-09-10
化学制品,usIOSP.OQ,-0.54,-0.52,2026-09-10
化学制品,usCC.N,-0.94,0.2,2026-09-10
化学制品,usMTX.N,-0.98,0.29,2026-09-10
化学制品,usAPD.N,-1.18,-0.54,2026-09-10
化学制品,usIFF.N,-1.24,-0.31,2026-09-10
化学制品,usHUN.N,-1.27,-0.52,2026-09-10
化学制品,usECVT.N,-1.3,-1.76,2026-09-10
化学制品,usECL.N,-1.36,-0.22,2026-09-10
化学制品,usOLN.N,-1.47,-0.86,2026-09-10
化学制品,usAVNT.N,-1.62,-0.43,2026-09-10
化学制品,usEMN.N,-1.62,0.06,2026-09-10
化学制品,usBCPC.OQ,-1.76,-0.99,2026-09-10
化学制品,usDD.N,-1.8,-0.47,2026-09-10
化学制品,usFUL.N,-1.8,-0.37,2026-09-10
化学制品,usBLBD.OQ,-1.82,-0.86,2026-09-10
化学制品,usKWR.N,-1.92,-0.05,2026-09-10
化学制品,usSXT.N,-1.96,-1.51,2026-09-10
化学制品,usASH.N,-2.19,-1.57,2026-09-10
化学制品,usRPM.N,-2.25,-0.4,2026-09-10
化学制品,usSHW.N,-2.27,-1.0,2026-09-10
化学制品,usNGVT.N,-2.56,-1.42,2026-09-10
化学制品,usPRM.N,-3.29,-2.21,2026-09-10
化学制品,usPPG.N,-3.59,-1.97,2026-09-10
化学制品,usALB.N,-3.9,-3.02,2026-09-10
化学制品,usFMC.N,-3.94,-1.71,2026-09-10
化学制品,usLWLG.OQ,-4.11,-2.09,2026-09-10
化学制品,usESI.N,-4.96,-4.5,2026-09-10
化学制品,usPCT.OQ,-8.4,-7.02,2026-09-10
化学制药,usSGMT.OQ,2.12,1.84,2026-09-10
化学制药,usABBV.N,1.45,1.63,2026-09-10
化学制药,usMIRM.OQ,1.44,2.35,2026-09-10
化学制药,usANIP.OQ,1.13,1.07,2026-09-10
化学制药,usAXSM.OQ,1.02,0.23,2026-09-10
化学制药,usPHVS.OQ,0.72,-0.61,2026-09-10
化学制药,usRYTM.OQ,0.58,1.13,2026-09-10
化学制药,usSEPN.OQ,0.56,-0.58,2026-09-10
化学制药,usCORT.OQ,0.5,-0.67,2026-09-10
化学制药,usAZN.N,0.41,1.72,2026-09-10
化学制药,usINDV.OQ,-0.45,-0.75,2026-09-10
化学制药,usATAI.OQ,-0.47,0.14,2026-09-09
化学制药,usLLY.N,-0.54,-0.11,2026-09-10
化学制药,usJAZZ.OQ,-0.63,-0.34,2026-09-10
化学制药,usOGN.N,-0.63,-0.29,2026-09-10
化学制药,usDFTX.OQ,-0.92,-0.68,2026-09-10
化学制药,usPFE.N,-0.95,-0.47,2026-09-10
化学制药,usHELP.OQ,-0.97,-6.14,2026-09-10
化学制药,usTAK.N,-0.99,-0.55,2026-09-10
化学制药,usTEVA.N,-1.02,-1.36,2026-09-10
化学制药,usLQDA.OQ,-1.08,-1.84,2026-09-10
化学制药,usJNJ.N,-1.09,-0.27,2026-09-10
化学制药,usSNY.OQ,-1.14,-0.3,2026-09-10
化学制药,usEWTX.OQ,-1.27,-1.13,2026-09-10
化学制药,usCMPS.OQ,-1.31,-6.26,2026-09-10
化学制药,usVTRS.OQ,-1.37,-0.73,2026-09-10
化学制药,usZTS.N,-1.37,-0.61,2026-09-10
化学制药,usIMMX.OQ,-1.4,3.17,2026-09-10
化学制药,usGSK.N,-1.49,-1.05,2026-09-10
化学制药,usRDY.N,-1.58,-1.43,2026-09-10
化学制药,usETON.OQ,-1.75,-1.61,2026-09-10
化学制药,usSUPN.OQ,-1.82,-0.9,2026-09-10
化学制药,usHRMY.OQ,-1.86,-1.25,2026-09-10
化学制药,usBMY.N,-1.87,-1.02,2026-09-10
化学制药,usZVRA.OQ,-1.93,0.17,2026-09-10
化学制药,usBCAX.OQ,-1.97,-2.28,2026-09-10
化学制药,usABVX.OQ,-2.02,-2.94,2026-09-10
化学制药,usCOLL.OQ,-2.04,-1.88,2026-09-10
化学制药,usAMRX.OQ,-2.07,-2.2,2026-09-10
化学制药,usMAZE.OQ,-2.34,0.98,2026-09-10
化学制药,usMRK.N,-2.46,-1.91,2026-09-10
化学制药,usMANE.N,-2.49,-1.54,2026-09-10
化学制药,usNVO.N,-2.49,-1.23,2026-09-10
化学制药,usGENB.OQ,-2.6,-0.84,2026-09-10
化学制药,usSMMT.OQ,-2.72,-3.08,2026-09-10
化学制药,usMBX.OQ,-2.79,-3.13,2026-09-10
化学制药,usNVS.N,-2.86,0.0,2026-09-10
化学制药,usINVA.OQ,-2.88,-2.41,2026-09-10
化学制药,usMLYS.OQ,-2.95,-3.93,2026-09-10
化学制药,usPCRX.OQ,-3.12,-2.78,2026-09-10
化学制药,usGMAB.OQ,-3.2,-2.45,2026-09-10
化学制药,usRAPP.OQ,-3.21,-0.98,2026-09-10
化学制药,usAMLX.OQ,-3.24,-0.96,2026-09-10
化学制药,usOMER.OQ,-3.27,-4.13,2026-09-10
化学制药,usHROW.OQ,-3.32,-2.58,2026-09-10
化学制药,usDMRA.OQ,-3.45,2.17,2026-09-10
化学制药,usTLRY.OQ,-3.55,-1.66,2026-09-10
化学制药,usALMS.OQ,-3.58,1.02,2026-09-10
化学制药,usELVN.OQ,-3.69,-2.12,2026-09-10
化学制药,usWVE.OQ,-3.7,-2.91,2026-09-10
化学制药,usIRON.OQ,-3.89,-3.1,2026-09-10
化学制药,usBHC.N,-3.9,-1.46,2026-09-10
化学制药,usRPRX.OQ,-4.06,-3.04,2026-09-10
化学制药,usAQST.OQ,-4.13,-3.11,2026-09-10
化学制药,usKLRA.OQ,-4.17,0.47,2026-09-10
化学制药,usSDGR.OQ,-4.17,-2.08,2026-09-10
化学制药,usELAN.N,-4.19,-2.93,2026-09-10
化学制药,usLBRX.OQ,-4.65,-2.98,2026-09-10
化学制药,usNKTR.OQ,-4.68,-3.64,2026-09-10
化学制药,usZBIO.OQ,-4.7,-3.69,2026-09-10
化学制药,usPBH.N,-4.76,-2.79,2026-09-10
化学制药,usAPMD.OQ,-4.83,-4.56,2026-09-10
化学制药,usAVBP.OQ,-4.85,-3.66,2026-09-10
化学制药,usNUVB.N,-4.89,-3.68,2026-09-10
化学制药,usZYME.OQ,-4.97,-2.62,2026-09-10
化学制药,usURGN.OQ,-4.99,-6.13,2026-09-10
化学制药,usXERS.OQ,-5.14,-0.52,2026-09-10
化学制药,usACRS.OQ,-5.31,-0.9,2026-09-10
化学制药,usTRVI.OQ,-5.38,-4.39,2026-09-10
化学制药,usIMNM.OQ,-5.6,-4.4,2026-09-10
化学制药,usOCUL.OQ,-5.72,-7.41,2026-09-10
化学制药,usTRLV.N,-5.9,-3.82,2026-09-10
化学制药,usGPCR.OQ,-5.95,-4.07,2026-09-10
化学制药,usTRAX.OQ,-5.98,-4.02,2026-09-10
化学制药,usPRGO.N,-6.43,-5.23,2026-09-10
化学制药,usBLTE.OQ,-6.89,-4.42,2026-09-10
化学制药,usABCL.OQ,-6.94,-5.34,2026-09-10
化学制药,usPBLS.OQ,-7.78,-6.3,2026-09-10
化学制药,usAVTX.OQ,-8.81,-5.66,2026-09-10
化学制药,usANRO.N,-9.14,-7.01,2026-09-10
化学制药,usNAMS.OQ,-9.24,-4.08,2026-09-10
化学制药,usDYN.OQ,-9.62,-4.01,2026-09-10
化学制药,usASMB.OQ,-11.12,-7.33,2026-09-10
化学制药,usBHVN.N,-15.0,-14.73,2026-09-10
化学原料,usMEOH.OQ,2.88,0.72,2026-09-10
化学原料,usLYB.N,-0.05,-0.33,2026-09-10
化学原料,usCBT.N,-1.58,-0.71,2026-09-10
化学原料,usLIN.OQ,-1.64,-1.08,2026-09-10
化学原料,usWLK.N,-2.22,-0.22,2026-09-10
化学原料,usAXTA.N,-2.87,-1.22,2026-09-10
化学原料,usTROX.N,-2.87,-1.29,2026-09-10
化学原料,usHWKN.OQ,-3.12,-2.17,2026-09-10
化学原料,usASPI.OQ,-10.39,-6.02,2026-09-10
化肥农药,usCF.N,-0.65,-2.17,2026-09-10
化肥农药,usNTR.N,-2.13,-2.45,2026-09-10
化肥农药,usMOS.N,-2.35,-2.27,2026-09-10
化肥农药,usSMG.N,-2.48,-1.3,2026-09-10
化肥农药,usSQM.N,-3.89,-3.94,2026-09-10
医疗器械,usPLSE.OQ,5.29,2.76,2026-09-10
医疗器械,usICLR.OQ,3.43,3.87,2026-09-10
医疗器械,usWST.N,1.91,2.17,2026-09-10
医疗器械,usISRG.OQ,1.56,2.04,2026-09-10
医疗器械,usTXG.OQ,0.87,-1.35,2026-09-10
医疗器械,usEYE.OQ,0.72,0.06,2026-09-10
医疗器械,usNEO.OQ,0.21,-0.28,2026-09-10
医疗器械,usATRC.OQ,0.06,-0.13,2026-09-10
医疗器械,usITGR.N,-0.03,0.15,2026-09-10
医疗器械,usLNTH.OQ,-0.28,-0.31,2026-09-10
医疗器械,usTECH.OQ,-0.31,-0.24,2026-09-10
医疗器械,usEW.N,-0.34,0.68,2026-09-10
医疗器械,usDXCM.OQ,-0.4,0.75,2026-09-10
医疗器械,usTMO.N,-0.54,-0.41,2026-09-10
医疗器械,usADPT.OQ,-0.57,-0.78,2026-09-10
医疗器械,usBLFS.OQ,-0.59,-0.03,2026-09-10
医疗器械,usBLLN.OQ,-0.67,-0.66,2026-09-10
医疗器械,usPEN.N,-0.69,-0.56,2026-09-10
医疗器械,usAVTR.N,-0.85,0.0,2026-09-10
医疗器械,usWAT.N,-0.86,-0.78,2026-09-10
医疗器械,usMEDP.OQ,-0.94,-0.54,2026-09-10
医疗器械,usIQV.N,-0.94,0.12,2026-09-10
医疗器械,usMDT.N,-0.94,-0.29,2026-09-10
医疗器械,usNEOG.OQ,-1.03,-1.26,2026-09-10
