industry,prefixed,m,chg1,date
互联网服务,usBRZE.OQ,-3.33,-3.88,2026-09-04
互联网服务,usAPPF.OQ,-4.39,-4.16,2026-09-04
互联网服务,usAPPN.OQ,-5.14,-6.0,2026-09-04
互联网服务,usBAND.OQ,-8.67,-7.05,2026-09-04
互联网服务,usWIX.OQ,-9.45,-6.15,2026-09-04
休闲服务,usVAC.N,7.24,7.47,2026-09-04
休闲服务,usTH.OQ,6.09,5.29,2026-09-04
休闲服务,usFUN.N,3.46,3.19,2026-09-04
休闲服务,usSG.N,2.83,2.4,2026-09-04
休闲服务,usJMKE.N,2.31,3.54,2026-09-04
休闲服务,usMCRI.OQ,1.81,0.77,2026-09-04
休闲服务,usMSGS.N,1.34,1.06,2026-09-04
休闲服务,usFWRG.OQ,1.3,2.99,2026-09-04
休闲服务,usFTDR.OQ,1.28,-0.13,2026-09-04
休闲服务,usSHAK.N,1.26,0.14,2026-09-04
休闲服务,usCHH.N,1.19,1.23,2026-09-04
休闲服务,usRSI.N,1.14,-0.34,2026-09-04
休闲服务,usOSW.OQ,1.12,0.58,2026-09-04
休闲服务,usBYD.N,1.09,0.3,2026-09-04
休闲服务,usWH.N,1.01,1.14,2026-09-04
休闲服务,usCHA.OQ,1.0,2.64,2026-09-04
休闲服务,usQSR.N,0.94,-0.11,2026-09-04
休闲服务,usPENN.OQ,0.76,-0.76,2026-09-04
休闲服务,usCBRL.OQ,0.71,1.18,2026-09-04
休闲服务,usH.N,0.7,0.28,2026-09-04
休闲服务,usLTH.N,0.65,0.32,2026-09-04
休闲服务,usRRR.OQ,0.59,0.11,2026-09-04
休闲服务,usSGHC.N,0.59,-1.27,2026-09-04
休闲服务,usHGV.N,0.55,0.45,2026-09-04
休闲服务,usMAR.OQ,0.49,0.13,2026-09-04
休闲服务,usPZZA.OQ,0.33,0.58,2026-09-04
休闲服务,usSCI.N,0.26,-0.69,2026-09-04
休闲服务,usIHG.N,0.24,-0.51,2026-09-04
休闲服务,usWYNN.OQ,0.2,-0.02,2026-09-04
休闲服务,usMGM.N,0.17,0.22,2026-09-04
休闲服务,usNCLH.N,0.12,-0.13,2026-09-04
休闲服务,usCCL.N,0.01,0.13,2026-09-04
休闲服务,usCZR.OQ,-0.0,0.0,2026-09-04
休闲服务,usBLMN.OQ,-0.01,0.62,2026-09-04
休闲服务,usLVS.N,-0.03,-0.31,2026-09-04
休闲服务,usBJRI.OQ,-0.1,1.82,2026-09-04
休闲服务,usDKNG.OQ,-0.13,-0.74,2026-09-04
休闲服务,usEAT.N,-0.13,0.59,2026-09-04
休闲服务,usRCL.N,-0.15,-0.14,2026-09-04
休闲服务,usCAKE.OQ,-0.23,0.37,2026-09-04
休闲服务,usTXRH.OQ,-0.29,0.26,2026-09-04
休闲服务,usMTN.N,-0.31,-0.81,2026-09-04
休闲服务,usARMK.N,-0.35,-0.87,2026-09-04
休闲服务,usWEN.OQ,-0.39,1.9,2026-09-04
休闲服务,usTNL.N,-0.4,-0.11,2026-09-04
休闲服务,usBROS.N,-0.48,0.74,2026-09-04
休闲服务,usDRI.N,-0.57,-0.53,2026-09-04
休闲服务,usHLT.N,-0.59,-1.01,2026-09-04
休闲服务,usBATRK.OQ,-0.73,-0.67,2026-09-04
休闲服务,usVICI.N,-0.76,-0.9,2026-09-04
休闲服务,usYUM.N,-0.88,-1.2,2026-09-04
休闲服务,usPLNT.N,-0.92,-1.22,2026-09-04
休闲服务,usFLUT.N,-1.0,-2.18,2026-09-04
休闲服务,usATAT.OQ,-1.04,-0.75,2026-09-04
休闲服务,usABNB.OQ,-1.18,-1.79,2026-09-04
休闲服务,usDPZ.OQ,-1.3,-1.71,2026-09-04
休闲服务,usBH.N,-1.33,-0.46,2026-09-04
休闲服务,usCAVA.N,-1.34,-1.48,2026-09-04
休闲服务,usYUMC.N,-1.44,-0.21,2026-09-04
休闲服务,usSBUX.OQ,-1.59,-1.28,2026-09-04
休闲服务,usWING.OQ,-1.6,-0.97,2026-09-04
休闲服务,usBKNG.OQ,-1.67,-0.94,2026-09-04
休闲服务,usHTHT.OQ,-1.78,-1.25,2026-09-04
休闲服务,usMCD.N,-1.78,-1.52,2026-09-04
休闲服务,usEXPE.OQ,-2.22,-1.68,2026-09-04
休闲服务,usCMG.N,-2.32,-1.62,2026-09-04
休闲服务,usLLYVA.OQ,-2.37,-2.13,2026-09-04
休闲服务,usCHDN.OQ,-2.39,-3.56,2026-09-04
休闲服务,usLLYVK.OQ,-2.57,-2.27,2026-09-04
休闲服务,usMMYT.OQ,-2.57,-2.64,2026-09-04
休闲服务,usHRB.N,-3.41,-3.99,2026-09-04
休闲服务,usTCOM.OQ,-3.52,-0.89,2026-09-04
休闲服务,usDASH.OQ,-5.47,-4.63,2026-09-04
公路铁路,usCP.N,1.45,0.33,2026-09-04
公路铁路,usCSX.OQ,1.19,0.86,2026-09-04
公路铁路,usCNI.N,1.05,0.16,2026-09-04
公路铁路,usUNP.N,0.0,0.16,2026-09-04
公路铁路,usNSC.N,-0.02,0.5,2026-09-04
公路铁路,usUBER.N,-0.26,-0.26,2026-09-04
其他家电,usNWL.OQ,1.55,0.66,2026-09-04
其他建材,usROCK.OQ,5.71,3.23,2026-09-04
其他建材,usJHX.N,4.59,2.56,2026-09-04
其他建材,usTREX.N,4.58,4.44,2026-09-04
其他建材,usAAON.OQ,4.04,1.95,2026-09-04
其他建材,usBLDR.N,3.49,2.51,2026-09-04
其他建材,usFND.N,3.33,1.72,2026-09-04
其他建材,usGFF.N,3.3,1.97,2026-09-04
其他建材,usOC.N,3.24,2.98,2026-09-04
其他建材,usCX.N,3.12,1.47,2026-09-04
其他建材,usJCI.N,3.0,1.91,2026-09-04
其他建材,usAZZ.N,2.65,1.87,2026-09-04
其他建材,usLII.N,2.61,1.15,2026-09-04
其他建材,usCARR.N,2.5,1.07,2026-09-04
其他建材,usCRH.N,2.39,2.41,2026-09-04
其他建材,usMAS.N,2.34,1.79,2026-09-04
其他建材,usREZI.N,2.32,1.79,2026-09-04
其他建材,usAWI.N,2.0,1.46,2026-09-04
其他建材,usSSD.N,1.85,1.62,2026-09-04
其他建材,usWMS.N,1.82,0.69,2026-09-04
其他建材,usUFPI.OQ,1.7,1.42,2026-09-04
其他建材,usCSW.N,1.64,0.95,2026-09-04
其他建材,usALLE.N,1.6,1.0,2026-09-04
其他建材,usFBIN.N,1.38,2.13,2026-09-04
其他建材,usAOS.N,1.26,-0.08,2026-09-04
其他建材,usAMRZ.N,0.85,-0.43,2026-09-04
其他建材,usMLM.N,0.83,1.15,2026-09-04
其他建材,usVMC.N,0.54,0.92,2026-09-04
其他建材,usEXP.N,0.51,0.46,2026-09-04
其他建材,usATKR.N,0.15,0.12,2026-09-04
其他建材,usADIG.N,-0.02,1.13,2026-09-04
其他电气设备,usPSIX.OQ,12.48,11.18,2026-09-04
其他电气设备,usBE.N,12.26,7.35,2026-09-04
其他电气设备,usDPC.N,9.75,7.99,2026-09-04
其他电气设备,usEROC.N,7.26,5.29,2026-09-04
其他电气设备,usALNT.OQ,6.34,4.89,2026-09-04
其他电气设备,usVICR.OQ,5.32,5.48,2026-09-04
其他电气设备,usPOWL.OQ,4.64,3.43,2026-09-04
其他电气设备,usFPS.N,4.61,2.45,2026-09-04
其他电气设备,usETN.N,4.29,3.46,2026-09-04
其他电气设备,usNVT.N,4.07,2.59,2026-09-04
其他电气设备,usPLUG.OQ,3.34,2.84,2026-09-04
其他电气设备,usST.N,3.03,2.52,2026-09-04
其他电气设备,usGNRC.N,2.93,2.37,2026-09-04
其他电气设备,usAMSC.OQ,2.74,1.86,2026-09-04
其他电气设备,usEMR.N,2.35,1.74,2026-09-04
其他电气设备,usROK.N,2.02,1.29,2026-09-04
其他电气设备,usARRY.OQ,1.96,1.32,2026-09-04
其他电气设备,usAME.N,1.89,1.5,2026-09-04
其他电气设备,usAYI.N,1.65,1.7,2026-09-04
其他电气设备,usHUBB.N,1.56,0.12,2026-09-04
其他电气设备,usLYTS.OQ,1.4,0.6,2026-09-04
其他电气设备,usENPH.OQ,1.27,0.17,2026-09-04
其他电气设备,usRRX.N,1.21,0.15,2026-09-04
其他电气设备,usFELE.OQ,1.18,0.49,2026-09-04
其他电气设备,usENS.N,0.93,1.07,2026-09-04
其他电气设备,usBW.N,0.85,-0.42,2026-09-04
其他电气设备,usRUN.OQ,0.78,-0.45,2026-09-04
其他电气设备,usBRC.N,-0.1,-0.14,2026-09-04
其他电气设备,usFCEL.OQ,-0.39,1.91,2026-09-04
其他轻工,usVSTS.N,7.42,5.74,2026-09-04
其他轻工,usHNI.N,3.22,2.96,2026-09-04
其他轻工,usHNST.OQ,3.2,1.71,2026-09-04
其他轻工,usEL.N,3.06,2.97,2026-09-04
其他轻工,usHLF.N,2.9,1.73,2026-09-04
其他轻工,usMLKN.OQ,2.77,2.37,2026-09-04
其他轻工,usELF.N,2.48,2.1,2026-09-04
其他轻工,usENR.N,2.29,2.81,2026-09-04
其他轻工,usEPC.N,1.79,1.27,2026-09-04
其他轻工,usTILE.OQ,1.7,2.42,2026-09-04
其他轻工,usIPAR.OQ,1.16,2.35,2026-09-04
其他轻工,usCOTY.N,0.94,0.0,2026-09-04
其他轻工,usMSA.N,0.43,0.52,2026-09-04
其他轻工,usSPB.N,0.35,0.1,2026-09-04
其他轻工,usPBI.N,-0.17,-1.02,2026-09-04
其他轻工,usUL.N,-0.26,-0.06,2026-09-04
其他轻工,usPG.N,-0.38,-0.33,2026-09-04
其他轻工,usCHD.N,-0.43,-0.04,2026-09-04
其他轻工,usCENTA.OQ,-0.65,0.03,2026-09-04
其他轻工,usBRBR.N,-0.82,-0.1,2026-09-04
其他轻工,usMO.N,-0.93,-0.88,2026-09-04
其他轻工,usBTI.N,-0.94,-1.11,2026-09-04
其他轻工,usUVV.N,-1.09,-0.83,2026-09-04
其他轻工,usKVUE.N,-1.18,-1.11,2026-09-04
其他轻工,usCL.N,-1.37,-1.47,2026-09-04
其他轻工,usCLX.N,-1.44,-1.3,2026-09-04
其他轻工,usREYN.OQ,-1.59,0.09,2026-09-04
其他轻工,usKMB.OQ,-1.8,-1.6,2026-09-04
其他轻工,usODC.N,-2.24,-1.39,2026-09-04
其他轻工,usPM.N,-2.33,-1.96,2026-09-04
其他轻工,usTPB.N,-2.39,-2.24,2026-09-04
其他轻工,usHLN.N,-3.19,-2.64,2026-09-04
其他轻工,usODD.OQ,-3.43,-2.69,2026-09-04
农业,usDMC.N,0.64,1.77,2026-09-04
农业,usDOLE.N,0.52,0.79,2026-09-04
农业,usADM.N,-0.12,0.27,2026-09-04
农业,usCTVA.N,-1.1,-0.86,2026-09-04
农业,usINGR.N,-1.17,-0.41,2026-09-04
农业,usBG.N,-1.99,-1.17,2026-09-04
农业,usDAR.N,-2.25,-0.85,2026-09-04
化学制品,usLWLG.OQ,4.89,4.49,2026-09-04
化学制品,usESI.N,3.81,2.94,2026-09-04
化学制品,usRPM.N,2.4,2.02,2026-09-04
化学制品,usBLBD.OQ,1.93,-0.05,2026-09-04
化学制品,usNGVT.N,1.78,1.02,2026-09-04
化学制品,usPPG.N,1.65,1.61,2026-09-04
化学制品,usHUN.N,1.38,2.34,2026-09-04
化学制品,usPRM.N,1.31,-0.9,2026-09-04
化学制品,usMTX.N,1.26,1.28,2026-09-04
化学制品,usPCT.OQ,1.16,1.11,2026-09-04
化学制品,usFMC.N,0.99,-0.08,2026-09-04
化学制品,usOLN.N,0.97,2.36,2026-09-04
化学制品,usAVNT.N,0.81,1.14,2026-09-04
化学制品,usIOSP.OQ,0.8,0.89,2026-09-04
化学制品,usSHW.N,0.67,0.44,2026-09-04
化学制品,usFTK.N,0.46,-0.84,2026-09-04
化学制品,usFUL.N,0.22,0.41,2026-09-04
化学制品,usEMN.N,0.19,0.59,2026-09-04
化学制品,usKWR.N,0.03,0.73,2026-09-04
化学制品,usECL.N,-0.08,0.11,2026-09-04
化学制品,usIFF.N,-0.13,-0.13,2026-09-04
化学制品,usDD.N,-0.21,0.35,2026-09-04
化学制品,usECVT.N,-0.25,0.0,2026-09-04
化学制品,usSXT.N,-0.77,-1.07,2026-09-04
化学制品,usBCPC.OQ,-0.89,-0.08,2026-09-04
化学制品,usCC.N,-1.04,-1.16,2026-09-04
化学制品,usASH.N,-1.42,-0.37,2026-09-04
化学制品,usAPD.N,-1.54,-0.97,2026-09-04
化学制品,usCE.N,-1.62,-1.17,2026-09-04
化学制品,usNEU.N,-2.04,-1.68,2026-09-04
化学制品,usDOW.N,-3.95,-3.03,2026-09-04
化学制品,usALB.N,-6.09,-4.45,2026-09-04
化学制药,usBLTE.OQ,17.44,13.16,2026-09-04
化学制药,usSMMT.OQ,12.46,2.8,2026-09-04
化学制药,usALMS.OQ,4.47,-2.29,2026-09-04
化学制药,usPRGO.N,3.85,4.56,2026-09-04
化学制药,usHELP.OQ,3.66,3.82,2026-09-04
化学制药,usPHAT.OQ,3.5,4.97,2026-09-04
化学制药,usLBRX.OQ,2.78,3.83,2026-09-04
化学制药,usEWTX.OQ,2.5,2.67,2026-09-04
化学制药,usTRLV.N,2.21,1.0,2026-09-04
化学制药,usKLRA.OQ,2.06,3.11,2026-09-04
化学制药,usTRVI.OQ,1.79,1.17,2026-09-04
化学制药,usABVX.OQ,1.53,0.66,2026-09-04
化学制药,usASMB.OQ,1.36,1.3,2026-09-04
化学制药,usWVE.OQ,1.14,3.4,2026-09-04
化学制药,usGENB.OQ,1.12,0.31,2026-09-04
化学制药,usMLYS.OQ,1.1,-0.21,2026-09-04
化学制药,usRPRX.OQ,0.99,0.13,2026-09-04
化学制药,usMIRM.OQ,0.98,0.27,2026-09-04
化学制药,usMBX.OQ,0.91,0.49,2026-09-04
化学制药,usAVBP.OQ,0.83,-0.26,2026-09-04
化学制药,usHROW.OQ,0.82,0.73,2026-09-04
化学制药,usSGMT.OQ,0.79,0.18,2026-09-04
化学制药,usAVTX.OQ,0.73,1.21,2026-09-04
化学制药,usATAI.OQ,0.64,0.68,2026-09-04
化学制药,usMANE.N,0.61,0.78,2026-09-04
化学制药,usHRMY.OQ,0.52,0.93,2026-09-04
化学制药,usELAN.N,0.44,0.33,2026-09-04
化学制药,usELVN.OQ,0.39,-0.55,2026-09-04
化学制药,usPBLS.OQ,0.31,-0.81,2026-09-04
化学制药,usNUVB.N,0.29,0.59,2026-09-04
化学制药,usINDV.OQ,0.28,0.32,2026-09-04
化学制药,usZBIO.OQ,0.28,-0.12,2026-09-04
化学制药,usJAZZ.OQ,0.25,-0.31,2026-09-04
化学制药,usINVA.OQ,0.16,-0.09,2026-09-04
化学制药,usLQDA.OQ,0.11,0.04,2026-09-04
化学制药,usOGN.N,0.09,0.07,2026-09-04
化学制药,usAQST.OQ,0.07,-0.19,2026-09-04
化学制药,usCMPS.OQ,0.06,-0.15,2026-09-04
化学制药,usAMLX.OQ,0.04,0.41,2026-09-04
化学制药,usIMMX.OQ,0.04,0.58,2026-09-04
化学制药,usOMER.OQ,-0.06,-0.84,2026-09-04
化学制药,usABCL.OQ,-0.15,-1.21,2026-09-04
化学制药,usNKTR.OQ,-0.15,-2.85,2026-09-04
化学制药,usMAZE.OQ,-0.16,1.31,2026-09-04
化学制药,usGPCR.OQ,-0.2,0.0,2026-09-04
化学制药,usIRON.OQ,-0.25,-0.18,2026-09-04
化学制药,usVTRS.OQ,-0.25,-0.35,2026-09-04
化学制药,usJNJ.N,-0.27,-1.15,2026-09-04
化学制药,usXERS.OQ,-0.29,-0.7,2026-09-04
化学制药,usPHVS.OQ,-0.32,-1.15,2026-09-04
化学制药,usSNY.OQ,-0.32,-0.2,2026-09-04
化学制药,usAZN.N,-0.4,-1.26,2026-09-04
化学制药,usNVO.N,-0.41,-1.92,2026-09-04
化学制药,usTAK.N,-0.42,-1.39,2026-09-04
化学制药,usTLRY.OQ,-0.46,-0.66,2026-09-04
化学制药,usAXSM.OQ,-0.48,-0.8,2026-09-04
化学制药,usCORT.OQ,-0.51,-1.05,2026-09-04
化学制药,usOCUL.OQ,-0.58,0.0,2026-09-04
化学制药,usBHVN.N,-0.6,-1.07,2026-09-04
化学制药,usAPMD.OQ,-0.61,-1.29,2026-09-04
化学制药,usNAMS.OQ,-0.71,-1.74,2026-09-04
化学制药,usDFTX.OQ,-0.72,0.24,2026-09-04
化学制药,usPBH.N,-0.75,-0.57,2026-09-04
化学制药,usURGN.OQ,-0.78,-1.76,2026-09-04
化学制药,usPCRX.OQ,-0.82,-0.94,2026-09-04
化学制药,usZTS.N,-0.83,-0.63,2026-09-04
化学制药,usMRK.N,-0.86,-1.32,2026-09-04
化学制药,usLLY.N,-0.9,-0.88,2026-09-04
化学制药,usSUPN.OQ,-0.94,-1.0,2026-09-04
化学制药,usBCAX.OQ,-1.07,-0.73,2026-09-04
化学制药,usRDY.N,-1.07,-0.5,2026-09-04
化学制药,usSEPN.OQ,-1.16,-0.14,2026-09-04
化学制药,usTEVA.N,-1.17,-0.71,2026-09-04
化学制药,usPFE.N,-1.28,-1.25,2026-09-04
化学制药,usBMY.N,-1.33,-1.87,2026-09-04
化学制药,usTCMD.OQ,-1.38,-0.64,2026-09-04
化学制药,usANIP.OQ,-1.47,-1.06,2026-09-04
化学制药,usGMAB.OQ,-1.53,-2.35,2026-09-04
化学制药,usNVS.N,-1.56,-1.9,2026-09-04
化学制药,usIMNM.OQ,-1.59,-1.47,2026-09-04
化学制药,usGSK.N,-1.59,-1.93,2026-09-04
化学制药,usABBV.N,-1.6,-1.44,2026-09-04
化学制药,usCOLL.OQ,-1.7,-0.72,2026-09-04
化学制药,usANRO.N,-1.86,-2.34,2026-09-04
化学制药,usRYTM.OQ,-2.17,-2.05,2026-09-04
化学制药,usBHC.N,-2.39,-2.96,2026-09-04
化学制药,usAMRX.OQ,-2.5,-2.41,2026-09-04
化学制药,usDYN.OQ,-3.02,-2.69,2026-09-04
化学制药,usZYME.OQ,-3.31,-2.37,2026-09-04
化学制药,usSDGR.OQ,-3.35,-2.99,2026-09-04
化学制药,usETON.OQ,-3.57,-2.42,2026-09-04
化学制药,usRAPP.OQ,-4.92,-3.95,2026-09-04
化学制药,usTRAX.OQ,-5.95,-4.82,2026-09-04
化学原料,usASPI.OQ,8.13,7.69,2026-09-04
化学原料,usHWKN.OQ,1.31,-0.15,2026-09-04
化学原料,usAXTA.N,0.13,-0.53,2026-09-04
化学原料,usCBT.N,-0.11,0.36,2026-09-04
化学原料,usWLK.N,-0.3,0.25,2026-09-04
化学原料,usLIN.OQ,-1.3,-0.96,2026-09-04
化学原料,usMEOH.OQ,-1.91,-1.06,2026-09-04
化学原料,usLYB.N,-2.84,-1.91,2026-09-04
化学原料,usTROX.N,-3.45,-1.43,2026-09-04
化肥农药,usMOS.N,1.65,1.41,2026-09-04
化肥农药,usSMG.N,0.03,0.3,2026-09-04
化肥农药,usNTR.N,-0.63,-1.56,2026-09-04
化肥农药,usCF.N,-3.23,-3.24,2026-09-04
化肥农药,usSQM.N,-4.94,-4.28,2026-09-04
医疗器械,usPRCT.OQ,6.1,6.5,2026-09-04
医疗器械,usTMDX.OQ,5.63,3.45,2026-09-04
医疗器械,usWRBY.N,2.96,4.55,2026-09-04
医疗器械,usBLLN.OQ,2.49,-0.11,2026-09-04
医疗器械,usESTA.OQ,2.49,2.75,2026-09-04
医疗器械,usPSNL.OQ,2.11,2.2,2026-09-04
医疗器械,usATEC.OQ,2.01,1.29,2026-09-04
医疗器械,usICLR.OQ,1.76,0.78,2026-09-04
医疗器械,usMDT.N,1.69,1.15,2026-09-04
医疗器械,usALMR.OQ,1.66,0.75,2026-09-04
医疗器械,usNEOG.OQ,1.19,1.63,2026-09-04
医疗器械,usXRAY.OQ,1.17,-0.44,2026-09-04
医疗器械,usMDLN.OQ,1.08,0.0,2026-09-04
医疗器械,usAVTR.N,1.02,-1.45,2026-09-04
医疗器械,usILMN.OQ,0.99,-1.55,2026-09-04
医疗器械,usTXG.OQ,0.93,-0.9,2026-09-04
医疗器械,usBAX.N,0.93,1.02,2026-09-04
医疗器械,usITGR.N,0.86,0.8,2026-09-04
医疗器械,usIART.OQ,0.81,1.7,2026-09-04
医疗器械,usLIVN.OQ,0.71,0.89,2026-09-04
医疗器械,usAXGN.OQ,0.6,2.51,2026-09-04
医疗器械,usQDEL.OQ,0.51,0.29,2026-09-04
医疗器械,usIQV.N,0.47,-1.42,2026-09-04
医疗器械,usSNN.N,0.46,0.63,2026-09-04
医疗器械,usBSX.N,0.44,1.81,2026-09-04
医疗器械,usTMO.N,0.32,-0.75,2026-09-04
医疗器械,usCBLL.OQ,0.31,0.61,2026-09-04
医疗器械,usA.N,0.31,0.59,2026-09-04
医疗器械,usRVTY.N,0.25,-0.31,2026-09-04
医疗器械,usHAE.N,0.22,0.07,2026-09-04
医疗器械,usSTAA.OQ,0.19,-0.47,2026-09-04
医疗器械,usMMSI.OQ,0.17,1.16,2026-09-04
医疗器械,usABSI.OQ,0.14,0.23,2026-09-04
医疗器械,usIRTC.OQ,0.11,-0.29,2026-09-04
医疗器械,usTECH.OQ,0.11,-0.03,2026-09-04
