industry,prefixed,m,chg1,date
专业服务,usACVA.N,6.09,4.84,2026-09-09
专业服务,usBCO.N,1.45,2.58,2026-09-09
专业服务,usHCSG.OQ,1.16,1.15,2026-09-09
专业服务,usOPLN.N,0.39,0.77,2026-09-09
专业服务,usMGRC.OQ,0.17,0.21,2026-09-09
专业服务,usUNF.N,-0.06,-0.19,2026-09-09
专业服务,usCTAS.OQ,-0.28,-0.23,2026-09-09
专业服务,usCBZ.N,-0.28,-0.07,2026-09-09
专业服务,usFCN.N,-0.51,-0.07,2026-09-09
专业服务,usNSP.N,-0.93,1.29,2026-09-09
专业服务,usTNET.N,-1.22,1.18,2026-09-09
专业服务,usEXPO.OQ,-1.33,-0.59,2026-09-09
专业服务,usRDVT.OQ,-1.43,-0.43,2026-09-09
专业服务,usHURN.OQ,-1.46,1.37,2026-09-09
专业服务,usRBA.N,-1.6,-0.67,2026-09-09
专业服务,usFA.OQ,-1.81,-0.39,2026-09-09
专业服务,usVRSK.OQ,-1.87,1.42,2026-09-09
专业服务,usTIC.N,-1.95,-3.14,2026-09-09
专业服务,usICFI.OQ,-2.04,-1.21,2026-09-09
专业服务,usSEZL.OQ,-2.31,-1.02,2026-09-09
专业服务,usKFRC.N,-2.51,0.41,2026-09-09
专业服务,usCRAI.OQ,-2.52,-1.51,2026-09-09
专业服务,usRTO.N,-2.98,-1.26,2026-09-09
专业服务,usRELX.N,-3.02,-1.3,2026-09-09
专业服务,usKFY.N,-3.08,-1.11,2026-09-09
专业服务,usEFOR.N,-3.09,-1.03,2026-09-09
专业服务,usCPRT.OQ,-3.3,-1.75,2026-09-09
专业服务,usGPGI.N,-3.32,-3.81,2026-09-09
专业服务,usVSEC.OQ,-3.48,-4.27,2026-09-09
专业服务,usSTN.N,-3.57,-3.3,2026-09-09
专业服务,usBAM.N,-3.91,-2.35,2026-09-09
专业服务,usAMTM.N,-3.98,-4.12,2026-09-09
专业服务,usADT.N,-4.05,-2.35,2026-09-09
专业服务,usPCTY.OQ,-4.09,-1.0,2026-09-09
专业服务,usMAN.N,-4.53,-0.86,2026-09-09
专业服务,usEFX.N,-4.77,-2.06,2026-09-09
专业服务,usLZ.OQ,-5.15,-3.49,2026-09-09
