排名,industry,得分,股票数,趋势分,动量分,动量入池分,代表股,入池,趋势贡献,动量贡献,总分,池内,出池原因
,钢铁,42,9,4.64,0.37,5.13,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value)[TX](8/8,+6%)、Worthington Enterprises Inc.[WOR](7/8,+10%)、VALE S.A.  American Depositary Shares Each Representing one common share[VALE](6/8,+7%)、POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock)[PKX](6/8,+6%)、Arcelor Mittal NY Registry Shares NEW[MT](6/8,+4%)、◆Gerdau S.A.[GGB](+2%)、◎Commercial Metals Company[CMC](+1%)、◎Worthington Enterprises Inc.[WOR](-0%)、◆VALE S.A.  American Depositary Shares Each Representing one common share[VALE](+2%)、◆Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value)[TX](+0%)、◎ATI Inc.[ATI](-2%)、◎Arcelor Mittal NY Registry Shares NEW[MT](-2%)",—,5.03,0.34,5.37,0,腿池外
,化学原料,10,2,4.98,-0.18,-2.28,"Hawkins Inc.[HWKN](7/8,-3%)、ASP Isotopes Inc.[ASPI](6/8,-2%)、◎ASP Isotopes Inc.[ASPI](+0%)、◎Methanex Corporation[MEOH](+3%)、◆LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)[LYB](+2%)、◎Westlake Corporation[WLK](-0%)、◎Axalta Coating Systems Ltd.[AXTA](-1%)、◎Hawkins Inc.[HWKN](-2%)、◎Cabot Corporation[CBT](-1%)",—,5.4,-0.16,5.24,0,腿池外
,电子器件,34,7,4.84,-0.14,-1.76,"ScanSource Inc.[SCSC](7/8,+7%)、TD SYNNEX Corporation[SNX](7/8,+2%)、PC Connection Inc.[CNXN](7/8,+2%)、Arrow Electronics Inc.[ARW](6/8,+7%)、Insight Enterprises Inc.[NSIT](6/8,+2%)、◎Flex Ltd.[FLEX](+4%)、◎Arrow Electronics Inc.[ARW](+1%)、◎Avnet Inc.[AVT](+0%)、◎PC Connection Inc.[CNXN](-1%)、◎ScanSource Inc.[SCSC](-1%)、◎Insight Enterprises Inc.[NSIT](-2%)、◎TD SYNNEX Corporation[SNX](-2%)",—,5.25,-0.13,5.12,0,腿池外
,医疗服务,8,2,3.96,0.77,10.84,"Humana Inc.[HUM](6/8,+4%)、Progyny Inc.[PGNY](6/8,-2%)、◎agilon health inc.[AGL](+3%)、◆Progyny Inc.[PGNY](+5%)、◎Aveanna Healthcare Holdings Inc.[AVAH](+1%)、◎Addus HomeCare Corporation[ADUS](+0%)、◆Clover Health Investments Corp.[CLOV](+1%)、◆Privia Health Group Inc.[PRVA](+1%)、◎AMN Healthcare Services Inc[AMN](-0%)",—,4.29,0.71,5.0,0,腿池外
,专业服务,12,3,3.93,0.6,8.33,"Red Violet Inc.[RDVT](6/8,+14%)、CBIZ Inc.[CBZ](6/8,+0%)、GPGI Inc.[GPGI](6/8,-3%)、◎ACV Auctions Inc.[ACVA](+1%)、◆TIC Solutions Inc.[TIC](+2%)、◎VSE Corporation[VSEC](+1%)、◆Amentum Holdings Inc.[AMTM](+0%)、◆GPGI Inc.[GPGI](+2%)、◆Unifirst Corporation[UNF](+0%)、◆Cintas Corporation[CTAS](+0%)",—,4.26,0.55,4.81,0,腿池外
,燃气,8,2,3.98,0.51,6.4,"Spire Inc.[SR](6/8,+3%)、National Fuel Gas Company[NFG](6/8,+2%)、◎Northwest Natural Holding Company[NWN](+2%)、◎UGI Corporation[UGI](+1%)、◆NewJersey Resources Corporation[NJR](+1%)、◎ONE Gas Inc.[OGS](+1%)、◎Spire Inc.[SR](+1%)、◎Chesapeake Utilities Corporation[CPK](+0%)、◎National Fuel Gas Company[NFG](+1%)",—,4.32,0.47,4.79,0,腿池外
,饮料,14,3,4.64,-0.44,-6.15,"Anheuser-Busch Inbev SA Sponsored ADR (Belgium)[BUD](7/8,-4%)、Keurig Dr Pepper Inc.[KDP](6/8,+11%)、Ambev S.A. American Depositary Shares (Each representing 1 Common Share)[ABEV](6/8,+3%)、◎Ambev S.A. American Depositary Shares (Each representing 1 Common Share)[ABEV](+1%)、◆PepsiCo Inc.[PEP](+1%)、◎Coca-Cola Company (The)[KO](+0%)、◎Keurig Dr Pepper Inc.[KDP](-0%)、◎Anheuser-Busch Inbev SA Sponsored ADR (Belgium)[BUD](-1%)、◎Primo Brands Corporation[PRMB](-0%)、◆Coca-Cola Europacific Partners plc[CCEP](+1%)",—,5.03,-0.4,4.63,0,腿池外
,广播电视,4,1,3.96,0.11,1.48,"Entravision Communications Corporation[EVC](6/8,-29%)、◎Adeia Inc.[ADEA](+3%)、◆Liberty Latin America Ltd.[LILAK](+3%)、◎Liberty Global Ltd. Class A[LBTYA](+1%)、◎Liberty Global Ltd. Class C[LBTYK](+0%)、◆Newsmax Inc.[NMAX](+1%)、◎Warner Bros. Discovery Inc. Series A[WBD](-0%)、◆Roku Inc.[ROKU](-0%)",—,4.29,0.1,4.39,0,腿池外
,服装家纺,4,1,3.96,-0.26,-3.57,"Wolverine World Wide Inc.[WWW](6/8,+6%)、◎Steven Madden Ltd.[SHOO](-1%)、◎Ralph Lauren Corporation[RL](-1%)、◆Columbia Sportswear Company[COLM](-0%)、◆Levi Strauss & Co[LEVI](-1%)、◎Wolverine World Wide Inc.[WWW](-3%)、◆G-III Apparel Group LTD.[GIII](-0%)、◆V.F. Corporation[VFC](-2%)",—,4.29,-0.24,4.05,0,腿池外
,家具,4,1,3.99,-1.38,-11.57,"Somnigroup International Inc.[SGI](6/8,+8%)、◎Somnigroup International Inc.[SGI](-0%)、◎Leggett & Platt Incorporated[LEG](-1%)、◎Mohawk Industries Inc.[MHK](-3%)、◎La-Z-Boy Incorporated[LZB](-3%)、◎MasterBrand Inc.[MBC](-4%)、◎Ethan Allen Interiors Inc.[ETD](-3%)",—,4.33,-1.26,3.07,0,腿池外
,造纸印刷,4,1,3.98,-1.95,-27.23,"Suzano S.A. American Depositary Shares (each representing One Ordinary Share)[SUZ](6/8,+14%)、◎Suzano S.A. American Depositary Shares (each representing One Ordinary Share)[SUZ](+1%)、◎International Paper Company[IP](-2%)、◎Packaging Corporation of America[PKG](-2%)、◎Avery Dennison Corporation[AVY](-2%)、◆Amcor plc[AMCR](-2%)、◎Smurfit WestRock plc[SW](-3%)、◎Deluxe Corporation[DLX](-3%)",—,4.32,-1.79,2.53,0,腿池外
